Date,Site,Treatment,Plot,Flux_type,CO2_start,CO2_finish,Veg_temp_1,Veg_temp_2,Veg_temp_3,Veg_temp_4,Veg_temp_5,Soil_tem_1,Soil_tem_2,PAR_1,PAR_2,PAR_3,PAR_4,PAR_5,PAR_6,PAR_7,Moist_1,Moist_2,Moist_3,Moist_4,Moist_5,Weather,Time,Amb_tem_C,Obs,
11-jul-19,QUE,B,4,p2,469.4,462.2,6.7,10.3,11.5,9.5,14.3,7.3,9.3,3747,3739,3745,3742,3716,3706,3746,,,,,,sunny,11:40,15.56,,
11-jul-19,QUE,B,4,p3,465.3,462.7,12.6,9.6,13.8,12.8,14.8,9.4,7.5,3336,3329,3346,3333,3331,3346,3356,,,,,,sunny,11:44,15.00,,
11-jul-19,QUE,B,4,r,469,466.4,11.7,11.6,11.6,11.7,13.2,7.6,9.5,10,15,14,18,1714,15,18,67.2,59.6,62.6,52.8,69,sunny,11:48,13.33,,
11-jul-19,QUE,B,5,p,462,457,9.1,9.1,9.1,15.1,16.6,12.7,11.8,4842,4556,4795,4837,4839,4858,4820,,,,,,sunny,11:57,16.67,,
11-jul-19,QUE,B,5,p1,463.9,456.9,24,25.4,21.3,17.5,17.5,12,13,4842,4856,4795,4837,4839,4858,4820,,,,,,sunny,12:28,21.11,,
11-jul-19,QUE,B,5,p2,463.3,457.8,15.3,22,17.6,17.6,17.7,12,13.2,3996,3922,3896,3888,3946,3929,3899,,,,,,sunny,12:32,18.89,,
11-jul-19,QUE,B,5,p3,461.4,457.9,18.7,20.9,24.9,19.5,27.3,12,13.2,3547,3507,3504,3507,3500,3546,,,,,,,sunny,12:35,19.44,,
11-jul-19,QUE,B,5,r,464.2,463,22.4,22.4,18.2,20,21.5,13,12,20,15,16,20,17,18,13,55.9,64,59.1,6.2,50.5,sunny,12:39,19.44,,
12-jul-19,ACJ,C,1,p,490.6,741.3,15.5,17,16.9,15.1,17.5,8.7,9.4,2565,2735,2937,3185,3995,3011,3871,,,,,,cloudy,9:51,13.33,,
12-jul-19,ACJ,C,1,r,495.2,495.7,17.1,15.7,15.7,14.2,14.1,8.8,9.5,4,5,4,5,4,2,2,100,100,100,75.4,100,cloudy,9:55,12.22,,
12-jul-19,ACJ,C,2,p,488.9,472.1,12.5,12.5,12.6,15,15,9.1,8.7,1681,1690,1710,1739,1770,1781,1827,,,,,,cloudy,10:04,15.00,,
12-jul-19,ACJ,C,2,r,496.1,500.1,13.4,13.3,13.7,13.7,12,9.1,8.7,7,6,9,7,8,7,9,100,100,84.8,100,74,cloudy,10:12,18.33,,
12-jul-19,ACJ,C,3,p,494.8,495.1,10.8,15.6,11.4,10.3,11.4,8.4,9.2,1261,1258,1294,1309,1332,1349,1338,,,,,,cloudy,10:51,10.00,,
12-jul-19,ACJ,C,3,p1,499.7,489.1,10.8,14.6,9.7,11.2,10.2,8.5,9.2,1339,1362,1363,1374,1384,1582,1607,,,,,,cloudy,10:55,9.44,,
12-jul-19,ACJ,C,3,p2,501.9,493.1,11.4,13.2,10.5,10.5,9.5,9.2,8.5,1204,1211,1206,1217,1183,1165,1130,,,,,,cloudy,10:58,10.00,,
12-jul-19,ACJ,C,3,p3,501.2,495.5,12,11.9,13.4,12.2,10.7,9.2,8.3,813,793,814,820,825,819,821,,,,,,cloudy,11:02,8.89,,
12-jul-19,ACJ,C,3,r,502.9,502.6,11.4,11.3,11.3,11.2,11.1,9.2,8.4,5,4,5,3,5,2,3,100,100,100,100,100,cloudy,11:06,8.89,,
12-jul-19,ACJ,C,4,p,492.4,486.5,11.4,11.4,17.1,15.2,12.7,9.6,7.4,1697,1687,1690,1667,1816,1752,1695,,,,,,cloudy,10:21,14.44,,
12-jul-19,ACJ,C,4,r,502.2,503.1,11.1,13.5,13,14.1,10,9.6,8.4,4,9,5,8,7,6,7,100,80.1,56,100,100,cloudy,10:25,13.33,,
12-jul-19,ACJ,C,5,p,490.6,481,14.1,11.4,10.3,10.3,10.3,9.8,9,1589,1575,1541,1554,1553,1595,1519,,,,,,cloudy,10:25,13.33,,
12-jul-19,ACJ,C,5,r,493.5,495.4,13.1,10.9,10.9,10.8,10.7,9.9,9,5,4,6,5,4,5,7,100,83.6,62.2,100,100,cloudy,10:42,10.56,,
13-jul-19,WAY,C,1,p,516.7,493.1,19.7,21.9,16.8,18,14.8,11.3,11.4,3512,3613,3359,3117,2779,2750,3160,,,,,,partly cloudy,9:14,17.78,,
13-jul-19,WAY,C,1,p1,512.3,491.4,15.8,18.4,13,13,16.2,11.3,11.5,2883,2791,2858,2944,3048,3100,3547,,,,,,partly cloudy,9:18,18.33,,
13-jul-19,WAY,C,1,p2,520,512.3,15.5,15.4,13.9,14.5,14,11.3,11.5,1582,1554,1448,1411,1374,1346,1452,,,,,,partly cloudy,9:22,15.00,,
13-jul-19,WAY,C,1,p3,511.1,503,14.9,16.9,10.9,10.9,16.7,11.7,11.4,1818,1953,2333,2420,2083,2105,1807,,,,,,partly cloudy,9:30,17.78,,
13-jul-19,WAY,C,1,r,515.7,519.6,12,12,9,9,7.8,11.5,11.3,7,5,6,7,4,6,5,72.4,59.6,70.9,37.2,54.2,partly cloudy,9:34,19.44,,
13-jul-19,WAY,C,2,p,518.9,496.8,20.1,14.3,16.3,12.8,11.5,10.8,10.1,4217,4231,4453,4429,4437,4426,4398,,,,,,partly cloudy,9:41,21.67,,
13-jul-19,WAY,C,2,p1,517.5,501.3,17.3,19.7,14.1,14.8,17.2,10.8,10.1,3696,3641,3645,3355,3645,3540,3566,,,,,,partly cloudy,9:44,21.11,,
13-jul-19,WAY,C,2,p2,536.1,514.8,18.2,16.4,14,14,18.5,10.2,10.8,3071,3101,3097,3129,3128,3128,3078,,,,,,partly cloudy,9:47,21.67,,
13-jul-19,WAY,C,2,p3,509.2,498.71,22.2,18.2,16.2,18.8,16.7,10.2,10.9,2808,2835,2845,2857,2864,2869,2878,,,,,,partly cloudy,9:50,21.67,,
13-jul-19,WAY,C,2,r,525.6,524.5,20.9,17.8,17.8,15.8,15.8,10.2,11.3,10,10,9,7,9,8,10,83.1,100,83.4,100,100,partly cloudy,9:54,20.00,,
13-jul-19,WAY,C,3,p,506.7,484.9,16.9,18.8,19.8,18.3,16.4,10.9,11.5,4264,4609,4686,4669,4644,4650,4651,,,,,,partly cloudy,10:01,21.67,,
13-jul-19,WAY,C,3,p1,513.9,490.1,21.8,18.9,18.9,22.6,19.4,11.5,10.9,4176,4198,4208,4194,4187,4162,4179,,,,,,partly cloudy,10:04,22.22,,
13-jul-19,WAY,C,3,p2,508.1,490.7,18,18,19.5,19.5,16.7,10.9,11.6,3552,3560,2558,3549,3523,3544,3539,,,,,,partly cloudy,10:07,22.22,,
13-jul-19,WAY,C,3,p3,506,492.4,20.3,20.3,18.4,26.6,21,11.4,11,3128,3124,3120,3128,3133,3134,3132,,,,,,partly cloudy,10:11,23.89,,
13-jul-19,WAY,C,3,r,504.7,511.3,20.5,20.6,20.6,20.8,18.2,11.8,11,13,12,10,11,14,13,10,79.8,52.5,63.2,51.9,71.3,partly cloudy,10:16,23.89,,
13-jul-19,WAY,C,4,p,508.5,497,23.1,17.6,24.6,20.6,19.9,13.3,13,3741,3755,4977,5247,5514,5666,,,,,,,partly cloudy,10:50,20.00,,
13-jul-19,WAY,C,4,r,505.6,509,25.1,22.4,20.6,20.6,22,13.1,13.4,7,6,7,5,6,5,6,100,80.9,82.4,78.8,100,partly cloudy,10:54,20.56,,
13-jul-19,WAY,C,5,p,505.5,490.8,27,27,25.2,31.3,22.6,11.4,12,4769,4847,4845,4862,4818,4819,4895,,,,,,partly cloudy,10:24,22.22,,
13-jul-19,WAY,C,5,p1,503.4,489.4,23,25.7,21.8,22.4,22.4,12.2,11.5,4365,4375,4351,4371,4335,4362,4295,,,,,,partly cloudy,10:27,20.00,,
13-jul-19,WAY,C,5,p2,512.8,498.2,23.1,19.8,15.8,26.2,15.9,11.5,12.3,3710,3690,3703,3676,3694,3601,3674,,,,,,partly cloudy,10:31,21.67,,
13-jul-19,WAY,C,5,p3,506.2,496.8,23.2,17.6,22.3,22.3,18.1,12.3,11.8,3020,3057,3071,3059,3011,3120,3113,,,,,,partly cloudy,10:34,20.00,,
13-jul-19,WAY,C,5,r,503.4,507.8,20.1,20.7,27.6,27.5,20.7,1.6,12.4,10,10,10,9,10,9,8,55.8,65.2,83,70.6,67.8,partly cloudy,10:39,21.67,,
13-jul-19,WAY,B,1,p,499.1,491.5,19.4,19.4,19.4,18,20.1,12.7,11.4,3901,3808,3502,3976,3842,3699,3750,,,,,,partly cloudy,11:39,20.56,,
13-jul-19,WAY,B,1,p1,503.4,490.4,23,19.2,21.3,21.2,22,12.1,11.3,3270,3266,3284,3294,3290,3316,3217,,,,,,partly cloudy,11:42,20.56,,
13-jul-19,WAY,B,1,p2,514.1,499,23.4,23.4,21.4,19.5,26.5,12.7,11.3,2974,3061,3025,2984,2945,2944,2945,,,,,,partly cloudy,11:47,21.67,,
13-jul-19,WAY,B,1,p3,506.2,493.2,21.4,18.7,18.7,16.1,16.1,12.1,11.3,2627,2649,2638,2627,2616,2602,2641,,,,,,partly cloudy,11:50,21.67,,
13-jul-19,WAY,B,1,r,509.5,517.5,20.6,18,20.4,16.6,18.7,11.3,12.8,4,5,6,4,6,5,4,79,71.2,100,75.4,78.8,partly cloudy,11:56,23.89,,
13-jul-19,WAY,B,2,p,513.1,495.7,22,19.5,18.9,16.6,20.7,14.1,12.6,4188,4198,4234,4221,4248,4399,4241,,,,,,partly cloudy,12:05,23.33,,
13-jul-19,WAY,B,2,p1,504.1,488.4,20.6,19,19.1,19.1,19.2,14.3,12.4,3739,3796,3772,3770,3784,3792,3809,,,,,,partly cloudy,12:12,21.67,,
13-jul-19,WAY,B,2,p2,503.5,496.8,19.6,19.6,19.4,13.6,14.9,14.4,12.7,3465,3461,3278,3409,3360,3344,3358,,,,,,partly cloudy,12:18,19.44,,
13-jul-19,WAY,B,2,p3,505.5,496.8,19.4,19.4,19.1,17.7,19.8,14.4,12.8,2593,1500,2090,2290,2032,2525,2720,,,,,,partly cloudy,12:21,20.00,,
13-jul-19,WAY,B,2,r,513.3,518.2,16.9,16.8,16.7,12.9,16.3,12.8,14.5,11,10,7,8,9,7,10,100,83,100,81.4,70.2,partly cloudy,12:26,19.44,,
13-jul-19,WAY,B,3,p,504.6,490.6,12.9,12.9,17.3,13.1,15.1,11.1,12.2,5323,5200,5124,3080,2360,4400,3700,,,,,,partly cloudy,12:34,20.00,,
13-jul-19,WAY,B,3,r,517.1,521.2,14,14,14.9,13.8,15,1.1,12.2,11,10,13,12,10,13,12,100,48.8,62.8,72.7,70,partly cloudy,12:39,16.67,,
13-jul-19,WAY,B,4,p,516.7,510.3,14.3,15.3,15.3,14.3,11,13.3,11.7,1982,1960,1933,1907,1887,1865,,,,,,,partly cloudy,12:54,17.22,,
13-jul-19,WAY,B,4,r,517.2,520,16.6,16.6,16.6,15.2,,15.2,11.7,13.4,16,12,11,15,14,12,100,83.6,100,100,83.4,partly cloudy,13:01,18.89,,
13-jul-19,WAY,B,5,p,506.5,489.2,20.6,17,24,16.5,22.5,15.4,14.6,3990,4070,4363,4626,6106,5577,5907,,,,,,partly cloudy,13:08,17.22,,
13-jul-19,WAY,B,5,r,510.4,513.2,20.4,14.3,19.8,22.2,16.5,15.5,14.6,4,5,4,6,7,11,8,54.2,67.2,82.2,50.6,52.2,partly cloudy,13:12,19.44,,
14-jul-19,TRE,B,1,p,480.2,462.8,15.9,15.9,12.9,12.8,12.6,9.2,8.7,3590,3587,3581,3578,3593,3584,3890,,,,,,partly cloudy,9:54,20.00,,
14-jul-19,TRE,B,1,p1,483.7,463.7,20.8,17.6,16.4,12.9,11.1,9.4,8.8,3511,3503,3532,3535,3540,3550,3562,,,,,,sunny,9:57,24.44,,
14-jul-19,TRE,B,1,p2,474.4,464.1,19.7,15.5,11.9,13.4,10,8.9,9.5,3231,3207,3216,3266,3190,3190,3176,,,,,,sunny,10:01,21.11,,
14-jul-19,TRE,B,1,p3,492.1,475.7,11.4,11.3,8.4,10.5,3.6,9.6,8.9,3234,3235,3244,3239,3244,3260,3264,,,,,,sunny,10:05,23.33,,
14-jul-19,TRE,B,1,r,489.8,490.4,7.7,7.8,5.1,5,4.8,9,9.7,2,1,2,3,2,1,3,83.1,84.7,100,100,100,partly cloudy,10:13,21.11,,
14-jul-19,TRE,B,3,p,511.4,506.1,11,11,11.1,11.1,14.2,9.8,9.1,1119,1172,1179,1184,1180,1188,1192,,,,,,cloudy,10:32,10.00,,
14-jul-19,TRE,B,3,r,489.3,494.3,10.8,10.7,11.5,11.3,11.3,9.2,9.9,7,10,8,7,9,9,8,68.4,82.6,72.6,72.7,68.3,cloudy,10:35,11.67,,
14-jul-19,TRE,B,4,p,488.3,482.7,13.8,13.8,12.9,12.8,15.5,11.7,9.9,1390,1404,1412,1417,1419,1430,1441,,,,,,cloudy,10:43,11.67,,
14-jul-19,TRE,B,4,r,485.5,487.7,12.8,12.7,12.6,12.6,10.9,10,11.8,7,6,7,5,4,6,7,73.4,65.2,80.8,65.4,100,cloudy,10:50,12.22,,
14-jul-19,TRE,B,5,p,487.3,480.9,9.7,12,10.9,10.8,13.6,11.6,10.3,1876,1721,1682,1637,1626,1622,1632,,,,,,cloudy,10:36,13.33,,
14-jul-19,TRE,B,5,r,498.1,499.9,13.2,13.2,13.1,13,13,10.4,11.7,5,4,5,3,4,7,5,54.7,65.8,61.7,74.1,69.8,cloudy,11:00,11.67,,
20-nov-19,ACJ,C,1,p,491,477,8.5,9.4,8.8,8.6,9.3,11,11.4,1105,1086,970,940,939,900,1000,,,,,,mist,12:16,55,,
20-nov-19,ACJ,C,1,r,494.2,494.1,10,8.5,7.5,8.8,8.8,11.5,11.2,4,3,4,2,1,4,3,100,100,100,100,100,mist,12:24,54,,
20-nov-19,ACJ,C,2,p,489.7,473.6,12.6,12.6,12.8,13.1,13.1,10,11.4,900,850,857,866,848,860,864,,,,,,fog,12:31,59,,
20-nov-19,ACJ,C,2,r,488,489.9,17.6,17.5,16.4,18.9,18,11.4,10,9,6,7,5,8,9,6,100,100,100,100,100,fog,12:35,56,,
20-nov-19,ACJ,C,3,p,491.1,480.1,18.6,20.7,20.3,19.5,18.9,12,11.5,3195,2711,2138,1181,,1114,1070,,,,,,fog,12:47,62,,
20-nov-19,ACJ,C,3,r,497.7,502.3,15.8,17.2,15.4,14.7,14.9,12,11.5,6,5,6,4,5,3,5,100,100,100,100,100,fog,12:30,55,,
20-nov-19,ACJ,C,4,p,506.9,493.1,11.7,11.9,12.1,12.7,12,12,11.1,1047,1035,1148,1200,1262,1858,2230,,,,,,cloudy,12:57,55,,
20-nov-19,ACJ,C,4,r,497.7,503.1,11.3,12.5,13.3,13.3,11.8,12,10.9,5,3,4,2,4,5,4,100,100,100,100,100,cloudy,13:03,56,,
20-nov-19,ACJ,C,5,p,497.1,436.1,12.8,13.6,14.2,12.7,14.9,13.1,11,2210,2510,2700,3188,3434,4110,3001,,,,,,mist,13:14,53,,
20-nov-19,ACJ,C,5,r,499.3,504.1,10.4,10.8,12.7,10.1,9.8,11,13.1,2,3,1,2,1,1,2,100,100,100,100,100,mist,13:18,61,,
21-nov-19,TRE,C,1,p,479.4,463,11.9,12.8,13.8,13,13.1,10.5,10.5,1997,1911,1851,1750,1660,1614,1567,,,,,,cloudy,9:32,58,,
21-nov-19,TRE,C,1,r,488.1,495.6,9.6,9.5,12.3,10.4,9.5,10.1,10.5,4,2,3,4,5,2,3,100,76.8,100,100,100,cloudy,9:35,,,
21-nov-19,TRE,C,2,p,481.9,464.1,10.6,11.1,11.9,11.6,11.7,10.1,10.4,2843,2774,2634,2462,2204,2216,2085,,,,,,cloudy,9:44,56,,
21-nov-19,TRE,C,2,r,488.2,496.1,11.8,11.4,12,10.9,11.2,10.4,10.2,1,2,1,3,2,1,2,100,100,100,100,83,cloudy,9:47,53,,
21-nov-19,TRE,C,3,p,472.7,440.1,17.4,19.8,21.3,17,18,11.2,10.8,3702,4359,7553,5155,4294,7440,7632,,,,,,"partly cloudy, cloudy",9:56,65,,
21-nov-19,TRE,C,3,r,482.3,491.1,19.8,13.8,14.2,16.5,16,11.2,10.8,5,4,5,3,4,5,4,100,100,70.2,82.4,100,"partly cloudy, cloudy",9:59,60,,
21-nov-19,TRE,C,4,p,475.3,464,22.3,20.5,24.5,19.5,16.7,10,10.1,3101,2935,3406,4106,4342,4326,4816,,,,,,"partly cloudy, cloudy",10:08,65,,
21-nov-19,TRE,C,4,r,477.7,485.5,17.1,17,14.7,13.3,13.2,10.2,10,5,4,5,3,5,4,3,100,100,100,100,100,"partly cloudy, cloudy",10:11,68,,
21-nov-19,TRE,C,5,p,489.8,470,12.7,14,12.7,16.2,13.3,11.1,10.4,2005,2166,2247,2439,2355,2230,2120,,,,,,cloudy,10:19,56,,
21-nov-19,TRE,C,5,r,493.2,492.2,12,15.3,15.8,13.6,14.4,11.1,10.4,6,7,5,6,4,5,6,100,100,100,62.4,100,cloudy,10:22,53,,
22-nov-19,QUE,B,1,p,464,435,14.8,14.5,16.8,14.2,17.7,11.2,9.9,4036,3900,3898,3877,3331,3816,3833,,,,,,"partly cloudy, cloudy",9:16,58,,
22-nov-19,QUE,B,1,r,479.1,473.4,17.6,17,19.7,12.1,15.4,11.5,10.1,9,8,7,9,6,8,7,47.6,65.6,68.9,74.5,79.4,"partly cloudy, cloudy",9:22,56,,
22-nov-19,QUE,B,2,p,466.9,,15.6,15.2,15,14.8,16.2,11.5,10,2545,3130,3237,3550,4277,3229,2940,,,,,,"partly cloudy, cloudy",9:29,57,,
22-nov-19,QUE,B,2,r,470,466,13.6,12.2,12.6,14.9,13.6,10.2,11.8,7,8,5,6,7,8,6,100,82.8,79.2,100,100,"partly cloudy, cloudy",9:34,53,,
22-nov-19,QUE,B,3,p,468.3,412,13.7,15.3,16.4,14.9,17.3,11.6,12.4,4700,5240,5566,5066,4469,4914,4527,,,,,,"partly cloudy, cloudy",9:49,52,,
22-nov-19,QUE,B,3,r,470,466.7,8.1,8.7,8.5,7.7,8.1,12.5,11.1,18,16,11,8,15,16,10,100,100,100,100,100,"cloudy, strong windy",9:54,50,,
22-nov-19,QUE,B,4,p,486.1,485.4,10.1,10.7,9.3,9.8,9.9,10.8,10.3,672,684,771,772,800,865,1025,,,,,,"cloudy, strong windy",12:57,45,,
22-nov-19,QUE,B,4,r,482.9,483.7,10.1,9.8,9.9,10.7,10.6,10.8,10,2,4,3,5,3,4,5,100,100,100,100,100,"cloudy, strong windy",13:00,45,,
22-nov-19,QUE,B,5,p,483.7,464.2,11,10.5,10.8,12.2,11.9,12.1,12.1,1156,1228,1264,1274,1219,1137,1092,,,,,,"cloudy, strong windy",13:06,47,,
22-nov-19,QUE,B,5,r,482.3,484.3,11.7,10.5,8.8,9.7,9.5,12.1,12.1,15,6,18,17,16,15,14,100,79.2,100,83.4,73.2,"cloudy, strong windy",13:08,47,,
23-nov-19,ACJ,NB,1,p,504.7,499.1,13.5,13.7,13.5,14.5,13.2,12,13.1,1452,1393,1402,1517,1691,1722,1617,,,,,,cloudy,9:40,51,,
23-nov-19,ACJ,NB,1,r,504,516.2,11.7,11.3,11.4,11.3,11.2,12,13.1,0,4,3,2,1,0,1,100,100,77.2,100,100,cloudy,9:43,53,,
23-nov-19,ACJ,NB,2,p,514.5,513.3,11.5,12.6,12.3,11.6,12.5,12,13,990,1012,1009,1000,976,960,916,,,,,,cloudy,9:55,50,,
23-nov-19,ACJ,NB,2,r,509.1,516.1,11.7,12.5,11.7,12,11.8,13,12.8,4,3,5,3,4,3,2,100,100,100,100,100,cloudy,9:58,50,,
23-nov-19,ACJ,NB,3,p,508.2,501.4,12.8,12.8,12.7,12.8,12.8,13.7,13,1414,1638,1626,1596,1441,1360,1312,,,,,,cloudy,10:08,52,,
23-nov-19,ACJ,NB,3,r,505,514,12,12.3,12.5,14.1,12.8,13.7,13,2,1,0,1,0,2,0,100,100,100,100,100,cloudy,10:11,53,,
23-nov-19,ACJ,NB,4,p,532.4,516.2,13.4,14.6,14.6,14.4,14.4,13.1,12.4,1659,1745,1741,2015,2149,2268,2370,,,,,,cloudy,10:20,55,,
23-nov-19,ACJ,NB,4,r,500.1,507,14.2,13.3,13.8,13.5,13,13.1,12.4,4,2,7,5,6,4,5,100,100,79.6,100,100,cloudy,10:25,59,,
23-nov-19,ACJ,NB,5,p,510.6,506.1,10.8,10.8,10.2,9.9,9.6,12.5,11.9,702,864,914,934,929,955,966,,,,,,cloudy,10:38,49,,
23-nov-19,ACJ,NB,5,r,519.3,527.6,10.2,9.5,9.3,9.4,9.2,11.9,12.5,5,4,6,5,4,5,5,100,100,100,100,100,cloudy,10:41,50,,
23-nov-19,ACJ,B,1,p,538.7,519.8,14.4,14.2,12.2,12.3,12,11.7,11.4,1680,1836,1987,2343,2446,2514,2747,,,,,,cloudy,11:11,50,,
23-nov-19,ACJ,B,1,r,537,551.2,13,12.7,10.4,10.5,10.5,11.9,11.6,7,5,8,7,6,4,7,100,100,100,100,100,cloudy,11:14,52,,
23-nov-19,ACJ,B,2,p,499.5,495.5,12.1,11.8,11.9,11.8,11.1,11.9,11.3,1930,1936,1839,1611,1542,1472,1442,,,,,,"cloudy, fog",11:33,,,
23-nov-19,ACJ,B,2,r,503.6,510.3,12,12.5,11.5,10.9,10.3,11.3,11.8,2,1,2,0,2,1,0,100,100,100,100,100,"cloudy, fog",11:30,53,,
23-nov-19,ACJ,B,3,p,510.5,504.7,10.5,9.8,10.6,11.5,9.5,11.3,11.3,858,884,919,948,1120,1540,1551,,,,,,"cloudy, fog",11:38,,,
23-nov-19,ACJ,B,3,r,509.7,513,10.6,10.5,10.6,10.5,10,11.4,11.3,5,4,5,2,4,5,1,100,100,100,100,100,"cloudy,fog",11:41,,,
23-nov-19,ACJ,B,4,p,496.7,492.1,11.5,11.1,9.9,9.7,8.7,11.3,11.4,2145,1902,1974,1945,2026,2187,2200,,,,,,cloudy,11:47,54,,
23-nov-19,ACJ,B,4,r,503.4,507.4,10.5,9.6,9.6,8.8,8.5,11.4,11.3,4,5,4,3,1,4,2,100,100,100,100,100,cloudy,11:53,,,
23-nov-19,ACJ,B,5,p,502.9,598.4,10.8,11.2,8.9,8.9,10.7,11.7,11.9,1827,1802,1761,1788,1760,1703,1640,100,100,100,100,100,cloudy,12:00,50,,
23-nov-19,ACJ,B,5,r,505.1,510.2,9.3,8.3,8.5,8,8.5,11.7,11.9,5,4,5,4,5,4,5,100,100,100,100,100,cloudy,12:00,50,,
24-nov-19,TRE,B,1,p,500,588.7,14.1,12.7,12.4,13.9,15.1,10.2,9.9,2371,2377,2262,2257,2459,2461,2370,,,,,,cloudy,9:28,57,,
24-nov-19,TRE,B,1,r,496.8,500.9,13.3,10.8,13.5,13.2,13.5,10.4,9.9,2,1,0,2,1,0,2,100,100,100,100,100,cloudy,9:35,58,,
24-nov-19,TRE,B,2,p,487.9,478.4,13.8,13.1,13.8,14,13.9,10.2,10.4,2476,2541,2506,2499,2506,2502,2500,,,,,,cloudy,9:42,60,,
24-nov-19,TRE,B,2,r,502.8,506.1,14.3,14.1,13.6,12.1,14.9,10.5,10.3,5,3,4,2,4,5,3,100,100,100,100,100,cloudy,9:46,61,,
24-nov-19,TRE,B,3,p,507.8,493.3,12.4,12.1,11.8,11.8,11.6,11.5,10.5,1981,1966,1843,1857,1874,1844,1707,,,,,,cloudy,9:52,56,,
24-nov-19,TRE,B,3,r,508.2,512.6,11.3,11.2,11.3,11.6,10.2,10.6,10.6,3,2,3,2,3,2,1,100,100,100,100,100,cloudy,9:56,52,,
24-nov-19,TRE,B,4,p,505.1,497.7,10.3,9.3,10,9.6,10.6,10.6,10.6,1279,1338,1345,1387,1406,1427,1451,,,,,,cloudy,10:03,51,,
24-nov-19,TRE,B,4,r,515.2,520.7,9.3,8.9,8.6,9.4,8.4,11.2,11.3,5,3,4,3,2,3,2,100,100,100,100,100,cloudy,10:06,53,,
24-nov-19,TRE,B,5,p,501.4,493.6,8.9,9.1,8,8.2,7.8,12,11.2,1902,1886,1872,1864,1852,1841,1891,,,,,,cloudy,10:13,54,,
24-nov-19,TRE,B,5,r,497.4,503.2,7.9,7.9,7.4,7.5,7.6,11.2,12,5,4,5,3,2,4,5,79.6,100,100,100,100,cloudy,10:16,54,,
25-nov-19,PIL,C,1,p,469.1,453.7,28.3,27.6,27.7,24.6,26.2,10.7,9.4,5596,5581,5570,4550,5420,5452,5412,,,,,,sunny,9:12,78,,
25-nov-19,PIL,C,1,r,480.2,483.2,27.4,25.9,24.1,20.8,20.5,9.4,10.7,5,4,3,4,5,3,2,100,100,100,100,100,sunny,9:15,78,,
25-nov-19,PIL,C,2,p,471.2,450,25.1,22.4,22.3,23,23,10.2,10.6,6281,5406,6061,6313,5691,6190,6900,,,,,,sunny,9:20,80,,
25-nov-19,PIL,C,2,r,483.9,491.4,9.2,10.4,12.1,9.1,13,10.4,10.7,6,4,5,3,5,6,4,100,100,100,100,100,sunny,9:39,53,,
25-nov-19,PIL,C,3,p,491.3,485.8,12.1,10.2,11,9.8,11.5,10.6,10.8,2221,2078,2078,1937,1878,1852,1820,,,,,,"partly cloudy, cloudy",9:47,59,,
25-nov-19,PIL,C,3,r,494.2,496.5,13.6,11,13.6,13.9,13,10.5,10.8,5,3,4,2,4,5,3,100,100,100,100,100,"partly cloudy, cloudy",9:50,53,,
25-nov-19,PIL,C,4,p,478.1,474.2,15.1,14.4,14.6,13.6,14.1,11.9,10.6,2148,2170,2150,2219,2221,2101,2052,,,,,,"partly cloudy, cloudy",9:57,61,,
25-nov-19,PIL,C,4,r,481.8,485.1,14.6,14.8,14.5,14.1,13.5,12,10.6,3,2,3,1,4,3,2,100,100,100,100,100,"partly cloudy, cloudy",10:00,57,,
25-nov-19,PIL,C,5,p,481.2,477.3,14.3,13.3,13.6,13.4,13.7,10.2,11.2,1548,1509,1536,1580,1534,1529,1512,,,,,,cloudy,10:06,59,,
25-nov-19,PIL,C,5,r,487.2,490,13.4,11.9,11.3,11.7,9.5,11.2,10.2,5,4,5,3,4,3,5,100,100,100,100,100,cloudy,10:09,54,,
25-nov-19,PIL,B,1,p,474.3,451.8,14.2,14.4,13.1,14,14.4,12.7,10.7,5292,5691,5490,5756,8567,8600,6188,,,,,,sunny,10:20,70,,
25-nov-19,PIL,B,1,r,479.1,485.7,12.4,11.7,13.1,11.6,11.1,12.7,10.8,5,4,5,3,4,2,3,100,100,100,100,100,"partly cloudy, cloudy",,65,,
25-nov-19,PIL,B,2,p,482.5,477.6,11.9,12.1,11.4,10.9,11,9.7,11.9,1752,1712,1681,1687,1678,1681,1671,,,,,,cloudy,10:28,62,,
25-nov-19,PIL,B,2,r,484.5,489.6,10.3,11.7,9.7,9.8,11.7,9.7,11.9,7,5,6,4,7,5,6,100,100,100,100,100,cloudy,10:31,57,,
25-nov-19,PIL,B,3,p,479.2,,11.9,10.5,11.9,10.9,11.9,11.2,11.7,2007,2100,2129,2101,2072,2112,2150,,,,,,cloudy,10:39,58,,
25-nov-19,PIL,B,3,r,485.2,488.7,12.9,12.6,13.1,12.2,12.6,11.3,11.7,11,10,11,8,9,10,11,100,100,100,100,100,cloudy,10:42,58,,
25-nov-19,PIL,B,4,p,486.6,487,7.7,8.7,8.3,7.8,8.3,12.5,12,718,720,719,725,726,730,737,,,,,,cloudy,11:06,50,,
25-nov-19,PIL,B,4,r,489.2,493.5,10.2,9.2,10.7,9.7,9.7,13,12.5,5,4,3,5,4,3,4,100,100,100,100,100,cloudy,10:55,53,,
25-nov-19,PIL,B,5,p,482.5,474.5,11.9,11.3,11.3,12.1,10.3,11.3,12,2255,2266,2331,2315,2315,2269,,,,,,,cloudy,11:41,53,,
