Date,Site,Treatment,Plot,Flux_type,CO2_start,CO2_finish,Veg_temp_1,Veg_temp_2,Veg_temp_3,Veg_temp_4,Veg_temp_5,Soil_tem_1,Soil_tem_2,PAR_1,PAR_2,PAR_3,PAR_4,PAR_5,PAR_6,PAR_7,Moist_1,Moist_2,Moist_3,Moist_4,Moist_5,Weather,Time,Amb_tem_C,Obs,
11-Apr-19,WAY,B,4,p3,499.2,490,25,23.6,22.5,22.1,20.9,12.8,12.9,3775,3655,3684,3470,3688,3754,3742,,,,,,partly cloudy,11:57,,,
11-Apr-19,WAY,B,4,r,505.3,508.4,21.1,23.6,19.1,17.8,13.5,16.6,13.6,7,8,10,7,1,4,4,100,100,100,100,100,partly cloudy,12:02,,,
11-Apr-19,WAY,B,5,p,504.2,489.2,31.5,24.1,19.7,21.4,18,16.6,16.7,5808,5707,5839,5671,5648,5812,,,,,,,sunny,12:34,,,
11-Apr-19,WAY,B,5,p1,503.5,498,21.3,18.4,30,30.7,20.5,16.5,16.5,4977,5000,4940,4275,5073,4924,4977,,,,,,sunny,12:37,,,
11-Apr-19,WAY,B,5,p2,500.1,490.3,23.4,23.4,22,31.6,25.4,14.9,14.6,4329,4335,4319,4352,4336,4332,4318,,,,,,sunny,12:40,,,
11-Apr-19,WAY,B,5,p3,508.2,496.9,20.4,20,20,27.3,19.9,14.2,16.3,3821,3819,3806,3804,3809,3796,3785,,,,,,sunny,12:43,,,
11-Apr-19,WAY,B,5,r,511.4,515.8,20,20.4,19.7,23.6,22.6,16.7,16.3,4,5,4,6,7,4,5,58.6,63.6,58.8,100,71.6,sunny,12:47,,,
12-Apr-19,WAY,C,1,p,518.4,512.8,11.3,12.7,12.3,10.7,9.4,16.8,16,1309,1323,1354,1376,1371,1342,1312,,,,,,cloudy,12:36,,,
12-Apr-19,WAY,C,1,p1,526.6,522.5,10.6,12.8,11,9.3,9,16,16.8,1205,1254,1280,1286,1258,1228,1229,,,,,,cloudy,12:38,,,
12-Apr-19,WAY,C,1,p2,518,516.8,12.1,10.2,10.5,9.5,10.5,12.1,10.2,972,905,992,1001,1010,1075,1007,,,,,,cloudy,12:41,,,
12-Apr-19,WAY,C,1,p3,514.9,518.5,11.2,10.9,9.5,8.1,10.3,16,16.8,902,909,899,877,876,878,888,,,,,,cloudy,12:44,,,
12-Apr-19,WAY,C,1,r,519,528.6,16,16.8,10.6,9.8,11.6,9.6,10.3,6,7,6,5,4,7,6,79.5,82,100,100,100,cloudy,12:17,,,
12-Apr-19,WAY,C,2,p,524,519.6,11.1,11.8,10.4,11.8,10.8,15.9,16,1175,1200,1231,1263,1274,1294,1302,,,,,,fog,12:55,,,
12-Apr-19,WAY,C,2,p1,522.2,521.5,12.5,11.1,11.8,11.9,11,16,15.7,1220,1216,1207,1189,1175,1167,1165,,,,,,fog,12:58,,,
12-Apr-19,WAY,C,2,p2,527.8,524.7,12.4,11.9,12,13.4,13.2,15.8,16,1109,1123,1150,1159,1175,1192,1203,,,,,,fog,13:01,,,
12-Apr-19,WAY,C,2,p3,518.3,516,12.8,13.1,12.3,12.4,13.3,15.4,16,1206,1209,1203,1184,1156,1148,1139,,,,,,fog,13:04,,,
12-Apr-19,WAY,C,2,r,514,523,13.9,12.5,11.7,11.7,14,16,15.5,3,4,3,4,4,4,2,100,100,100,100,100,fog,13:07,,,
12-Apr-19,WAY,C,3,p,530,524.9,11.7,11.9,10.8,11.9,11.7,15.9,13.9,1443,1471,1496,1504,1521,1537,1641,,,,,,cloudy,13:13,,,
12-Apr-19,WAY,C,3,p1,509.1,502.8,14.2,13.8,12.4,12.6,12.6,13.9,15.6,1776,1852,1886,1829,1841,1845,1846,,,,,,cloudy,13:16,,,
12-Apr-19,WAY,C,3,p2,521.3,514.2,11.7,12.1,12.2,11.5,12.5,13.9,15.9,1386,1380,1378,1375,1384,1390,1407,,,,,,cloudy,13:23,,,
12-Apr-19,WAY,C,3,p3,516,518,13.1,12.6,10.8,12.4,12.7,,,1062,1059,1052,1050,1046,1031,1060,,,,,,cloudy,13:26,,,
12-Apr-19,WAY,C,3,r,518,428.4,10.6,10.7,10,9.5,10.2,13.4,15.9,3,4,2,2,1,3,3,100,82.4,100,76.4,100,cloudy,13:33,,,
12-Apr-19,WAY,C,4,p,528.8,523.8,11.2,10.7,10.6,10,11.9,16.8,17.9,1107,1087,1117,1144,1153,1147,1182,,,,,,fog,13:41,,,
12-Apr-19,WAY,C,4,p1,524,517.5,10.4,10.6,10,10.8,11.3,17.8,16.3,1319,13009,1310,1314,1326,1374,1404,,,,,,fog,13:44,,,
12-Apr-19,WAY,C,4,p2,518.5,512.2,12.5,10.3,10.8,12.7,12,16.3,17.8,1298,1300,1292,1303,1310,1327,1322,,,,,,fog,13:47,,,
12-Apr-19,WAY,C,4,p3,514,510.7,14.6,13.1,11.4,11.6,11.6,16.3,17.8,1215,1214,1215,1203,1142,1126,1092,,,,,,fog,13:50,,,
12-Apr-19,WAY,C,4,r,517.3,522.2,11.4,10.7,10.3,10.5,10.6,16.3,17.8,3,2,3,2,1,0,1,100,100,100,100,100,fog,13:53,,,
12-Apr-19,WAY,C,5,p,522.4,519.1,10.5,10.1,10.3,10.6,11.1,15.4,15.1,1097,1095,1102,1110,1118,1124,1114,,,,,,cloudy,14:01,,,
12-Apr-19,WAY,C,5,p1,510,509,9.3,9.1,9.2,9.8,9.7,15.1,15.9,887,885,907,908,909,912,911,,,,,,cloudy,14:04,,,
12-Apr-19,WAY,C,5,p2,510,511.1,10,9.8,9.1,9.4,9.7,15.4,15.1,822,835,837,838,843,835,831,,,,,,cloudy,14:07,,,
12-Apr-19,WAY,C,5,p3,513,513,9.4,9.5,8.9,9.4,7.9,15.4,15.1,666,671,673,679,682,680,754,,,,,,cloudy,14:14,,,
12-Apr-19,WAY,C,5,r,514.9,520.1,9.1,8.8,8.8,8.9,9.5,15.1,15.4,4,3,2,3,10,10,7,84.2,78.8,100,78.9,100,cloudy,14:17,,,
13-Apr-19,TRE,B,1,p,482,470,15.9,15.1,15.5,15.5,15.4,15.9,12.9,3817,3217,3316,3046,2727,2640,2425,,,,,,fog,10:28,,,
13-Apr-19,TRE,B,1,p1,484,479.6,10.9,9.4,9.7,9.8,9.6,14.4,15.9,1365,1368,1357,1361,1362,1363,1360,,,,,,fog,11:04,,,
13-Apr-19,TRE,B,1,p2,487.9,484.3,9.8,8.9,9.4,9.4,9.3,14.4,15.9,1124,1120,1116,1113,1112,1110,1107,,,,,,fog,11:07,,,
13-Apr-19,TRE,B,1,p3,486,482.3,8,7.9,7.9,8.7,7.4,14.4,15.8,998,1006,1000,1003,996,1005,1002,,,,,,fog,11:10,,,
13-Apr-19,TRE,B,1,r,490,491.5,8.8,8,8.9,9.3,5.3,14.3,15.8,6,4,7,4,5,7,6,100,100,100,100,100,fog,11:15,,,
13-Apr-19,TRE,B,2,p,482,475.6,12.2,12.4,11.7,12.9,11.9,15.8,15.5,1532,1552,1580,1896,1577,1552,1500,,,,,,mist,13:13,,,
13-Apr-19,TRE,B,2,r,486.2,488.2,10.3,11.2,12.9,10.5,10,15.8,15.5,0,1,0,2,1,1,3,100,100,100,100,100,mist,13:16,,,
13-Apr-19,TRE,B,3,p,481,474.4,10.3,9.2,9.4,8.6,8.5,14.6,14.1,1059,1063,1052,1096,1111,1112,1133,,,,,,fog,13:22,,,
13-Apr-19,TRE,B,3,r,498,504.6,9.7,8,9,9.5,8.7,14.5,14.1,2,1,2,1,0,1,2,100,100,100,100,100,fog,13:29,,,
13-Apr-19,TRE,B,4,p,504,492.1,8.3,7.8,8.9,8.2,8.9,13.6,14.1,950,930,953,967,970,969,967,,,,,,fog,13:36,,,
13-Apr-19,TRE,B,4,r,495,500,8.8,8.3,8.9,8.6,9,13.6,14.1,1,0,1,2,1,1,2,100,100,100,100,100,fog,13:40,,,
13-Apr-19,TRE,B,5,p,478.8,460,8.9,10,9.8,9.2,9.6,14.2,14.7,722,724,723,750,720,728,719,,,,,,fog,13:52,,,
13-Apr-19,TRE,B,5,r,507,500,7.9,9.9,9.3,8.2,8.7,14.3,14.6,1,1,2,1,1,1,2,74.1,81.2,77.6,100,100,fog,13:57,,,
15-Apr-19,OCC,C,1,p,447.9,433.4,13.4,17.1,18.6,15,13.2,11.8,11.9,5322,5478,5514,5090,5511,5487,5299,,,,,,"sunny, strong wind",11:21,,,
15-Apr-19,OCC,C,1,p1,450.7,443.7,23.2,16.1,18.9,14.5,11.4,11.9,12,1343,5532,4326,4004,4160,4298,5019,,,,,,partly cloudy,11:25,,,
15-Apr-19,OCC,C,1,p2,443.5,438.2,14.2,25.7,16.2,21.4,14.1,12.1,11.2,4175,4224,4231,4195,4189,4224,4203,,,,,,sunny,11:31,,,
15-Apr-19,OCC,C,1,p3,443.2,436.1,,,,,,11.3,13.1,3718,3688,3700,3702,3681,3648,3618,,,,,,sunny,11:35,,,stop to person local
15-Apr-19,OCC,C,1,r,445.8,450.7,9.3,17.3,8.9,19,8.1,11.1,12.4,14,14,13,14,15,14,15,41.6,38.4,39.2,34.4,30.4,sunny,11:40,,,
15-Apr-19,OCC,C,2,p,442.1,430.7,13.4,16,15.7,11.5,12.4,12.3,10.3,3668,3623,3618,3556,3714,3610,3601,,,,,,sunny and wind,11:59,,,
15-Apr-19,OCC,C,2,p1,442.5,437.4,11.3,14.4,12.6,11,10.5,10.6,12.2,3130,2044,3717,4374,4100,1239,,,,,,,partly cloudy and cloudy,12:10,,,
15-Apr-19,OCC,C,2,p2,452.1,438.2,10.7,15.8,17,12.8,11.4,12.3,10.4,3292,3307,3290,3204,3200,3422,3554,,,,,,sunny,12:02,,,
15-Apr-19,OCC,C,2,p3,442,436.3,14.5,19.4,19.5,14.6,17.4,12.2,10.6,2907,2916,2919,2937,2911,,,,,,,,sunny,12:05,,,
15-Apr-19,OCC,C,2,r,458,456,12.7,17.4,16.9,12.9,15.9,12.1,10.7,26,21,20,17,19,20,19,34,38.8,41.1,42.2,35.2,sunny,12:17,,,
15-Apr-19,OCC,C,3,p,445,436,13.6,22.4,20.8,15.9,10.3,13.7,13.5,5705,5052,6000,5939,5941,5012,5710,,,,,,sunny,12:27,,,
15-Apr-19,OCC,C,3,p1,438,431,17,21.7,20.3,16.6,21.9,13.7,13.8,5263,5189,5203,5124,5116,5100,4928,,,,,,sunny and partly cloudy,12:32,,,
15-Apr-19,OCC,C,3,p2,457.9,448.4,15.9,22.8,14.9,16.9,18,12.9,13.8,4329,4365,4344,4340,4317,4429,4381,,,,,,sunny,12:34,,,
15-Apr-19,OCC,C,3,p3,441,436,17,22.7,18.3,15,10.9,13.8,13,4701,4377,4358,4322,4295,4235,4203,,,,,,sunny,12:40,,,
15-Apr-19,OCC,C,3,r,439,449,15.3,21.5,18.3,13.8,22,13.8,13.1,7,8,6,7,8,6,5,26.6,32.4,54.4,32.6,45.5,partly cloudy,12:44,,,
15-Apr-19,OCC,C,4,p,450,437.7,23.9,18.1,14.7,27,23.9,12.6,12.8,5360,5260,5650,5881,5305,5874,5960,,,,,,sunny,12:53,,,
15-Apr-19,OCC,C,4,p1,433.8,429.8,13.9,13.9,21.7,20.4,20.6,12.9,13.3,4512,4503,4639,4599,4629,,,,,,,,sunny,12:57,,,
15-Apr-19,OCC,C,4,p2,436.5,432,15.1,26.1,20.2,12.4,26,13.4,13,3990,4039,3896,4075,4000,4112,3995,,,,,,sunny,,,,
15-Apr-19,OCC,C,4,p3,435,435.3,18.4,22.3,20.3,20.3,19.3,13.1,13.5,3452,3314,3277,3296,3224,3231,3200,,,,,,sunny,13:19,,,
15-Apr-19,OCC,C,4,r,450,451.7,15.3,13.4,19.6,16,12.4,13.2,15,13,7,4,7,8,6,7,53.8,59,57.7,57.8,65,sunny,13:22,,,
15-Apr-19,OCC,C,5,p,456.2,445.7,14.4,22.3,21.4,15.8,18.9,16.1,15,4632,4930,4779,4756,4674,4246,4559,,,,,,sunny,13:29,,,
15-Apr-19,OCC,C,5,p1,440,436.8,15.4,22.5,22.1,16.7,18,16.2,15.1,4000,4001,4301,4319,4350,4336,4429,,,,,,sunny,13:32,,,
15-Apr-19,OCC,C,5,p2,451,448,14.2,22.4,15.6,15,20.5,16.3,15.1,3418,3524,2574,2557,2610,2677,32,,,,,,partly cloudy,13:37,,,
15-Apr-19,OCC,C,5,p3,449.4,440,16.9,22.6,18.3,15.8,20.8,15.1,14.9,3195,3212,3215,3207,3161,3153,3100,,,,,,sunny,13:39,,,
15-Apr-19,OCC,C,5,r,434,451.2,17,20.8,21,16,15.8,15.1,14.1,7,6,5,7,5,16,9,66.1,60.2,65.8,59.9,59.5,sunny,13:43,,,
7-jul-19,ACJ,B,1,p,491.5,408.7,12.4,11.6,11.7,10.5,10.7,10,10.2,2625,2500,2250,2201,2132,2171,,,,,,,cloudy and windy,11:08,16.67,,
7-jul-19,ACJ,B,1,r,506.2,500.1,12.1,11.9,10.3,10.6,9.3,10.4,9.8,31,29,25,29,31,33,34,100,100,100,100,100,cloudy,11:13,18.33,,
7-jul-19,ACJ,B,2,p,498.1,441,9.1,8.8,7.9,8.6,6.6,9.8,10.3,2132,2136,2124,2099,2163,2252,2254,,,,,,cloudy - mist,11:22,16.11,,
7-jul-19,ACJ,B,2,r,502.4,501.4,6.1,7.5,7.1,7.4,5.1,9.8,9.8,3,5,4,4,2,4,4,100,100,100,100,100,cloudy,11:28,13.89,,
7-jul-19,ACJ,B,3,p,500,463.1,9,9.8,9.3,8,6.7,10.2,10.1,1542,1544,1597,1616,1660,1729,1811,,,,,,cloudy and windy,11:39,13.33,,
7-jul-19,ACJ,B,3,r,502.7,496.6,8.6,9.1,7.2,7.4,5.4,10.4,10.2,7,4,7,7,8,8,6,100,100,100,100,100,cloudy,11:42,11.67,,
7-jul-19,ACJ,B,4,p,489.5,426.2,7.7,7.3,6.9,6.8,6.1,10.4,10.1,1594,1600,1599,1503,1577,1562,1519,,,,,,cloudy and windy,11:49,12.78,,
7-jul-19,ACJ,B,4,r,500,498.7,6.9,6.7,6.5,5.7,4.9,10.1,10.2,8,7,6,7,8,9,6,100,100,100,100,100,cloudy,11:43,11.11,,
7-jul-19,ACJ,B,5,p,490,435.7,6.8,6.9,5.8,6.8,5.9,10.5,9.9,1013,1019,1000,992,995,992,1000,,,,,,cloudy,12:04,8.33,,
7-jul-19,ACJ,B,5,r,485.5,466.5,6.5,6.7,5.9,6.2,5.2,10.5,10.3,7,5,7,5,6,7,5,100,100,100,100,100,cloudy,12:10,8.33,,
8-jul-19,TRE,C,1,p,488.8,369,10.4,10.9,9.3,11.3,9.8,8.5,7.8,1469,1506,1564,1610,1665,1674,1681,,,,,,cloudy,10:16,11.67,,
8-jul-19,TRE,C,1,r,496,499.6,10.1,10.5,9.5,9.4,9.8,8.5,7.8,1,0,1,1,1,2,1,100,100,100,68.9,77.8,cloudy,10:20,13.33,,
8-jul-19,TRE,C,2,p,494.1,491.7,8.7,8.1,5.9,5.4,5.9,7.6,8.8,2123,2127,1209,1202,1199,1200,,,,,,,cloudy,10:28,10.00,,
8-jul-19,TRE,C,2,r,496.3,502.4,7.8,8.5,6.7,5.5,6.8,7.7,8.9,5,3,4,5,4,4,2,83.2,100,100,100,100,cloudy,10:32,8.33,,
8-jul-19,TRE,C,3,p,500,48.3,5.5,4.7,4.7,5.4,6.8,8.7,9.1,1227,1234,1245,1252,1245,1241,1222,,,,,,cloudy,10:40,7.78,,
8-jul-19,TRE,C,3,r,502.8,504.1,4.4,2.2,3.6,6.3,6.3,8.7,9.1,4,3,4,2,3,4,3,79.7,80.4,68.7,92,67,cloudy,10:43,7.22,,
8-jul-19,TRE,C,4,p,494.4,485.2,9.3,11,8.8,8.9,8.9,8.3,7.9,1790,1723,1738,1746,1749,1557,1749,,,,,,cloudy,11:14,10.00,,
8-jul-19,TRE,C,4,r,494,498.9,19.4,11.9,9.6,8.5,11.5,4,3,4,2,4,3,2,4,3,100,100,100,100,100,cloudy,11:18,11.11,,
8-jul-19,TRE,C,5,p,498.3,472.1,10.3,10.1,10.3,12.8,8.2,9.1,8.4,1355,1360,1363,1362,1367,1371,1381,,,,,,cloudy,11:00,6.67,,
8-jul-19,TRE,C,5,r,502.6,502.2,10.7,10.7,8.7,12,9.7,9.1,8.4,6,5,6,4,4,6,3,100,100,53.8,55.8,84.6,cloudy,11:04,7.78,,
9-jul-19,PIL,C,1,p,486,478.2,13.4,14.8,14.6,14.6,16.3,7.4,8,1830,1800,1601,1568,1537,1521,1534,,,,,,partly cloudy,9:18,18.33,,
9-jul-19,PIL,C,1,r,490,493.5,19.2,17.3,17.2,17.6,13.2,8,7.4,10,7,8,6,9,10,8,100,100,84.9,100,100,partly cloudy,9:22,20.00,,
9-jul-19,PIL,C,2,p,488,474.4,12,14.5,14.5,12.9,14.2,7.2,7.8,2214,2221,2412,2396,2126,2033,2014,,,,,,partly cloudy,9:30,15.56,,
9-jul-19,PIL,C,2,r,488.1,490.5,11.6,12.9,12.9,14,12.3,7.2,7.2,7,6,5,7,5,6,7,74.2,68.6,67.6,78.2,75.4,partly cloudy,9:34,13.33,,
9-jul-19,PIL,C,3,p,491.1,477.9,12.6,12.5,12.6,12.6,10.7,8.6,7.4,2190,2193,2200,2277,2311,2354,,,,,,,cloudy,9:41,13.89,,
9-jul-19,PIL,C,3,r,502.7,502.4,11.8,11.8,11.8,11.8,10.5,7.7,7.3,8,7,8,6,5,7,6,100,100,100,100,100,cloudy,9:45,13.89,,
9-jul-19,PIL,C,4,p,485.5,471.6,12.8,12.8,14.1,11,13.7,8.2,9.4,2783,2900,2050,2019,2915,2898,2894,,,,,,cloudy,9:53,12.22,,
9-jul-19,PIL,C,4,r,485.1,487.2,13.5,11.9,11.9,11.9,13.3,9.4,8.2,11,8,10,9,8,11,10,100,100,100,76,84,cloudy,9:57,12.78,,
9-jul-19,PIL,C,5,p,480,463.1,11.1,12.2,10.3,9.1,9,8.1,9,3470,3559,3290,3122,3829,4104,3510,,,,,,cloudy,10:05,17.78,,
9-jul-19,PIL,C,5,r,484.2,483.9,7.6,7.6,7.6,7.5,8.7,8,8.1,10,8,10,7,9,8,10,100,82.8,73.7,100,70.5,cloudy,10:11,13.33,,
9-jul-19,PIL,B,1,p,486,471.7,16.1,12.8,16.1,16.1,16.1,9.3,6.6,2881,2980,2882,2977,2704,2800,,,,,,,cloudy,10:29,18.33,,
9-jul-19,PIL,B,1,r,485.2,485.5,15.3,15.2,15.2,15.9,15.9,6.8,9.3,10,8,10,8,9,9,10,100,100,100,100,100,cloudy,10:33,18.33,,
9-jul-19,PIL,B,2,p,474.3,454,16.5,15,23,13.6,16.8,8,8.2,4488,4589,4281,4346,4460,4798,5000,,,,,,cloudy,10:43,22.78,,
9-jul-19,PIL,B,2,r,481.2,481,14.4,14.4,15,13.6,12.4,8.1,7.8,10,7,9,10,8,7,6,100,100,100,100,100,cloudy,10:47,22.78,,
9-jul-19,PIL,B,3,p,477.8,463.8,13.8,17,13,11.3,11.2,7.7,7.7,4561,4510,4700,4860,4564,4634,4862,,,,,,partly cloudy,10:57,16.11,,
9-jul-19,PIL,B,3,r,482.3,481.3,12.6,17,13.9,15.3,15.3,7.7,9,12,10,11,10,12,9,10,100,100,100,100,100,partly cloudy,11:05,17.22,,
9-jul-19,PIL,B,4,p,474.3,459.5,11.3,13.7,15.9,12.9,10.5,9.4,8.1,4309,4354,4325,4644,4006,4505,4750,,,,,,partly cloudy,11:14,20.00,,
9-jul-19,PIL,B,4,r,480.3,479.3,13.5,13.4,11.1,9.4,13.5,9.6,8.1,20,17,19,17,20,15,14,100,100,100,100,100,partly cloudy,11:18,20.56,,
9-jul-19,PIL,B,5,p,477.2,469.2,10.2,10.3,12.5,9.9,12.1,8.5,8.2,3743,2923,2646,2468,2614,2581,2557,,,,,,cloudy,11:27,16.67,,
9-jul-19,PIL,B,5,r,481.2,482.2,13.1,11.7,9.8,11.5,10.4,8.5,8.3,10,10,8,9,7,10,7,100,100,100,100,100,cloudy,11:32,17.78,,
10-jul-19,ACJ,NB,1,p,510.4,491.7,15.9,15.9,15.9,14.7,17.6,5.6,6.5,3525,3526,3523,3518,3520,3520,3509,,,,,,sunny,9:13,20.00,,
10-jul-19,ACJ,NB,1,p1,498.7,482.7,17.5,15.5,12.4,15.7,10.9,6.7,5.7,2974,3002,3004,3013,3001,2986,2990,,,,,,sunny,9:17,19.44,,
10-jul-19,ACJ,NB,1,p2,509.4,491.5,16.2,12.7,13.8,12.5,17.5,6.8,5.7,2601,2616,2612,2605,2620,2606,2618,,,,,,sunny,9:21,18.33,,
10-jul-19,ACJ,NB,1,p3,493.7,481,15.3,15.2,15.1,12.4,15.3,5.8,6.9,2370,2391,2394,2401,2399,2401,2394,,,,,,sunny,9:25,20.00,,
10-jul-19,ACJ,NB,1,r,498.5,502.7,14.1,12.6,14.5,11,12.9,7,5.8,5,5,3,4,4,5,3,100,78.5,100,82,100,sunny,9:28,20.56,,
10-jul-19,ACJ,NB,2,p,500.2,490.4,13.1,13.1,16.6,13.1,10.4,5.7,6.8,3790,3617,3554,3738,3682,3627,3619,,,,,,sunny,9:38,20.56,,
10-jul-19,ACJ,NB,2,p1,502.1,492.1,15,16.1,16.1,18.9,15.4,5.7,6.9,3042,3025,3031,3044,3036,3032,3017,,,,,,sunny,9:42,18.33,,
10-jul-19,ACJ,NB,2,p2,499.6,488.5,15.2,16.6,16.6,18.5,15.1,5.8,7,2599,2610,2621,2646,2652,2679,2632,,,,,,sunny,9:47,18.33,,
10-jul-19,ACJ,NB,2,p3,496.1,487.6,18.1,18.1,18.1,18.1,15.4,5.8,7.1,2364,2341,2331,2349,2385,2368,2329,,,,,,sunny,9:51,17.78,,
10-jul-19,ACJ,NB,2,r,501,500,17,20.1,20.1,16.9,19,7.3,6.4,7,5,7,6,5,6,5,100,100,100,100,100,sunny,9:55,17.22,,
10-jul-19,ACJ,NB,3,p,496.7,484.4,17,18.6,20.5,20.5,18.1,7.3,7.5,3762,3692,3645,3727,3710,3718,3714,,,,,,sunny,10:05,20.56,,
10-jul-19,ACJ,NB,3,p1,497.2,486.2,16.2,19.2,18.2,18.1,18.1,8.1,7.3,3229,3184,3107,3162,3194,3177,3145,,,,,,sunny,10:09,17.22,,
10-jul-19,ACJ,NB,3,p2,497.4,483.4,13.4,15.1,15.1,18.1,15.9,7.4,8,2806,2788,2780,2760,2780,2765,2751,,,,,,sunny,10:13,18.33,,
10-jul-19,ACJ,NB,3,p3,496.3,487.9,15.7,19,18.9,17.1,17.2,8,7.4,2377,2376,2395,2379,2381,2415,2370,,,,,,sunny,10:17,20.00,,
10-jul-19,ACJ,NB,3,r,496.2,496,15,13.3,17.4,17.4,14.3,8.6,7.5,12,8,10,9,11,10,9,100,100,100,100,100,sunny,10:22,17.78,,
10-jul-19,ACJ,NB,4,p,493.6,481,11.7,11.4,11.7,11.7,11.7,7.1,8.2,3708,3666,3615,3648,3729,3711,3602,,,,,,sunny,10:55,15.56,,
10-jul-19,ACJ,NB,4,p1,499.4,484.8,13,13,14.4,14.4,12.7,7.4,8.1,3121,3093,3117,3148,3152,3133,3164,,,,,,sunny,10:59,15.56,,
10-jul-19,ACJ,NB,4,p2,496.9,485.5,14.3,15.4,15.3,12.9,15.6,8.2,7.4,2787,2771,2800,2819,2771,2741,2843,,,,,,sunny,11:03,16.11,,
10-jul-19,ACJ,NB,4,p3,496.1,482.1,12,12,18,12.1,15.1,8.3,7.5,2599,2559,2597,2574,2557,2554,2563,,,,,,sunny,11:07,12.78,,
10-jul-19,ACJ,NB,4,r,496,496.7,16.4,14.7,14.6,19.3,13.7,7.6,8.4,13,12,11,12,10,10,11,100,100,100,100,100,sunny,11:15,13.33,,
10-jul-19,ACJ,NB,5,p,491,470.8,15.3,17.7,16.3,17.2,18.8,7.7,7.8,4184,4209,4210,4164,4159,4125,4101,,,,,,sunny,10:31,16.11,,
10-jul-19,ACJ,NB,5,p1,495.5,473.5,18.1,17.4,15.5,14.1,14.1,7.3,7.6,3484,3434,3540,3572,3602,3560,3874,,,,,,sunny,10:35,13.89,,
10-jul-19,ACJ,NB,5,p2,589.4,471.5,10.9,14.9,13.3,13.3,14.5,7.3,7.6,3170,3100,3082,3126,3116,3128,3131,,,,,,sunny,10:38,15.00,,
10-jul-19,ACJ,NB,5,p3,491.4,471.9,10.2,10.2,10.4,14.6,12.2,7.7,7.3,2748,2752,2696,2726,2714,2720,2734,,,,,,sunny,10:42,15.00,,
10-jul-19,ACJ,NB,5,r,493.8,497,9.3,9.6,7.7,10.3,8.4,7.4,7.7,13,16,14,17,15,12,15,100,100,100,100,100,sunny,10:46,16.11,,
11-jul-19,QUE,B,1,p,465.3,457.6,21.9,23.1,24.3,21.3,26.5,8.2,8.1,4575,4523,4549,4557,4548,4561,4512,,,,,,sunny,10:17,22.22,,
11-jul-19,QUE,B,1,p1,468.5,459.1,19.5,24.6,22.3,22.3,24.6,9.1,8.4,4060,4057,4048,4045,4040,4035,4042,,,,,,sunny,11:20,20.00,,
11-jul-19,QUE,B,1,p2,464.2,455.4,16.3,17.6,19.5,17,20.4,9.1,8.2,3663,3663,3655,3649,3641,3648,3680,,,,,,sunny,10:24,20.00,,
11-jul-19,QUE,B,1,p3,467.1,459.5,17,17,21.2,15.8,22.1,8.9,9.3,3255,3250,3265,3252,3255,3262,3267,,,,,,sunny,10:27,21.11,,
11-jul-19,QUE,B,1,r,463.2,464.4,19,17.5,15.1,13.2,14.5,9.4,9.8,7,8,7,9,10,7,9,35,47.8,54.3,44.6,45,sunny,10:31,20.00,,
11-jul-19,QUE,B,2,p,465.9,456.4,18.8,16.9,22.6,22.4,22.4,8,7.7,4536,4557,4567,4565,4561,4609,4552,,,,,,sunny,10:38,20.56,,
11-jul-19,QUE,B,2,p1,465.3,458.1,19.6,15.1,17,20.4,20.2,8.1,8.8,4088,4108,4107,4095,4107,4099,4110,,,,,,sunny,10:41,20.00,,
11-jul-19,QUE,B,2,p2,467.5,457.9,17.5,12.7,18.9,18.9,18.8,8.2,9,3718,3725,3721,3713,3712,3723,3733,,,,,,sunny,10:45,20.56,,
11-jul-19,QUE,B,2,p3,463.5,457.7,21,18.9,22.5,22.3,18,8.4,9.2,3318,3312,3310,3329,3323,3316,3330,,,,,,sunny,10:48,19.44,,
11-jul-19,QUE,B,2,r,468.8,466.3,18.8,18.7,22,29.5,20.3,8.6,9.4,5,4,5,3,5,2,4,70.8,77.8,69.2,68.4,61.8,sunny,10:56,18.33,,
11-jul-19,QUE,B,3,p,464.4,461.7,21.1,19.5,23.6,23.6,21.9,6.2,10.4,4890,4917,4868,4972,4870,4902,4859,,,,,,sunny,11:06,15.56,,
11-jul-19,QUE,B,3,p1,466,463.1,19.7,19.7,23.5,19.8,21.3,6.6,10.2,4310,4299,4273,4301,4347,4316,4328,,,,,,sunny,11:10,15.56,,
11-jul-19,QUE,B,3,p2,466.5,462.1,17,17.1,17,21.1,20.1,6.2,10.7,3844,3869,3859,3861,3850,3826,3850,,,,,,sunny,11:13,16.11,,
11-jul-19,QUE,B,3,p3,469.5,466.4,20.9,14.4,16,14.7,20.1,10.2,6.2,3428,3413,3405,3432,3419,3427,3426,,,,,,sunny,11:16,16.67,,
11-jul-19,QUE,B,3,r,469.4,470.4,18.6,10.2,11.5,6.4,6.4,6.5,11,21,17,15,20,16,13,15,67.8,60,55.8,55.1,59.2,sunny,11:26,18.89,,
11-jul-19,QUE,B,4,p,467.7,463.3,13.4,7.5,12,11.3,13.5,8.6,9.2,4635,4670,4653,4641,4677,4666,4669,,,,,,sunny and strong windy,11:34,14.44,,
11-jul-19,QUE,B,4,p1,468,461.7,10.7,7.7,10.9,10.3,16,7.2,8,4211,4205,4159,4187,4177,4159,4194,,,,,,sunny,11:37,14.44,,
