year,month,day,site,treatment,plot_id,collar_position,t_start,t_finish,date,time,t_start_recording,t_finish_recording,collar_heigth_ave,t_ave,p_ave,w_ave,linear_model,linear_model_rsqd,linear_model_aic
2019,November,23,ACJ,NB,3,A,10,80,2019-11-23,13:04,13:04:18,13:05:28,0.05375,51.03176471,67.09571429,21.64495798,-0.403284897,0.982055132,184.9914275
2019,November,23,ACJ,NB,3,B,10,80,2019-11-23,13:06,13:06:50,13:08:00,0.055,51.03341667,67.08483333,20.827,-0.827194651,0.996746515,161.3520606
2019,November,23,ACJ,NB,4,A,10,80,2019-11-23,13:09,13:09:37,13:10:48,0.0515,51.03366667,67.08133333,21.098,-0.595479585,0.993284033,178.7433816
2019,November,23,ACJ,NB,4,B,10,80,2019-11-23,13:11,13:12:08,13:13:18,0.04775,51.03438017,67.08057851,21.21057851,-0.456942502,0.990325379,175.0481023
2019,November,23,ACJ,NB,5,A,10,80,2019-11-23,13:14,13:15:00,13:16:10,0.0565,51.03408333,67.08425,19.86558333,-0.761575859,0.994777307,179.4007793
2019,November,23,ACJ,NB,5,B,10,80,2019-11-23,13:17,13:17:33,13:18:43,0.0535,51.03418033,67.07786885,19.45622951,-0.637241337,0.995192997,155.873793
2019,April,15,OCC,C,1,A,10,80,2019-04-15,19:31,19:31:28,19:32:38,0.08,51.03358333,59.83283333,34.16566667,-3.365040097,0.997830287,296.7451345
2019,April,15,OCC,C,1,B,10,80,2019-04-15,19:38,19:38:42,19:39:52,0.08,51.02969112,59.87818533,30.86799228,-4.482911159,0.999425657,242.4008331
2019,April,15,OCC,C,2,A,10,80,2019-04-15,19:52,19:52:59,19:54:09,0.08,51.0320979,59.87776224,28.50713287,-1.522214271,0.996761037,211.6863667
2019,April,15,OCC,C,2,B,10,80,2019-04-15,19:44,19:44:28,19:45:38,0.08,51.02387205,59.85259259,31.97319865,-1.7742855,0.996408567,241.368178
2019,April,15,OCC,C,3,A,10,80,2019-04-15,19:59,19:59:11,20:00:21,0.08,51.04265469,60.22664671,33.2844511,-3.138547417,0.997750406,288.3662009
2019,April,15,OCC,C,3,B,10,80,2019-04-15,20:16,20:17:03,20:18:13,0.08,51.04915323,59.79012097,29.9671371,-3.002334598,0.99934043,195.3908882
2019,April,15,OCC,C,4,A,10,80,2019-04-15,20:35,20:36:02,20:37:12,0.08,51.04209091,59.86063636,24.80790909,-3.476002892,0.999003415,244.5981073
2019,April,15,OCC,C,4,B,10,80,2019-04-15,20:31,20:31:45,20:32:55,0.08,51.03933884,59.80495868,25.26206612,-3.183806018,0.999266803,210.5167086
2019,April,15,OCC,C,5,A,10,80,2019-04-15,20:25,20:25:34,20:26:44,0.08,51.03933754,59.84419558,25.7044795,-7.876826879,0.998768833,375.9533669
2019,April,15,OCC,C,5,B,10,80,2019-04-15,20:22,20:22:23,20:23:33,0.08,51.0499115,59.86982301,25.29460177,-9.124732219,0.999838751,252.3180627
2019,April,09,PIL,B,1,A,10,80,2019-04-09,15:49,15:49:30,15:50:40,0.05,51.02940678,65.06432203,17.66161017,-0.601796395,0.987842506,227.8261245
2019,April,09,PIL,B,1,B,10,80,2019-04-09,15:52,15:52:13,15:53:23,0.055,51.02709402,65.01589744,19.2574359,-1.236419867,0.998548477,165.2116998
2019,April,09,PIL,B,2,A,10,80,2019-04-09,15:55,15:55:31,15:56:41,0.05,51.02762712,65.00838983,17.79889831,-1.201256491,0.998277627,186.6209944
2019,April,09,PIL,B,2,B,10,80,2019-04-09,15:58,15:58:39,15:59:50,0.052,51.02675,65.01258333,18.35441667,-1.566189092,0.998977128,184.6958686
2019,April,09,PIL,B,3,A,10,80,2019-04-09,16:02,16:02:20,16:03:30,0.05675,51.02753846,65.04961538,17.45607692,-1.047950763,0.997575298,173.44445
2019,April,09,PIL,B,3,B,10,80,2019-04-09,16:05,16:05:15,16:06:25,0.057,51.02745763,65.00483051,17.7920339,-0.9187914,0.997168674,165.3254641
2019,April,09,PIL,B,4,A,10,80,2019-04-09,16:07,16:08:06,16:09:16,0.08,51.02595238,64.98293651,18.89230159,-0.595789127,0.987916535,159.5762657
2019,April,09,PIL,B,4,B,10,80,2019-04-09,16:10,16:10:54,16:12:04,0.0795,51.02788136,64.99728814,18.13991525,-1.061326565,0.993613226,196.6378431
2019,April,09,PIL,B,5,A,10,80,2019-04-09,16:13,16:13:51,16:15:01,0.085,51.02638655,64.98537815,18.26378151,-1.08259933,0.990185079,220.7524556
2019,April,09,PIL,B,5,B,10,80,2019-04-09,16:16,16:16:46,16:17:57,0.08,51.02748031,64.97834646,17.69377953,-1.091065959,0.995693292,171.6909082
2019,July,09,PIL,B,1,A,10,80,2019-07-09,13:22,13:22:27,13:23:38,0.05625,51.041,65.47058333,19.33175,-1.180136676,0.974061198,362.2315132
2019,July,09,PIL,B,1,B,10,80,2019-07-09,13:25,13:25:30,13:26:40,0.049,51.03066116,65.49553719,18.32570248,-0.834809535,0.997544119,162.0723106
2019,July,09,PIL,B,2,A,10,80,2019-07-09,13:28,13:28:42,13:29:53,0.04825,51.03139344,65.50327869,17.63663934,-0.250020864,0.971804758,170.8983029
2019,July,09,PIL,B,2,B,10,80,2019-07-09,13:31,13:31:24,13:32:35,0.04875,51.03206612,65.49619835,19.0314876,-0.272002962,0.974129016,175.3772233
2019,July,09,PIL,B,3,A,10,80,2019-07-09,13:34,13:34:24,13:35:35,0.05075,51.03347107,65.48363636,19.05099174,-0.317184777,0.98202802,162.8757141
2019,July,09,PIL,B,3,B,10,80,2019-07-09,13:37,13:37:13,13:38:24,0.04525,51.03231405,65.51454545,19.03867769,-0.437026636,0.991326712,172.4779527
2019,July,09,PIL,B,4,A,10,80,2019-07-09,13:39,13:40:03,13:41:13,0.05175,51.03355372,65.49876033,16.80801653,-0.547174398,0.994760157,148.1101661
2019,July,09,PIL,B,4,B,10,80,2019-07-09,13:42,13:42:47,13:43:58,0.051,51.03351563,65.46960938,16.9165625,-0.499130649,0.991217044,176.8112781
2019,July,09,PIL,B,5,A,10,80,2019-07-09,13:45,13:45:48,13:46:58,0.048,51.03371901,65.46619835,19.26785124,-0.412180007,0.988737929,173.745357
2019,July,09,PIL,B,5,B,10,80,2019-07-09,13:48,13:48:34,13:49:44,0.05625,51.03190083,65.4607438,18.57471074,-0.095954558,0.81343401,157.3351567
2019,November,25,PIL,B,1,A,10,80,2019-11-25,12:43,12:43:31,12:44:41,0.049,51.05064,64.86208,31.25912,-0.125363584,0.831925739,209.0450897
2019,November,25,PIL,B,1,B,10,80,2019-11-25,12:46,12:46:09,12:47:19,0.04925,51.05054422,64.91217687,29.66258503,-0.621754204,0.993003159,197.0957409
2019,November,25,PIL,B,2,A,10,80,2019-11-25,12:49,12:49:34,12:50:44,0.05,51.04801653,64.9314876,31.08165289,-0.620444533,0.979269401,272.9202684
2019,November,25,PIL,B,2,B,10,80,2019-11-25,12:51,12:52:06,12:53:16,0.05075,51.04658333,64.87791667,34.57033333,-0.659236624,0.992110353,210.5314738
2019,November,25,PIL,B,3,A,10,80,2019-11-25,12:54,12:55:00,12:56:10,0.05025,51.04719008,64.84933884,29.1568595,-0.580396631,0.992256095,191.7853345
2019,November,25,PIL,B,3,B,10,80,2019-11-25,12:57,12:57:31,12:58:41,0.0555,51.04791667,64.88891667,27.74616667,-0.988246008,0.997088177,183.1652479
2019,November,25,PIL,B,4,A,10,80,2019-11-25,13:00,13:00:13,13:01:23,0.08025,51.04596639,64.89840336,26.64554622,-0.905046982,0.992842463,182.28979
2019,November,25,PIL,B,4,B,10,80,2019-11-25,13:02,13:02:40,13:03:50,0.07575,51.04710744,64.78380165,26.26421488,-0.610234307,0.98615409,182.0392155
2019,November,25,PIL,B,5,A,10,80,2019-11-25,13:07,13:07:56,13:09:06,0.0865,51.04603306,64.91198347,22.28049587,-0.77939452,0.988021594,186.656695
2019,November,25,PIL,B,5,B,10,80,2019-11-25,13:10,13:10:28,13:11:38,0.07975,51.04258065,64.85330645,22.72935484,-0.823045725,0.992104284,176.2396519
2019,April,09,PIL,C,1,A,30,90,2019-04-09,15:17,15:18:24,15:19:24,0.0585,51.09292453,65.08518868,23.01084906,-2.388344286,0.967367885,389.2301396
2019,April,09,PIL,C,1,B,10,80,2019-04-09,15:20,15:20:37,15:21:48,0.0505,51.03085106,65.09010638,23.80659574,-3.194126512,0.998397487,322.5501827
2019,April,09,PIL,C,2,A,20,80,2019-04-09,15:23,15:23:52,15:24:52,0.0515,51.02954545,65.14424242,19.47590909,-1.116798397,0.995688273,186.2452765
2019,April,09,PIL,C,2,B,10,80,2019-04-09,15:26,15:26:53,15:28:03,0.05125,51.03182796,65.10043011,22.40333333,-1.458586094,0.992032338,320.3403789
2019,April,09,PIL,C,3,A,10,80,2019-04-09,15:29,15:29:46,15:30:57,0.055,51.02885057,65.10712644,19.61241379,-1.144695602,0.998420609,161.5803109
2019,April,09,PIL,C,3,B,10,80,2019-04-09,15:32,15:32:19,15:33:29,0.0525,51.03131579,65.10780702,20.03535088,-1.114770448,0.997634666,191.7590255
2019,April,09,PIL,C,4,A,10,80,2019-04-09,15:35,15:35:26,15:36:36,0.0525,51.02977273,65.08204545,19.44439394,-1.006370349,0.997155279,190.3394456
2019,April,09,PIL,C,4,B,10,80,2019-04-09,15:38,15:38:59,15:40:10,0.0525,51.02905882,65.11329412,20.15282353,-1.453968285,0.998806643,183.0940495
2019,April,09,PIL,C,5,A,10,80,2019-04-09,15:41,15:42:03,15:43:14,0.0515,51.02896825,65.11563492,19.38603175,-1.072458034,0.997447735,197.1086855
2019,April,09,PIL,C,5,B,10,80,2019-04-09,15:45,15:45:27,15:46:37,0.06,51.02944882,65.08055118,19.54094488,-1.288649572,0.998200464,173.9159945
2019,July,09,PIL,C,1,A,10,80,2019-07-09,13:53,13:53:41,13:54:51,0.049,51.03352941,65.38218487,18.04941176,-0.553405129,0.992415396,184.3295411
2019,July,09,PIL,C,1,B,10,80,2019-07-09,13:56,13:56:22,13:57:32,0.05175,51.03247934,65.3485124,18.19231405,-0.491211665,0.99179544,165.3633685
2019,July,09,PIL,C,2,A,10,80,2019-07-09,13:59,13:59:24,14:00:34,0.05075,51.0325,65.38,18.17808333,-0.580003609,0.994297075,165.6560081
2019,July,09,PIL,C,2,B,10,80,2019-07-09,14:02,14:02:13,14:03:24,0.04875,51.03358333,65.378,20.29191667,-0.479033809,0.991098005,177.1539996
2019,July,09,PIL,C,3,A,10,80,2019-07-09,14:05,14:05:09,14:06:19,0.0555,51.03411765,65.34907563,19.84815126,-0.427217665,0.990063474,149.5703953
2019,July,09,PIL,C,3,B,10,80,2019-07-09,14:07,14:08:00,14:09:11,0.05625,51.03479339,65.34867769,21.53471074,-0.417637373,0.986009369,170.6095556
2019,July,09,PIL,C,4,A,10,80,2019-07-09,14:10,14:10:57,14:12:08,0.082,51.03525,65.33575,21.89616667,-0.710360278,0.990144563,166.8778356
2019,July,09,PIL,C,4,B,10,80,2019-07-09,14:13,14:13:41,14:14:52,0.07725,51.03391667,65.31883333,20.64741667,-0.42730447,0.976759484,165.1877776
2019,July,09,PIL,C,5,A,10,80,2019-07-09,14:16,14:16:34,14:17:45,0.0865,51.03441667,65.30233333,20.47766667,-0.534806274,0.983795024,154.465271
2019,July,09,PIL,C,5,B,10,80,2019-07-09,14:19,14:19:19,14:20:30,0.0795,51.03561983,65.26305785,21.26099174,-0.67434759,0.987475718,182.1644787
2019,November,25,PIL,C,1,A,10,80,2019-11-25,12:13,12:13:29,12:14:39,0.05625,51.04237037,65.08474074,33.52918519,-2.260058046,0.998902928,229.7057502
2019,November,25,PIL,C,1,B,10,80,2019-11-25,12:16,12:17:03,12:18:13,0.05025,51.03983471,65.08545455,31.28165289,-1.510967913,0.998575617,206.7762759
2019,November,25,PIL,C,2,A,10,80,2019-11-25,12:19,12:19:49,12:20:59,0.048,51.04132231,65.06090909,29.23735537,-0.780368673,0.986335484,280.6222945
2019,November,25,PIL,C,2,B,10,80,2019-11-25,12:22,12:22:20,12:23:30,0.046,51.04433333,65.08658333,31.365,-0.18430871,0.928355622,203.936777
2019,November,25,PIL,C,3,A,10,80,2019-11-25,12:25,12:25:32,12:26:42,0.0535,51.04492063,65.04674603,32.40206349,-0.203322944,0.950877689,168.1730145
2019,November,25,PIL,C,3,B,10,80,2019-11-25,12:28,12:28:13,12:29:23,0.048,51.04694215,65.01661157,34.13338843,-1.084215281,0.993967002,269.5416249
2019,November,25,PIL,C,4,A,10,80,2019-11-25,12:30,12:31:03,12:32:13,0.05325,51.04795082,65.04008197,30.4802459,-0.700722112,0.994273705,188.5061926
2019,November,25,PIL,C,4,B,10,80,2019-11-25,12:33,12:33:42,12:34:52,0.052,51.04644068,65.04805085,28.21245763,-0.902521532,0.997027559,180.7169567
2019,November,25,PIL,C,5,A,10,80,2019-11-25,12:36,12:36:36,12:37:46,0.0515,51.04717742,65.03217742,27.12209677,-0.609404793,0.992786278,189.4512687
2019,November,25,PIL,C,5,B,10,80,2019-11-25,12:39,12:39:09,12:40:19,0.0575,51.04625,65.03808333,26.14975,-0.519696044,0.991251867,164.8379295
2019,April,05,QUE,B,1,A,10,80,2019-04-05,13:39,13:39:31,13:40:41,0.05425,51.0343,63.3911,28.994,-2.773416269,0.998667905,280.7865932
2019,April,05,QUE,B,1,B,10,80,2019-04-05,13:42,13:42:41,13:43:51,0.05825,51.0340625,63.40020833,27.75854167,-2.771098536,0.999335888,220.8972956
2019,April,05,QUE,B,2,A,10,80,2019-04-05,13:49,13:49:36,13:50:46,0.053,51.0471,63.435,24.2005,-3.402080195,0.99725783,363.6785087
2019,April,05,QUE,B,2,B,10,80,2019-04-05,13:52,13:52:53,13:54:03,0.0575,51.03306818,63.41204545,25.57534091,-2.726984028,0.999100748,241.6509416
2019,April,05,QUE,B,3,A,10,80,2019-04-05,13:56,13:56:52,13:58:01,0.0595,51.02835443,63.40405063,23.82025316,-6.679220584,0.999591975,301.3843645
2019,April,05,QUE,B,3,B,10,80,2019-04-05,14:00,14:00:22,14:02:32,0.059,51.02847458,63.37330508,26.72644068,-5.078538881,0.999656881,258.0990941
2019,April,05,QUE,B,4,A,10,80,2019-04-05,14:03,14:03:45,13:04:55,0.0635,51.02949495,63.36222222,31.87828283,-3.033044199,0.999419486,212.5971644
2019,April,05,QUE,B,4,B,10,80,2019-04-05,14:07,14:07:30,14:08:40,0.05775,51.02974576,63.34423729,30.75550847,-4.240431987,0.999458648,268.573403
2019,April,05,QUE,B,5,A,10,80,2019-04-05,14:12,14:12:33,14:13:43,0.062,51.03086207,63.35922414,28.30224138,-4.655316243,0.99813473,359.280269
2019,April,05,QUE,B,5,B,10,80,2019-04-05,14:16,14:16:10,14:17:20,0.0535,51.02716312,63.36836879,28.26652482,-2.656091653,0.999491126,208.1847411
2019,November,27,QUE,B,1,A,10,80,2019-11-27,12:04,12:04:44,12:05:54,0.051,51.0291129,63.48370968,24.36620968,-1.592221815,0.994300907,313.38494
2019,November,27,QUE,B,1,B,10,80,2019-11-27,12:07,12:07:14,12:08:24,0.057,51.02801653,63.43694215,23.60809917,-1.432069441,0.998086227,204.7842396
2019,November,27,QUE,B,2,A,10,80,2019-11-27,12:09,12:09:58,12:11:08,0.05425,51.03086957,63.42905797,27.80463768,-1.798434187,0.998703229,217.1063846
2019,November,27,QUE,B,2,B,10,80,2019-11-27,12:12,12:12:42,12:13:52,0.0455,51.02876033,63.4246281,26.03157025,-1.309316149,0.999052372,174.4652484
2019,November,27,QUE,B,3,A,10,80,2019-11-27,12:16,12:16:13,12:17:23,0.0445,51.02852459,63.42901639,24.10155738,-1.826665,0.99917155,215.062762
2019,November,27,QUE,B,3,B,10,80,2019-11-27,12:18,12:18:39,12:19:49,0.055,51.02966942,63.41198347,22.92818182,-1.339941537,0.998050992,201.6695268
2019,November,27,QUE,B,4,A,10,80,2019-11-27,12:21,12:21:24,12:22:34,0.05175,51.02767442,63.4203876,19.38023256,-2.521638512,0.998956228,255.1659573
2019,November,27,QUE,B,4,B,10,80,2019-11-27,12:23,12:23:57,12:25:08,0.04475,51.03059406,63.3849505,20.35019802,-1.037088487,0.998460895,179.2649497
2019,November,27,QUE,B,5,A,10,80,2019-11-27,12:26,12:26:18,12:27:29,0.053,51.0295082,63.35893443,22.85155738,-1.571139014,0.998445755,216.3542948
2019,November,27,QUE,B,5,B,10,80,2019-11-27,12:28,12:28:55,12:30:06,0.04925,51.02959016,63.34868852,26.49467213,-3.54362167,0.999592527,245.3682577
2019,April,13,TRE,B,1,A,10,80,2019-04-13,11:36,11:36:42,11:37:53,0.05175,51.06406504,65.60707317,18.59162602,-2.176944212,0.996911492,309.461105
2019,April,13,TRE,B,1,B,10,80,2019-04-13,11:39,11:39:58,11:41:08,0.05125,51.02585366,65.60788618,18.39788618,-1.290368505,0.997682167,213.182864
2019,April,13,TRE,B,2,A,10,80,2019-04-13,11:45,11:45:10,11:46:21,0.05175,51.02440945,65.5992126,19.0688189,-1.743962612,0.998847661,205.9293849
2019,April,13,TRE,B,2,B,10,80,2019-04-13,11:48,11:48:30,11:49:41,0.05125,51.02491935,65.52733871,20.27741935,-2.110306365,0.998955774,228.6777706
2019,April,13,TRE,B,3,A,10,80,2019-04-13,11:52,11:52:17,11:53:28,0.0545,51.02449612,65.5955814,18.92232558,-1.227225346,0.998412672,172.4980013
2019,April,13,TRE,B,3,B,10,80,2019-04-13,11:55,11:55:23,11:56:34,0.05175,51.02414634,65.5898374,19.32642276,-2.607943648,0.999445836,212.5180702
2019,April,13,TRE,B,4,A,10,80,2019-04-13,11:58,11:58:54,12:00:04,0.04475,51.02719008,65.56338843,21.62413223,-3.774981978,0.996015518,424.0230212
2019,April,13,TRE,B,4,B,10,80,2019-04-13,12:01,12:01:45,12:02:55,0.05225,51.02856061,65.57356061,22.52318182,-1.478475932,0.998730182,187.6368074
2019,April,13,TRE,B,5,A,10,80,2019-04-13,12:05,12:05:31,12:06:41,0.052,51.02578125,65.54046875,19.46304688,-1.530669116,0.999149854,164.3543918
2019,April,13,TRE,B,5,B,10,80,2019-04-13,12:08,12:08:26,12:09:36,0.05,51.02725806,65.56491935,20.11,-1.328909733,0.997915278,213.6675513
2019,July,14,TRE,B,1,A,10,80,2019-07-14,11:31,11:31:33,11:32:43,0.05475,51.0387395,65.6512605,26.12571429,-0.861519885,0.994557923,208.2935386
2019,July,14,TRE,B,1,B,10,80,2019-07-14,11:34,11:34:11,11:35:22,0.0585,51.03669421,65.6807438,23.77495868,-0.457233297,0.9848478,183.378795
2019,July,14,TRE,B,2,A,10,80,2019-07-14,11:36,11:36:51,11:38:01,0.056,51.03713115,65.66508197,29.08745902,-0.81966873,0.995987614,176.6776063
2019,July,14,TRE,B,2,B,10,80,2019-07-14,11:39,11:39:30,11:40:41,0.049,51.03844961,65.67937984,26.02333333,-0.252799824,0.980066177,145.702537
2019,July,14,TRE,B,3,A,10,80,2019-07-14,11:42,11:42:22,11:43:32,0.057,51.03875,65.68591667,26.39708333,-0.34006942,0.980787752,161.0918013
2019,July,14,TRE,B,3,B,10,80,2019-07-14,11:44,11:45:07,11:46:17,0.05525,51.03909677,65.66851613,27.21819355,-0.310716006,0.973394047,176.5128977
2019,July,14,TRE,B,4,A,10,80,2019-07-14,11:48,11:48:44,11:49:55,0.04875,51.04025,65.65966667,26.74866667,-0.57088272,0.994234415,173.4187127
2019,July,14,TRE,B,4,B,10,80,2019-07-14,11:51,11:51:26,11:52:37,0.053,51.03842975,65.65033058,27.66892562,-0.818105937,0.997188069,161.3957757
2019,July,14,TRE,B,5,A,10,80,2019-07-14,11:54,11:54:14,11:55:24,0.05625,51.04157025,65.64933884,27.80933884,-0.36826188,0.977375393,186.4238623
2019,July,14,TRE,B,5,B,10,80,2019-07-14,11:56,11:56:58,11:58:09,0.053,51.04024793,65.61661157,29.72404959,-0.477021109,0.985242768,202.5197655
2019,November,24,TRE,B,1,A,10,80,2019-11-24,11:03,11:03:40,11:04:50,0.054,51.03525424,65.57033898,20.45618644,-0.566230665,0.990672794,188.535503
2019,November,24,TRE,B,1,B,10,80,2019-11-24,11:06,11:06:09,11:07:19,0.057,51.03768595,65.57504132,21.20801653,-0.64604099,0.992088216,187.8954865
2019,November,24,TRE,B,2,A,10,80,2019-11-24,11:08,11:08:57,11:10:08,0.05575,51.03561983,65.56280992,20.79570248,-0.500169958,0.985987499,196.1821892
2019,November,24,TRE,B,2,B,10,80,2019-11-24,11:11,11:11:26,11:12:36,0.05125,51.03697479,65.59756303,20.84319328,-0.736754677,0.99595475,173.6471517
2019,November,24,TRE,B,3,A,10,80,2019-11-24,11:14,11:14:14,11:15:24,0.058,51.03471074,65.55380165,22.58528926,-0.901542154,0.996807923,168.2087877
2019,November,24,TRE,B,3,B,10,80,2019-11-24,11:16,11:16:50,11:18:00,0.05475,51.03641667,65.55291667,22.48783333,-0.645668747,0.993954879,174.525998
2019,November,24,TRE,B,4,A,10,80,2019-11-24,11:19,11:19:43,11:20:53,0.0485,51.0377686,65.5592562,22.80363636,-0.962731548,0.996564322,208.1945751
2019,November,24,TRE,B,4,B,10,80,2019-11-24,11:22,11:22:20,11:23:31,0.053,51.0392437,65.54529412,23.85277311,-0.577285521,0.992027846,184.817918
2019,November,24,TRE,B,5,A,10,80,2019-11-24,11:25,11:25:19,11:26:30,0.05575,51.03841667,65.55783333,22.39941667,-0.696405429,0.995368206,165.0007826
2019,November,24,TRE,B,5,B,10,80,2019-11-24,11:27,11:27:52,11:29:02,0.055,51.03933884,65.52214876,20.77413223,-1.278274438,0.99809528,188.387225
2019,April,08,TRE,C,1,A,10,71,2019-04-08,13:30,13:31:04,13:32:06,0.06575,51.05732394,64.98464789,35.35169014,-2.111472605,0.997611348,207.494944
2019,April,08,TRE,C,1,B,10,80,2019-04-08,13:34,13:34:09,13:35:19,0.05925,51.03760331,64.97082645,26.83735537,-1.887383823,0.998526567,216.9743134
2019,April,08,TRE,C,2,A,10,80,2019-04-08,13:40,13:40:35,13:41:45,0.06125,51.03848485,64.99212121,24.40424242,-1.986393239,0.998763747,206.6416581
2019,April,08,TRE,C,2,B,10,80,2019-04-08,13:43,13:43:26,13:44:37,0.05325,51.03471154,64.99086538,24.41153846,-1.62581902,0.999086047,178.0636657
2019,April,08,TRE,C,3,A,10,78,2019-04-08,13:46,13:46:52,13:48:00,0.05125,51.0325641,64.97025641,26.41346154,-1.98684692,0.999092576,200.6444554
2019,April,08,TRE,C,3,B,10,80,2019-04-08,13:49,13:49:17,13:50:28,0.06375,51.03136752,64.96025641,28.52512821,-3.060705571,0.999428629,208.9658638
2019,April,08,TRE,C,4,A,10,80,2019-04-08,13:52,13:52:25,13:53:35,0.0565,51.03140187,64.95074766,30.61616822,-1.484037975,0.998857347,172.1014811
2019,April,08,TRE,C,4,B,10,80,2019-04-08,13:55,13:55:09,13:56:19,0.05425,51.03143885,64.95798561,27.32805755,-2.137370858,0.999058898,215.3860219
2019,April,08,TRE,C,5,A,10,80,2019-04-08,13:58,13:58:56,14:00:07,0.06075,51.02934307,64.89313869,26.8989781,-2.538655432,0.999214375,212.8966834
2019,April,08,TRE,C,5,B,10,80,2019-04-08,14:01,14:02:07,14:03:18,0.0625,51.02846774,64.94806452,24.79403226,-1.703566287,0.99834042,205.8980586
2019,July,08,TRE,C,1,A,10,80,2019-07-08,11:47,11:47:57,11:49:08,0.0625,51.02387097,65.105,17.95822581,-0.706141547,0.961534107,302.9837902
2019,July,08,TRE,C,1,B,10,76,2019-07-08,11:50,11:50:53,11:51:59,0.05225,51.02539474,65.11184211,17.64881579,-0.696771439,0.994320046,169.7684994
2019,July,08,TRE,C,2,A,10,80,2019-07-08,11:53,11:53:21,11:54:32,0.0615,51.02683333,65.12383333,16.37716667,-0.482209587,0.983482637,188.8968696
2019,July,08,TRE,C,2,B,5,40,2019-07-08,11:56,11:56:04,11:56:39,0.05225,51.02141732,65.11031496,16.93330709,-0.462582233,0.945700376,102.7830122
2019,July,08,TRE,C,3,A,10,80,2019-07-08,11:59,11:59:58,12:01:08,0.04875,51.03131148,65.11983607,16.02204918,-0.495024983,0.992423122,169.4295953
2019,July,08,TRE,C,3,B,10,80,2019-07-08,12:02,12:02:51,12:04:02,0.06225,51.03141667,65.12358333,16.23425,-0.660179411,0.991489308,186.6643527
2019,July,08,TRE,C,4,A,10,80,2019-07-08,12:05,12:05:49,12:06:59,0.05475,51.03132231,65.10809917,16.65347107,-0.348781037,0.984855448,153.0546216
2019,July,08,TRE,C,4,B,10,80,2019-07-08,12:08,12:08:53,12:10:03,0.05325,51.03056911,65.11195122,17.51878049,-0.311775657,0.972905507,183.3555389
2019,July,08,TRE,C,5,A,10,80,2019-07-08,12:11,12:11:54,12:13:05,0.05975,51.03032787,65.09721311,17.40016393,-0.540751522,0.989989288,174.2187368
2019,July,08,TRE,C,5,B,10,80,2019-07-08,12:14,12:14:36,12:15:47,0.06425,51.03195122,65.0995935,16.21699187,-0.664543107,0.991173266,185.6638846
2019,November,21,TRE,C,1,A,10,80,2019-11-21,11:20,11:21:04,11:22:14,0.0575,51.04859504,64.93727273,35.27694215,-1.082476514,0.998138564,160.2271771
2019,November,21,TRE,C,1,B,10,80,2019-11-21,11:18,11:18:24,11:19:34,0.064,51.05533898,64.98847458,28.61016949,-0.76935539,0.992938816,190.478524
2019,November,21,TRE,C,2,A,10,80,2019-11-21,11:15,11:15:26,11:16:36,0.0545,51.05214876,64.97421488,26.50446281,-0.687097076,0.995001272,172.2879132
2019,November,21,TRE,C,2,B,10,80,2019-11-21,11:12,11:12:39,11:13:49,0.055,51.05212598,64.94992126,34.85889764,-1.278602279,0.998667697,166.3141627
2019,November,21,TRE,C,3,A,10,80,2019-11-21,11:09,11:09:57,11:11:07,0.04825,51.05446281,64.97694215,28.83371901,-0.819825167,0.990970642,257.2691621
2019,November,21,TRE,C,3,B,10,80,2019-11-21,11:07,11:07:14,11:08:24,0.0645,51.05446281,64.96487603,28.67024793,-1.194989679,0.998247629,152.6344424
2019,November,21,TRE,C,4,A,10,80,2019-11-21,11:04,11:04:19,11:05:29,0.0605,51.05429752,64.90900826,37.33066116,-0.924122543,0.995019669,201.0099017
2019,November,21,TRE,C,4,B,10,80,2019-11-21,11:01,11:01:37,11:02:47,0.05325,51.05191667,64.95041667,33.07916667,-1.900257864,0.998812205,218.7447402
2019,November,21,TRE,C,5,A,10,80,2019-11-21,10:57,10:57:43,10:58:53,0.0625,51.0538843,64.93760331,30.4938843,-1.3258605,0.997962376,182.9188383
2019,November,21,TRE,C,5,B,10,80,2019-11-21,10:54,10:55:01,10:56:11,0.053,51.05280992,64.96834711,26.98429752,-0.599050127,0.979842556,256.9532794
2019,April,11,WAY,B,1,A,10,80,2019-04-11,12:21,12:21:52,12:23:03,0.05725,40.67238095,70.11468254,33.17039683,-1.125792244,0.995969813,206.9250011
2019,April,11,WAY,B,1,B,10,80,2019-04-11,12:24,12:25:01,12:26:11,0.058,49.69687023,70.08916031,35.12251908,-1.664274853,0.997817196,219.9505707
2019,April,11,WAY,B,2,A,10,80,2019-04-11,12:56,12:56:30,12:57:41,0.05475,51.05951049,70.0358042,42.37426573,-1.628854283,0.998676827,193.4422606
2019,April,11,WAY,B,2,B,10,80,2019-04-11,12:59,12:59:55,13:01:05,0.0595,51.05392308,70.04507692,36.83330769,-1.512195727,0.998579633,173.0918569
2019,April,11,WAY,B,3,A,10,80,2019-04-11,13:03,13:03:09,13:04:19,0.05325,51.05430894,70.05544715,30.53308943,-1.865061602,0.998852347,202.5296262
2019,April,11,WAY,B,3,B,10,80,2019-04-11,13:05,13:06:05,13:07:16,0.059,51.05413534,70.06962406,26.24932331,-1.428734994,0.998110253,187.4888788
