
Model:	LI-1500 Light Sensor Logger	
Config:	WITSIE	
MULT_1:	-150.70
Session Remark:	 	
Software Version:	1.2.0	
Timestamp:	20231209 03:03:23	
DATAH	Record	Date	Time	INPUT1	CHK	
DATA	0000000	2023-12-09	03:03:25.000	0.0000	  1
DATA	0000001	2023-12-09	03:03:26.000	0.0000	  3
DATA	0000002	2023-12-09	03:03:27.000	0.0000	  5
DATA	0000003	2023-12-09	03:03:28.000	0.0000	  7
DATA	0000004	2023-12-09	03:03:29.000	0.0000	  9
DATA	0000005	2023-12-09	03:03:30.000	0.0000	  2
DATA	0000006	2023-12-09	03:03:31.000	0.0000	  4
DATA	0000007	2023-12-09	03:03:32.000	0.0000	  6
DATA	0000008	2023-12-09	03:03:33.000	0.0000	  8
DATA	0000009	2023-12-09	03:03:34.000	0.0000	 10
DATA	0000010	2023-12-09	03:03:35.001	0.0000	  4
DATA	0000011	2023-12-09	03:03:36.001	0.0000	  6
DATA	0000012	2023-12-09	03:03:37.001	0.0000	  8
DATA	0000013	2023-12-09	03:03:38.001	0.0000	 10
DATA	0000014	2023-12-09	03:03:39.001	0.0000	 12
DATA	0000015	2023-12-09	03:03:40.001	0.0000	  5
DATA	0000016	2023-12-09	03:03:41.001	0.0000	  7
DATA	0000017	2023-12-09	03:03:42.001	0.0000	  9
DATA	0000018	2023-12-09	03:03:43.001	0.0000	 11
DATA	0000019	2023-12-09	03:03:44.001	0.0000	 13
DATA	0000020	2023-12-09	03:03:45.001	0.0000	  6
DATA	0000021	2023-12-09	03:03:46.001	0.0000	  8
DATA	0000022	2023-12-09	03:03:47.001	0.0000	 10
DATA	0000023	2023-12-09	03:03:48.001	0.0000	 12
DATA	0000024	2023-12-09	03:03:49.001	0.0000	 14
DATA	0000025	2023-12-09	03:03:50.001	0.0000	  7
DATA	0000026	2023-12-09	03:03:51.001	0.0000	  9
DATA	0000027	2023-12-09	03:03:52.001	0.0000	 11
DATA	0000028	2023-12-09	03:03:53.001	0.0000	 13
DATA	0000029	2023-12-09	03:03:54.001	0.0000	 15
DATA	0000030	2023-12-09	03:03:55.001	9.4731	 32
DATA	0000031	2023-12-09	03:03:56.002	376.74	 38
DATA	0000032	2023-12-09	03:03:57.002	379.25	 39
DATA	0000033	2023-12-09	03:03:58.002	370.33	 31
DATA	0000034	2023-12-09	03:03:59.002	397.57	 48
DATA	0000035	2023-12-09	03:04:00.002	366.52	 27
DATA	0000036	2023-12-09	03:04:01.002	336.17	 27
DATA	0000037	2023-12-09	03:04:02.002	323.30	 20
DATA	0000038	2023-12-09	03:04:03.002	294.20	 28
DATA	0000039	2023-12-09	03:04:04.002	303.20	 21
DATA	0000040	2023-12-09	03:04:05.002	278.71	 31
DATA	0000041	2023-12-09	03:04:06.002	327.19	 30
DATA	0000042	2023-12-09	03:04:07.002	383.88	 40
DATA	0000043	2023-12-09	03:04:08.002	555.05	 32
DATA	0000044	2023-12-09	03:04:09.002	556.50	 35
DATA	0000045	2023-12-09	03:04:10.002	527.71	 29
DATA	0000046	2023-12-09	03:04:11.002	533.03	 23
DATA	0000047	2023-12-09	03:04:12.002	579.43	 39
DATA	0000048	2023-12-09	03:04:13.002	614.05	 29
DATA	0000049	2023-12-09	03:04:14.002	595.67	 47
DATA	0000050	2023-12-09	03:04:15.002	383.88	 38
DATA	0000051	2023-12-09	03:04:16.002	590.23	 29
DATA	0000052	2023-12-09	03:04:17.003	626.49	 40
DATA	0000053	2023-12-09	03:04:18.003	579.01	 37
DATA	0000054	2023-12-09	03:04:19.003	557.63	 43
DATA	0000055	2023-12-09	03:04:20.003	586.33	 35
DATA	0000056	2023-12-09	03:04:21.003	591.45	 36
DATA	0000057	2023-12-09	03:04:22.003	579.17	 43
DATA	0000058	2023-12-09	03:04:23.003	601.08	 31
DATA	0000059	2023-12-09	03:04:24.003	629.01	 36
DATA	0000060	2023-12-09	03:04:25.003	604.49	 34
DATA	0000061	2023-12-09	03:04:26.003	602.39	 33
DATA	0000062	2023-12-09	03:04:27.003	603.88	 40
DATA	0000063	2023-12-09	03:04:28.003	594.86	 49
DATA	0000064	2023-12-09	03:04:29.003	553.31	 36
DATA	0000065	2023-12-09	03:04:30.003	495.87	 45
DATA	0000066	2023-12-09	03:04:31.003	490.68	 41
DATA	0000067	2023-12-09	03:04:32.003	471.51	 34
DATA	0000068	2023-12-09	03:04:33.003	430.19	 35
DATA	0000069	2023-12-09	03:04:34.003	518.60	 40
DATA	0000070	2023-12-09	03:04:35.003	534.00	 25
DATA	0000071	2023-12-09	03:04:36.003	551.70	 33
DATA	0000072	2023-12-09	03:04:37.004	523.82	 38
DATA	0000073	2023-12-09	03:04:38.004	495.35	 46
DATA	0000074	2023-12-09	03:04:39.004	491.51	 42
DATA	0000075	2023-12-09	03:04:40.004	494.93	 44
DATA	0000076	2023-12-09	03:04:41.004	499.11	 41
DATA	0000077	2023-12-09	03:04:42.004	244.47	 40
DATA	0000078	2023-12-09	03:04:43.004	294.29	 47
DATA	0000079	2023-12-09	03:04:44.004	276.14	 43
DATA	0000080	2023-12-09	03:04:45.004	360.60	 31
DATA	0000081	2023-12-09	03:04:46.004	395.08	 43
DATA	0000082	2023-12-09	03:04:47.004	380.75	 43
DATA	0000083	2023-12-09	03:04:48.004	377.90	 48
DATA	0000084	2023-12-09	03:04:49.004	374.05	 43
DATA	0000085	2023-12-09	03:04:50.004	365.06	 37
DATA	0000086	2023-12-09	03:04:51.004	363.51	 37
DATA	0000087	2023-12-09	03:04:52.004	357.11	 38
DATA	0000088	2023-12-09	03:04:53.004	356.73	 47
DATA	0000089	2023-12-09	03:04:54.004	356.87	 54
DATA	0000090	2023-12-09	03:04:55.004	356.99	 50
DATA	0000091	2023-12-09	03:04:56.004	359.10	 38
DATA	0000092	2023-12-09	03:04:57.004	358.02	 40
DATA	0000093	2023-12-09	03:04:58.005	368.63	 51
DATA	0000094	2023-12-09	03:04:59.005	438.12	 45
DATA	0000095	2023-12-09	03:05:00.005	472.86	 42
DATA	0000096	2023-12-09	03:05:01.005	438.40	 36
DATA	0000097	2023-12-09	03:05:02.005	413.51	 33
DATA	0000098	2023-12-09	03:05:03.005	431.87	 44
DATA	0000099	2023-12-09	03:05:04.005	452.19	 44
DATA	0000100	2023-12-09	03:05:05.005	475.53	 31
DATA	0000101	2023-12-09	03:05:06.005	490.78	 37
DATA	0000102	2023-12-09	03:05:07.005	482.04	 29
DATA	0000103	2023-12-09	03:05:08.005	292.31	 30
DATA	0000104	2023-12-09	03:05:09.005	116.25	 30
DATA	0000105	2023-12-09	03:05:10.005	185.40	 26
DATA	0000106	2023-12-09	03:05:11.005	192.33	 28
DATA	0000107	2023-12-09	03:05:12.005	122.52	 24
DATA	0000108	2023-12-09	03:05:13.005	132.29	 31
DATA	0000109	2023-12-09	03:05:14.005	84.427	 41
DATA	0000110	2023-12-09	03:05:15.005	109.06	 25
DATA	0000111	2023-12-09	03:05:16.005	134.73	 29
DATA	0000112	2023-12-09	03:05:17.005	119.65	 35
DATA	0000113	2023-12-09	03:05:18.005	112.21	 22
