
Model:	LI-1500 Light Sensor Logger	
Config:	WITSIE	
MULT_1:	-150.70
Session Remark:	 	
Software Version:	1.2.0	
Timestamp:	20231214 01:41:43	
DATAH	Record	Date	Time	INPUT1	CHK	
DATA	0000000	2023-12-14	01:41:45.000	707.21	 16
DATA	0000001	2023-12-14	01:41:46.000	740.46	 22

Model:	LI-1500 Light Sensor Logger	
Config:	WITSIE	
MULT_1:	-150.70
Session Remark:	 	
Software Version:	1.2.0	
Timestamp:	20231214 01:42:36	
DATAH	Record	Date	Time	INPUT1	CHK	
DATA	0000000	2023-12-14	01:42:38.000	1549.0	 21
DATA	0000001	2023-12-14	01:42:39.000	1445.5	 23
DATA	0000002	2023-12-14	01:42:40.000	1392.3	 15
DATA	0000003	2023-12-14	01:42:41.000	1284.1	 15
DATA	0000004	2023-12-14	01:42:42.000	1233.6	 16
DATA	0000005	2023-12-14	01:42:43.000	1026.2	 14
DATA	0000006	2023-12-14	01:42:44.000	1129.3	 21
DATA	0000007	2023-12-14	01:42:45.000	1069.0	 23
DATA	0000008	2023-12-14	01:42:46.000	1064.9	 29
DATA	0000009	2023-12-14	01:42:47.000	1420.0	 18
DATA	0000010	2023-12-14	01:42:48.001	1468.0	 24
DATA	0000011	2023-12-14	01:42:49.001	1183.8	 28
DATA	0000012	2023-12-14	01:42:50.001	1226.6	 17
DATA	0000013	2023-12-14	01:42:51.001	846.64	 30
DATA	0000014	2023-12-14	01:42:52.001	695.27	 33
DATA	0000015	2023-12-14	01:42:53.001	708.45	 30
DATA	0000016	2023-12-14	01:42:54.001	868.64	 40
DATA	0000017	2023-12-14	01:42:55.001	662.77	 38
DATA	0000018	2023-12-14	01:42:56.001	630.05	 26
DATA	0000019	2023-12-14	01:42:57.001	679.68	 50
DATA	0000020	2023-12-14	01:42:58.001	693.22	 29
DATA	0000021	2023-12-14	01:42:59.001	695.82	 39
DATA	0000022	2023-12-14	01:43:00.001	696.02	 20
DATA	0000023	2023-12-14	01:43:01.001	687.89	 37
DATA	0000024	2023-12-14	01:43:02.001	663.29	 27
DATA	0000025	2023-12-14	01:43:03.001	631.70	 20
DATA	0000026	2023-12-14	01:43:04.001	724.96	 33
DATA	0000027	2023-12-14	01:43:05.001	1328.9	 30
DATA	0000028	2023-12-14	01:43:06.001	1550.7	 27
DATA	0000029	2023-12-14	01:43:07.001	1696.1	 34
DATA	0000030	2023-12-14	01:43:08.001	1903.0	 17
DATA	0000031	2023-12-14	01:43:09.002	1943.7	 31
DATA	0000032	2023-12-14	01:43:10.002	1902.4	 16
DATA	0000033	2023-12-14	01:43:11.002	1348.3	 21
DATA	0000034	2023-12-14	01:43:12.002	1202.3	 12
DATA	0000035	2023-12-14	01:43:13.002	1430.1	 15
DATA	0000036	2023-12-14	01:43:14.002	1079.7	 32
DATA	0000037	2023-12-14	01:43:15.002	913.59	 37
DATA	0000038	2023-12-14	01:43:16.002	737.24	 35
DATA	0000039	2023-12-14	01:43:17.002	683.01	 32
DATA	0000040	2023-12-14	01:43:18.002	673.04	 27
DATA	0000041	2023-12-14	01:43:19.002	673.47	 36
DATA	0000042	2023-12-14	01:43:20.002	704.23	 18
DATA	0000043	2023-12-14	01:43:21.002	791.46	 31
DATA	0000044	2023-12-14	01:43:22.002	922.57	 31
DATA	0000045	2023-12-14	01:43:23.002	1141.4	 19
DATA	0000046	2023-12-14	01:43:24.002	1190.6	 27
DATA	0000047	2023-12-14	01:43:25.002	1209.4	 28
DATA	0000048	2023-12-14	01:43:26.002	829.05	 38
DATA	0000049	2023-12-14	01:43:27.002	648.06	 40
DATA	0000050	2023-12-14	01:43:28.002	612.72	 27
DATA	0000051	2023-12-14	01:43:29.002	592.96	 42
DATA	0000052	2023-12-14	01:43:30.003	585.80	 31
DATA	0000053	2023-12-14	01:43:31.003	585.65	 36
DATA	0000054	2023-12-14	01:43:32.003	586.26	 36
DATA	0000055	2023-12-14	01:43:33.003	589.41	 38
DATA	0000056	2023-12-14	01:43:34.003	590.54	 36
DATA	0000057	2023-12-14	01:43:35.003	594.51	 39
DATA	0000058	2023-12-14	01:43:36.003	595.05	 41
DATA	0000059	2023-12-14	01:43:37.003	603.07	 35
DATA	0000060	2023-12-14	01:43:38.003	599.56	 46
DATA	0000061	2023-12-14	01:43:39.003	611.00	 22
DATA	0000062	2023-12-14	01:43:40.003	627.67	 35
DATA	0000063	2023-12-14	01:43:41.003	641.62	 28
DATA	0000064	2023-12-14	01:43:42.003	671.86	 39
DATA	0000065	2023-12-14	01:43:43.003	697.04	 39
DATA	0000066	2023-12-14	01:43:44.003	719.71	 40
DATA	0000067	2023-12-14	01:43:45.003	764.28	 44
DATA	0000068	2023-12-14	01:43:46.003	816.07	 41
DATA	0000069	2023-12-14	01:43:47.003	909.01	 40
DATA	0000070	2023-12-14	01:43:48.003	1148.6	 34
DATA	0000071	2023-12-14	01:43:49.003	1588.3	 41
DATA	0000072	2023-12-14	01:43:50.004	1247.1	 25
DATA	0000073	2023-12-14	01:43:51.004	1295.9	 38
DATA	0000074	2023-12-14	01:43:52.004	1135.7	 31
DATA	0000075	2023-12-14	01:43:53.004	1256.8	 38
DATA	0000076	2023-12-14	01:43:54.004	1205.5	 31
DATA	0000077	2023-12-14	01:43:55.004	1293.8	 43
DATA	0000078	2023-12-14	01:43:56.004	1259.4	 43
DATA	0000079	2023-12-14	01:43:57.004	1461.3	 39
DATA	0000080	2023-12-14	01:43:58.004	1303.8	 32
DATA	0000081	2023-12-14	01:43:59.004	1334.0	 30
DATA	0000082	2023-12-14	01:44:00.004	1140.7	 20
DATA	0000083	2023-12-14	01:44:01.004	1002.8	 20
DATA	0000084	2023-12-14	01:44:02.004	900.59	 34
DATA	0000085	2023-12-14	01:44:03.004	902.06	 30
DATA	0000086	2023-12-14	01:44:04.004	900.17	 32
DATA	0000087	2023-12-14	01:44:05.004	846.76	 48
DATA	0000088	2023-12-14	01:44:06.004	830.53	 38
DATA	0000089	2023-12-14	01:44:07.004	791.73	 48
DATA	0000090	2023-12-14	01:44:08.004	792.20	 34
DATA	0000091	2023-12-14	01:44:09.004	816.33	 37
DATA	0000092	2023-12-14	01:44:10.004	887.15	 38
DATA	0000093	2023-12-14	01:44:11.005	1077.5	 32
DATA	0000094	2023-12-14	01:44:12.005	1317.0	 26
DATA	0000095	2023-12-14	01:44:13.005	1051.5	 28
DATA	0000096	2023-12-14	01:44:14.005	872.99	 53
DATA	0000097	2023-12-14	01:44:15.005	979.04	 49
DATA	0000098	2023-12-14	01:44:16.005	1067.4	 40
DATA	0000099	2023-12-14	01:44:17.005	991.28	 53
DATA	0000100	2023-12-14	01:44:18.005	847.87	 42
DATA	0000101	2023-12-14	01:44:19.005	794.50	 35
DATA	0000102	2023-12-14	01:44:20.005	761.74	 28
DATA	0000103	2023-12-14	01:44:21.005	793.57	 36
DATA	0000104	2023-12-14	01:44:22.005	953.45	 33
DATA	0000105	2023-12-14	01:44:23.005	874.74	 39
DATA	0000106	2023-12-14	01:44:24.005	694.30	 33
DATA	0000107	2023-12-14	01:44:25.005	798.10	 38
DATA	0000108	2023-12-14	01:44:26.005	646.93	 43
DATA	0000109	2023-12-14	01:44:27.005	563.96	 46
DATA	0000110	2023-12-14	01:44:28.005	516.98	 39
DATA	0000111	2023-12-14	01:44:29.005	469.02	 33
DATA	0000112	2023-12-14	01:44:30.005	454.28	 28
DATA	0000113	2023-12-14	01:44:31.005	443.72	 27
DATA	0000114	2023-12-14	01:44:32.006	436.95	 37
DATA	0000115	2023-12-14	01:44:33.006	446.06	 32
DATA	0000116	2023-12-14	01:44:34.006	481.95	 41
DATA	0000117	2023-12-14	01:44:35.006	479.14	 41
DATA	0000118	2023-12-14	01:44:36.006	476.02	 37
DATA	0000119	2023-12-14	01:44:37.006	472.22	 37
DATA	0000120	2023-12-14	01:44:38.006	471.52	 32
DATA	0000121	2023-12-14	01:44:39.006	471.02	 29
DATA	0000122	2023-12-14	01:44:40.006	470.55	 29
DATA	0000123	2023-12-14	01:44:41.006	470.38	 32
DATA	0000124	2023-12-14	01:44:42.006	471.41	 29
DATA	0000125	2023-12-14	01:44:43.006	472.37	 37
