spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,plot_id
0.00587702611964567,0.00336874804601142,0.0256450198456637,-0.0138227114895541,0.00676347586518416,CH_A1
0.00587702611964564,0.00336874804601109,0.0256450198456636,-0.0138227114895543,0.006763475865184,CH_A2
0.00587702611964586,0.00336874804601142,0.0256450198456636,-0.0138227114895539,0.00676347586518411,CH_A3
0.00587702611964566,0.00336874804601145,0.0256450198456636,-0.0138227114895551,0.00676347586518423,CH_A4
0.00587702611964564,0.00336874804601139,0.0256450198456636,-0.0138227114895544,0.00676347586518405,CH_A5
0.00587702611964566,0.0033687480460117,0.0256450198456635,-0.0138227114895543,0.00676347586518402,CH_A6
0.00587702611964541,0.00336874804601173,0.0256450198456636,-0.0138227114895544,0.00676347586518432,CH_A7
0.00623216219550099,0.00357919477031377,0.0271332537976705,-0.0138226980936224,0.00713099473932495,CH_H1
0.00623216219550122,0.00357919477031371,0.0271332537976704,-0.0138226980936224,0.00713099473932494,CH_H3
0.00623216219550093,0.00357919477031407,0.0271332537976704,-0.0138226980936224,0.0071309947393253,CH_H4
0.00623216219550105,0.00357919477031399,0.0271332537976703,-0.0138226980936224,0.00713099473932516,CH_H5
0.0059335982734734,0.00340265942710022,0.0258745993991685,-0.0138227508080785,0.00681499688660255,CH_L1
0.00593359827347422,0.00340265942709995,0.0258745993991683,-0.0138227508080785,0.00681499688660236,CH_L2
0.0059335982734742,0.00340265942709995,0.0258745993991682,-0.0138227508080785,0.00681499688660249,CH_L3
0.00593359827347417,0.00340265942709995,0.0258745993991682,-0.0138227508080785,0.00681499688660219,CH_L4
0.0059335982734742,0.00340265942709995,0.0258745993991682,-0.0138227508080785,0.00681499688660261,CH_L5
0.00593359827347419,0.00340265942709995,0.0258745993991682,-0.0138227508080785,0.00681499688660246,CH_L6
0.00593359827347419,0.00340265942709995,0.0258745993991682,-0.0138227508080785,0.00681499688660229,CH_L7
0.00652095712447497,0.00375974369264707,0.0282603958743925,-0.0138227503716431,0.00736657743241667,CH_M1
0.00652095712447497,0.00375974369264707,0.0282603958743925,-0.0138227503716431,0.00736657743241686,CH_M2
0.00652095712447499,0.00375974369264706,0.0282603958743925,-0.0138227503716431,0.0073665774324168,CH_M3
0.00652095712447498,0.00375974369264705,0.0282603958743925,-0.0138227503716431,0.0073665774324169,CH_M4
0.00652095712447498,0.00375974369264705,0.0282603958743925,-0.0138227503716431,0.00736657743241678,CH_M5
0.00652095712447497,0.00375974369264706,0.0282603958743924,-0.0138227503716431,0.00736657743241673,CH_M6
0.00652095712447497,0.00375974369264706,0.0282603958743925,-0.0138227503716431,0.00736657743241687,CH_M7
0.0114708376930365,0.00626157471627421,0.0607913025987913,-0.0135019488979116,-0.323219102250185,NO_Hog_TTC 101
0.0114708376930365,0.00626157471627422,0.0607913025987913,-0.0135019488979116,-0.323219102250185,NO_Hog_TTC 110
0.0114708376930365,0.00626157471627422,0.0607913025987913,-0.0135019488979116,-0.323219102250185,NO_Hog_TTC 115
0.00849022463568978,0.00460857356405284,0.0457060889147368,-0.0135018865070282,-0.253637733835167,NO_Joa_109 AN3C 109
0.00849022463568979,0.00460857356405284,0.0457060889147368,-0.0135018865070282,-0.253637733835167,NO_Joa_156 AN2C 156
0.00849022463568975,0.00460857356405284,0.0457060889147368,-0.0135018865070282,-0.253637733835167,NO_Joa_81 AN1C 81
0.00714838062936066,0.00385150280279667,0.0391131043076289,-0.0135020526535256,-0.225971422740133,NO_Lia_27 AN3C 27
0.00714838062936067,0.00385150280279667,0.0391131043076289,-0.0135020526535256,-0.225971422740133,NO_Lia_4 AN1C 4
0.00714838062936067,0.00385150280279667,0.0391131043076289,-0.0135020526535256,-0.225971422740133,NO_Lia_77 AN2C 77
0.00977750884699072,0.0053542301392001,0.0516690408065788,-0.0135019097233682,-0.272942992632764,NO_Vik_TTC 140
0.0097775088469907,0.0053542301392001,0.0516690408065788,-0.0135019097233682,-0.272942992632764,NO_Vik_TTC 141
0.00977750884699071,0.0053542301392001,0.0516690408065788,-0.0135019097233682,-0.272942992632764,NO_Vik_TTC 146
-0.0685682801862702,-0.47711878367692,-0.0735846496053704,-0.00960281127203739,-0.0191285896601625,PE_ACJ_B_1
-0.0687739894744358,-0.47859887837172,-0.0737814474474685,-0.00960281129253513,-0.0192182919985265,PE_ACJ_B_2
-0.0491874447786104,-0.343066079329894,-0.0563697995937492,-0.00960281171319162,-0.00195882415727858,PE_ACJ_B_3
-0.0491131246576756,-0.343739062813351,-0.0560699235123622,-0.0096028118759871,-0.00172633016470131,PE_ACJ_B_4
-0.0445919466687386,-0.308586210029618,-0.0530009728315117,-0.0096028121056698,0.00235710053780012,PE_ACJ_B_5
0.000491559691540266,-0.0403883849176691,0.0122596931045529,-0.0096028189664064,0.021075115182258,PE_ACJ_C_1
0.00204830316033666,-0.0569237790547163,0.024345296180944,-0.00960281922563004,0.0235753956499057,PE_ACJ_C_2
0.00222264099622634,-0.0599697509526235,0.0260728781312371,-0.00960281934928672,0.0248982742812241,PE_ACJ_C_3
0.00161613759766361,-0.0567551556031754,0.0223075936768589,-0.00960281960340653,0.0269377101068995,PE_ACJ_C_4
0.00095081209888354,-0.0519517715836175,0.0178727402554322,-0.00960281973039942,0.0277297782416802,PE_ACJ_C_5
-0.0229008036708035,-0.158065330986475,-0.0304477187720562,-0.00960280096097347,0.0120107028766514,PE_ACJ_NB_1
-0.0229008036708035,-0.158065330986475,-0.0304477187720562,-0.00960280096097346,0.0120107028766514,PE_ACJ_NB_2
-0.0229008036708035,-0.158065330986475,-0.0304477187720562,-0.00960280096097347,0.0120107028766514,PE_ACJ_NB_3
-0.0229008036708035,-0.158065330986475,-0.0304477187720562,-0.00960280096097346,0.0120107028766513,PE_ACJ_NB_4
-0.0229008036708035,-0.158065330986475,-0.0304477187720562,-0.00960280096097347,0.0120107028766514,PE_ACJ_NB_5
