elevation,treatment,plot,tier,site,latitude,longitude,plot_id,area,ndvi_max,ndvi_min,ndvi_avg
4100,otc,1,China_2016,H,29.90742,102.0118,CH_H1,China,0.37778100711732715,0.015275521749450348,0.14339398760150546
4100,otc,2,China_2016,H,29.90742,102.0118,CH_H2,China,0.37778100711732715,0.015275521749450348,0.14339398760150546
3500,c,3,China_2016,M,29.86192,102.036,CH_M3,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,c,4,China_2016,M,29.86192,102.036,CH_M4,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,c,1,China_2016,M,29.86192,102.036,CH_M1,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,c,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,otc,3,China_2016,M,29.86192,102.036,CH_M3,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,otc,4,China_2016,M,29.86192,102.036,CH_M4,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,otc,1,China_2016,M,29.86192,102.036,CH_M1,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,otc,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,otc,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,c,5,China_2016,M,29.86192,102.036,CH_M5,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,c,2,China_2016,M,29.86192,102.036,CH_M2,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,c,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,otc,6,China_2016,M,29.86192,102.036,CH_M6,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3500,otc,7,China_2016,M,29.86192,102.036,CH_M7,China,0.7999878819488145,0.4440236770761745,0.6453313445845466
3000,c,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,otc,6,China_2016,L,29.84347,102.0343,CH_L6,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,c,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,c,4,China_2016,L,29.84347,102.0343,CH_L4,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,otc,5,China_2016,L,29.84347,102.0343,CH_L5,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,otc,7,China_2016,L,29.84347,102.0343,CH_L7,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,otc,4,China_2016,L,29.84347,102.0343,CH_L4,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,c,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,c,3,China_2016,L,29.84347,102.0343,CH_L3,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,c,6,China_2016,L,29.84347,102.0343,CH_L6,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,otc,2,China_2016,L,29.84347,102.0343,CH_L2,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,c,1,China_2016,L,29.84347,102.0343,CH_L1,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,otc,1,China_2016,L,29.84347,102.0343,CH_L1,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
3000,otc,3,China_2016,L,29.84347,102.0343,CH_L3,China,0.46036406656264994,0.0746054113676227,0.24776933759103603
NA,b,1,Peru_2018,ACJ,NA,NA,PE_ACJ_B_1,Peru,0.5108059544462404,0.4600275313383146,0.4844750087194304
NA,b,2,Peru_2018,ACJ,NA,NA,PE_ACJ_B_2,Peru,0.5108059544462404,0.4600275313383146,0.4844750087194304
NA,b,3,Peru_2018,ACJ,NA,NA,PE_ACJ_B_3,Peru,0.5125899625206592,0.4537344255867076,0.484166863454757
NA,b,4,Peru_2018,ACJ,NA,NA,PE_ACJ_B_4,Peru,0.5162760397727326,0.445452705886379,0.4826188609785898
NA,b,5,Peru_2018,ACJ,NA,NA,PE_ACJ_B_5,Peru,0.5187373071414249,0.44545150871921857,0.4753301133785767
NA,c,1,Peru_2018,ACJ,NA,NA,PE_ACJ_C_1,Peru,0.5543097389326541,0.39449222200807593,0.4761068494647648
NA,c,2,Peru_2018,ACJ,NA,NA,PE_ACJ_C_2,Peru,0.6127488220062571,0.21110462749561634,0.3950008721907263
NA,c,3,Peru_2018,ACJ,NA,NA,PE_ACJ_C_3,Peru,0.59444884594494,0.19640707993727355,0.37781010008866844
NA,c,4,Peru_2018,ACJ,NA,NA,PE_ACJ_C_4,Peru,0.5536215937021491,0.3508647413030389,0.42012563037807726
NA,c,5,Peru_2018,ACJ,NA,NA,PE_ACJ_C_5,Peru,0.5619788402767654,0.14338680625317332,0.3355738115940622
NA,b,1,Peru_2018,PIL,NA,NA,PE_PIL_B_1,Peru,0.6031141863475324,0.06203098539948017,0.2614294049064229
NA,b,2,Peru_2018,PIL,NA,NA,PE_PIL_B_2,Peru,0.6031141863475324,0.06203098539948017,0.2614294049064229
NA,b,3,Peru_2018,PIL,NA,NA,PE_PIL_B_3,Peru,0.6031141863475324,0.06203098539948017,0.2614294049064229
NA,b,4,Peru_2018,PIL,NA,NA,PE_PIL_B_4,Peru,0.5669295653969991,0.006566946629559648,0.22255603804743007
NA,b,5,Peru_2018,PIL,NA,NA,PE_PIL_B_5,Peru,0.6172606868646251,0.0661894399715125,0.2593922930239091
NA,bb,1,Peru_2018,PIL,NA,NA,PE_PIL_BB_1,Peru,0.5774846490123187,0.006200900969921402,0.23398758239311931
NA,bb,2,Peru_2018,PIL,NA,NA,PE_PIL_BB_2,Peru,0.5309469036949824,0.014753457333200432,0.2426808536498086
NA,bb,3,Peru_2018,PIL,NA,NA,PE_PIL_BB_3,Peru,0.5266917334080509,0.017971348059707737,0.2457064178512237
NA,c,2,Peru_2018,PIL,NA,NA,PE_PIL_C_2,Peru,0.5359348750433932,0.011334767628742928,0.23987185951871656
NA,c,3,Peru_2018,PIL,NA,NA,PE_PIL_C_3,Peru,0.5341967456843664,0.012424597905092406,0.24326645538425162
NA,c,4,Peru_2018,PIL,NA,NA,PE_PIL_C_4,Peru,0.5380791318020998,0.015186761436366826,0.2493342207030081
NA,c,5,Peru_2018,PIL,NA,NA,PE_PIL_C_5,Peru,0.6031141863475324,0.06203098539948017,0.2614294049064229
NA,c,1,Peru_2018,PIL,NA,NA,PE_PIL_C_1,Peru,0.5318933976567196,0.016845070695797264,0.24650657735974293
NA,b,1,Peru_2018,QUE,NA,NA,PE_QUE_B_1,Peru,0.5562227952617796,0.29035651146832603,0.39702584191160145
NA,b,2,Peru_2018,QUE,NA,NA,PE_QUE_B_2,Peru,0.5490205532671667,0.29225370303790743,0.39884126428875927
NA,b,3,Peru_2018,QUE,NA,NA,PE_QUE_B_3,Peru,0.5788527256582813,0.2567325590800958,0.37174797114635627
NA,b,4,Peru_2018,QUE,NA,NA,PE_QUE_B_4,Peru,0.5703973592091334,0.24035897475943988,0.35932857399508145
NA,b,5,Peru_2018,QUE,NA,NA,PE_QUE_B_5,Peru,0.5434465309257646,0.09617649112592798,0.28689350418820236
NA,b,1,Peru_2018,WAY,NA,NA,PE_WAY_B_1,Peru,0.6164370469274632,0.26365592516893704,0.40031770324719806
NA,b,2,Peru_2018,WAY,NA,NA,PE_WAY_B_2,Peru,0.604334573216526,0.3142226754339564,0.42410382188514156
NA,b,3,Peru_2018,WAY,NA,NA,PE_WAY_B_3,Peru,0.5982525415789791,0.16182670011905861,0.35662935272629454
NA,b,4,Peru_2018,WAY,NA,NA,PE_WAY_B_4,Peru,0.6103595508722814,0.09765219115871669,0.3278711852059845
NA,b,5,Peru_2018,WAY,NA,NA,PE_WAY_B_5,Peru,0.6103595508722814,0.09765219115871669,0.3278711852059845
NA,c,1,Peru_2018,WAY,NA,NA,PE_WAY_C_1,Peru,0.62742874780831,0.07807337657526907,0.33802163253037065
NA,c,2,Peru_2018,WAY,NA,NA,PE_WAY_C_2,Peru,0.6328532353025718,0.057831579111668266,0.33657419790223875
NA,c,3,Peru_2018,WAY,NA,NA,PE_WAY_C_3,Peru,0.6358755065062143,0.05667516513639232,0.33155449586630953
NA,c,4,Peru_2018,WAY,NA,NA,PE_WAY_C_4,Peru,0.5857049735892303,0.02659902748266743,0.29743765858714616
NA,c,5,Peru_2018,WAY,NA,NA,PE_WAY_C_5,Peru,0.5845101482740702,0.02687092072012706,0.2980946655816813
NA,b,1,Peru_2019,ACJ,NA,NA,PE_ACJ_B_1,Peru,0.5108059544462404,0.4600275313383146,0.4844750087194304
NA,b,2,Peru_2019,ACJ,NA,NA,PE_ACJ_B_2,Peru,0.5108059544462404,0.4600275313383146,0.4844750087194304
NA,b,3,Peru_2019,ACJ,NA,NA,PE_ACJ_B_3,Peru,0.5125899625206592,0.4537344255867076,0.484166863454757
NA,b,4,Peru_2019,ACJ,NA,NA,PE_ACJ_B_4,Peru,0.5162760397727326,0.445452705886379,0.4826188609785898
NA,b,5,Peru_2019,ACJ,NA,NA,PE_ACJ_B_5,Peru,0.5187373071414249,0.44545150871921857,0.4753301133785767
NA,c,1,Peru_2019,ACJ,NA,NA,PE_ACJ_C_1,Peru,0.5543097389326541,0.39449222200807593,0.4761068494647648
NA,c,2,Peru_2019,ACJ,NA,NA,PE_ACJ_C_2,Peru,0.6127488220062571,0.21110462749561634,0.3950008721907263
NA,c,3,Peru_2019,ACJ,NA,NA,PE_ACJ_C_3,Peru,0.59444884594494,0.19640707993727355,0.37781010008866844
NA,c,4,Peru_2019,ACJ,NA,NA,PE_ACJ_C_4,Peru,0.5536215937021491,0.3508647413030389,0.42012563037807726
NA,c,5,Peru_2019,ACJ,NA,NA,PE_ACJ_C_5,Peru,0.5619788402767654,0.14338680625317332,0.3355738115940622
NA,nb,1,Peru_2019,ACJ,NA,NA,PE_ACJ_NB_1,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,nb,2,Peru_2019,ACJ,NA,NA,PE_ACJ_NB_2,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,nb,3,Peru_2019,ACJ,NA,NA,PE_ACJ_NB_3,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,nb,4,Peru_2019,ACJ,NA,NA,PE_ACJ_NB_4,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,nb,5,Peru_2019,ACJ,NA,NA,PE_ACJ_NB_5,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,b,1,Peru_2019,PIL,NA,NA,PE_PIL_B_1,Peru,0.6031141863475324,0.06203098539948017,0.2614294049064229
NA,b,2,Peru_2019,PIL,NA,NA,PE_PIL_B_2,Peru,0.6031141863475324,0.06203098539948017,0.2614294049064229
NA,b,3,Peru_2019,PIL,NA,NA,PE_PIL_B_3,Peru,0.6031141863475324,0.06203098539948017,0.2614294049064229
NA,b,4,Peru_2019,PIL,NA,NA,PE_PIL_B_4,Peru,0.5669295653969991,0.006566946629559648,0.22255603804743007
NA,b,5,Peru_2019,PIL,NA,NA,PE_PIL_B_5,Peru,0.6172606868646251,0.0661894399715125,0.2593922930239091
NA,c,1,Peru_2019,PIL,NA,NA,PE_PIL_C_1,Peru,0.5318933976567196,0.016845070695797264,0.24650657735974293
NA,c,2,Peru_2019,PIL,NA,NA,PE_PIL_C_2,Peru,0.5359348750433932,0.011334767628742928,0.23987185951871656
NA,c,3,Peru_2019,PIL,NA,NA,PE_PIL_C_3,Peru,0.5341967456843664,0.012424597905092406,0.24326645538425162
NA,c,4,Peru_2019,PIL,NA,NA,PE_PIL_C_4,Peru,0.5380791318020998,0.015186761436366826,0.2493342207030081
NA,c,5,Peru_2019,PIL,NA,NA,PE_PIL_C_5,Peru,0.6031141863475324,0.06203098539948017,0.2614294049064229
NA,b,1,Peru_2019,QUE,NA,NA,PE_QUE_B_1,Peru,0.5562227952617796,0.29035651146832603,0.39702584191160145
NA,b,2,Peru_2019,QUE,NA,NA,PE_QUE_B_2,Peru,0.5490205532671667,0.29225370303790743,0.39884126428875927
NA,b,3,Peru_2019,QUE,NA,NA,PE_QUE_B_3,Peru,0.5788527256582813,0.2567325590800958,0.37174797114635627
NA,b,4,Peru_2019,QUE,NA,NA,PE_QUE_B_4,Peru,0.5703973592091334,0.24035897475943988,0.35932857399508145
NA,b,5,Peru_2019,QUE,NA,NA,PE_QUE_B_5,Peru,0.5434465309257646,0.09617649112592798,0.28689350418820236
NA,b,1,Peru_2019,TRE,NA,NA,PE_TRE_B_1,Peru,NA,NA,NA
NA,b,2,Peru_2019,TRE,NA,NA,PE_TRE_B_2,Peru,NA,NA,NA
NA,b,3,Peru_2019,TRE,NA,NA,PE_TRE_B_3,Peru,NA,NA,NA
NA,b,4,Peru_2019,TRE,NA,NA,PE_TRE_B_4,Peru,NA,NA,NA
NA,b,5,Peru_2019,TRE,NA,NA,PE_TRE_B_5,Peru,NA,NA,NA
NA,c,1,Peru_2019,TRE,NA,NA,PE_TRE_C_1,Peru,0.6586431367298257,0.02513319228827758,0.2930477992521346
NA,c,2,Peru_2019,TRE,NA,NA,PE_TRE_C_2,Peru,0.6411985672831508,0.028343455590030438,0.29296946802024987
NA,c,3,Peru_2019,TRE,NA,NA,PE_TRE_C_3,Peru,0.6083423386663975,0.04436640601216118,0.29950883056981703
NA,c,4,Peru_2019,TRE,NA,NA,PE_TRE_C_4,Peru,0.6462911759908786,0.03931731437993534,0.3101247183367549
NA,c,5,Peru_2019,TRE,NA,NA,PE_TRE_C_5,Peru,0.6462911759908786,0.03931731437993534,0.3101247183367549
NA,b,1,Peru_2019,WAY,NA,NA,PE_WAY_B_1,Peru,0.6164370469274632,0.26365592516893704,0.40031770324719806
NA,b,2,Peru_2019,WAY,NA,NA,PE_WAY_B_2,Peru,0.604334573216526,0.3142226754339564,0.42410382188514156
NA,b,3,Peru_2019,WAY,NA,NA,PE_WAY_B_3,Peru,0.5982525415789791,0.16182670011905861,0.35662935272629454
NA,b,4,Peru_2019,WAY,NA,NA,PE_WAY_B_4,Peru,0.6103595508722814,0.09765219115871669,0.3278711852059845
NA,b,5,Peru_2019,WAY,NA,NA,PE_WAY_B_5,Peru,0.6103595508722814,0.09765219115871669,0.3278711852059845
NA,c,1,Peru_2019,WAY,NA,NA,PE_WAY_C_1,Peru,0.62742874780831,0.07807337657526907,0.33802163253037065
NA,c,2,Peru_2019,WAY,NA,NA,PE_WAY_C_2,Peru,0.6328532353025718,0.057831579111668266,0.33657419790223875
NA,c,3,Peru_2019,WAY,NA,NA,PE_WAY_C_3,Peru,0.6358755065062143,0.05667516513639232,0.33155449586630953
NA,c,4,Peru_2019,WAY,NA,NA,PE_WAY_C_4,Peru,0.5857049735892303,0.02659902748266743,0.29743765858714616
NA,c,5,Peru_2019,WAY,NA,NA,PE_WAY_C_5,Peru,0.5845101482740702,0.02687092072012706,0.2980946655816813
NA,b,1,Peru_2020,ACJ,NA,NA,PE_ACJ_B_1,Peru,0.5108059544462404,0.4600275313383146,0.4844750087194304
NA,b,2,Peru_2020,ACJ,NA,NA,PE_ACJ_B_2,Peru,0.5108059544462404,0.4600275313383146,0.4844750087194304
NA,b,3,Peru_2020,ACJ,NA,NA,PE_ACJ_B_3,Peru,0.5125899625206592,0.4537344255867076,0.484166863454757
NA,b,4,Peru_2020,ACJ,NA,NA,PE_ACJ_B_4,Peru,0.5162760397727326,0.445452705886379,0.4826188609785898
NA,b,5,Peru_2020,ACJ,NA,NA,PE_ACJ_B_5,Peru,0.5187373071414249,0.44545150871921857,0.4753301133785767
NA,c,1,Peru_2020,ACJ,NA,NA,PE_ACJ_C_1,Peru,0.5543097389326541,0.39449222200807593,0.4761068494647648
NA,c,2,Peru_2020,ACJ,NA,NA,PE_ACJ_C_2,Peru,0.6127488220062571,0.21110462749561634,0.3950008721907263
NA,c,3,Peru_2020,ACJ,NA,NA,PE_ACJ_C_3,Peru,0.59444884594494,0.19640707993727355,0.37781010008866844
NA,c,4,Peru_2020,ACJ,NA,NA,PE_ACJ_C_4,Peru,0.5536215937021491,0.3508647413030389,0.42012563037807726
NA,c,5,Peru_2020,ACJ,NA,NA,PE_ACJ_C_5,Peru,0.5619788402767654,0.14338680625317332,0.3355738115940622
NA,nb,1,Peru_2020,ACJ,NA,NA,PE_ACJ_NB_1,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,nb,2,Peru_2020,ACJ,NA,NA,PE_ACJ_NB_2,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,nb,3,Peru_2020,ACJ,NA,NA,PE_ACJ_NB_3,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,nb,4,Peru_2020,ACJ,NA,NA,PE_ACJ_NB_4,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,nb,5,Peru_2020,ACJ,NA,NA,PE_ACJ_NB_5,Peru,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,b,1,Peru_2020,QUE,NA,NA,PE_QUE_B_1,Peru,0.5562227952617796,0.29035651146832603,0.39702584191160145
NA,b,2,Peru_2020,QUE,NA,NA,PE_QUE_B_2,Peru,0.5490205532671667,0.29225370303790743,0.39884126428875927
NA,b,3,Peru_2020,QUE,NA,NA,PE_QUE_B_3,Peru,0.5788527256582813,0.2567325590800958,0.37174797114635627
NA,b,4,Peru_2020,QUE,NA,NA,PE_QUE_B_4,Peru,0.5703973592091334,0.24035897475943988,0.35932857399508145
NA,b,5,Peru_2020,QUE,NA,NA,PE_QUE_B_5,Peru,0.5434465309257646,0.09617649112592798,0.28689350418820236
NA,b,1,Peru_2020,TRE,NA,NA,PE_TRE_B_1,Peru,NA,NA,NA
NA,b,2,Peru_2020,TRE,NA,NA,PE_TRE_B_2,Peru,NA,NA,NA
NA,b,3,Peru_2020,TRE,NA,NA,PE_TRE_B_3,Peru,NA,NA,NA
NA,b,4,Peru_2020,TRE,NA,NA,PE_TRE_B_4,Peru,NA,NA,NA
NA,b,5,Peru_2020,TRE,NA,NA,PE_TRE_B_5,Peru,NA,NA,NA
NA,c,1,Peru_2020,TRE,NA,NA,PE_TRE_C_1,Peru,0.6586431367298257,0.02513319228827758,0.2930477992521346
NA,c,2,Peru_2020,TRE,NA,NA,PE_TRE_C_2,Peru,0.6411985672831508,0.028343455590030438,0.29296946802024987
NA,c,3,Peru_2020,TRE,NA,NA,PE_TRE_C_3,Peru,0.6083423386663975,0.04436640601216118,0.29950883056981703
NA,c,4,Peru_2020,TRE,NA,NA,PE_TRE_C_4,Peru,0.6462911759908786,0.03931731437993534,0.3101247183367549
NA,c,5,Peru_2020,TRE,NA,NA,PE_TRE_C_5,Peru,0.6462911759908786,0.03931731437993534,0.3101247183367549
NA,b,1,Peru_2020,WAY,NA,NA,PE_WAY_B_1,Peru,0.6164370469274632,0.26365592516893704,0.40031770324719806
NA,b,2,Peru_2020,WAY,NA,NA,PE_WAY_B_2,Peru,0.604334573216526,0.3142226754339564,0.42410382188514156
NA,b,3,Peru_2020,WAY,NA,NA,PE_WAY_B_3,Peru,0.5982525415789791,0.16182670011905861,0.35662935272629454
NA,b,4,Peru_2020,WAY,NA,NA,PE_WAY_B_4,Peru,0.6103595508722814,0.09765219115871669,0.3278711852059845
NA,b,5,Peru_2020,WAY,NA,NA,PE_WAY_B_5,Peru,0.6103595508722814,0.09765219115871669,0.3278711852059845
NA,c,1,Peru_2020,WAY,NA,NA,PE_WAY_C_1,Peru,0.62742874780831,0.07807337657526907,0.33802163253037065
NA,c,2,Peru_2020,WAY,NA,NA,PE_WAY_C_2,Peru,0.6328532353025718,0.057831579111668266,0.33657419790223875
NA,c,3,Peru_2020,WAY,NA,NA,PE_WAY_C_3,Peru,0.6358755065062143,0.05667516513639232,0.33155449586630953
NA,c,4,Peru_2020,WAY,NA,NA,PE_WAY_C_4,Peru,0.5857049735892303,0.02659902748266743,0.29743765858714616
NA,c,5,Peru_2020,WAY,NA,NA,PE_WAY_C_5,Peru,0.5845101482740702,0.02687092072012706,0.2980946655816813
NA,nb,NA,NA,ACJ,NA,NA,NA,NA,0.6747241058728735,0.054697349942153826,0.3641669593455909
NA,c,3,NA,OCC,NA,NA,NA,NA,0.5540342248620599,0.04123173712553696,0.2687603712818094
NA,c,4,NA,OCC,NA,NA,NA,NA,0.5440811390005887,0.05719390925779717,0.27845492387615495
NA,c,2,NA,OCC,NA,NA,NA,NA,0.5519444557113649,0.03990556589704066,0.2675323742042578
NA,c,1,NA,OCC,NA,NA,NA,NA,0.5777269583803946,0.06747651346039192,0.29713892734622405
NA,c,5,NA,OCC,NA,NA,NA,NA,0.5376280899680939,0.07450374061222123,0.2888238445056627
NA,nb,1,NA,QUE,NA,NA,NA,NA,0.5562227952617796,0.29035651146832603,0.39702584191160145
NA,nb,2,NA,QUE,NA,NA,NA,NA,0.5490205532671667,0.29225370303790743,0.39884126428875927
NA,nb,4,NA,QUE,NA,NA,NA,NA,0.5703973592091334,0.24035897475943988,0.35932857399508145
NA,nb,3,NA,QUE,NA,NA,NA,NA,0.5788527256582813,0.2567325590800958,0.37174797114635627
NA,nb,5,NA,QUE,NA,NA,NA,NA,0.5434465309257646,0.09617649112592798,0.28689350418820236
NA,nb,1,NA,TRE,NA,NA,NA,NA,0.5125252608047122,0.01408920352676283,0.22454942183042603
NA,nb,2,NA,TRE,NA,NA,NA,NA,0.511917091023175,0.013939551955415495,0.22367821050454958
NA,nb,3,NA,TRE,NA,NA,NA,NA,0.5336316423603567,0.01540700810165578,0.21563109692977908
NA,nb,4,NA,TRE,NA,NA,NA,NA,0.5087031509407934,0.015134707123283195,0.22741959093170835
NA,nb,5,NA,TRE,NA,NA,NA,NA,0.5622657711670961,0.03351333454352434,0.22223717871452947
469,c,TTC 141,Norway_2022,Vik,60.8802,7.1699,NO_Vik_A_TTC 141,Norway,0.6781816844054334,0.00394654092984905,0.21551419722121357
469,c,TTC 146,Norway_2022,Vik,60.8802,7.1699,NO_Vik_A_TTC 146,Norway,0.6781816844054334,0.00394654092984905,0.21551419722121357
2089,c,4 AN1C 4,Norway_2022,Lia,60.8599,7.195,NO_Lia_A_4 AN1C 4,Norway,0.3762480466175697,0.006156898524525711,0.11859021079378661
2089,c,27 AN3C 27,Norway_2022,Lia,60.8599,7.195,NO_Lia_A_27 AN3C 27,Norway,0.3762480466175697,0.006156898524525711,0.11859021079378661
2089,c,77 AN2C 77,Norway_2022,Lia,60.8599,7.195,NO_Lia_A_77 AN2C 77,Norway,0.3762480466175697,0.006156898524525711,0.11859021079378661
1256,c,109 AN3C 109,Norway_2022,Joa,60.8618,7.168,NO_Joa_A_109 AN3C 109,Norway,0.759169933261057,0.0015070795571313703,0.21946452929405832
1256,c,81 AN1C 81,Norway_2022,Joa,60.8618,7.168,NO_Joa_A_81 AN1C 81,Norway,0.759169933261057,0.0015070795571313703,0.21946452929405832
1256,c,156 AN2C 156,Norway_2022,Joa,60.8618,7.168,NO_Joa_A_156 AN2C 156,Norway,0.759169933261057,0.0015070795571313703,0.21946452929405832
1432,c,TTC 110,Norway_2022,Hog,60.876,7.17666,NO_Hog_A_TTC 110,Norway,0.8457982567581287,0.007649641763643578,0.31622977660323026
1432,c,TTC 115,Norway_2022,Hog,60.876,7.17666,NO_Hog_A_TTC 115,Norway,0.8457982567581287,0.007649641763643578,0.31622977660323026
1432,c,TTC 101,Norway_2022,Hog,60.876,7.17666,NO_Hog_A_TTC 101,Norway,0.8457982567581287,0.007649641763643578,0.31622977660323026
80,otc,BIS-1,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_1,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
80,c,BIS-10,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_10,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
80,c,BIS-2,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_2,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
80,c,BIS-3,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_3,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
80,otc,BIS-4,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_4,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
80,otc,BIS-5,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_5,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
80,c,BIS-6,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_6,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
80,otc,BIS-7,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_7,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
80,c,BIS-8,Svalbard_2018,ITEX,78.183,15.75,SV_ITEXBIS_8,Svalbard,0.5530617185167661,1.1631818314274043e-6,0.08046855293951863
