year,site_clean,season,date,sample,tin_g,wet_g,dry_tot_g,rocks_g,bio_g,dry_soil_g,percent_moisture,pre_burn_g,post_burn_g,loc_g,percent_soc,notas,notas_1,dry_24_g,a,b,c_,d,moisture_percent_2022,loc_2022,soc_2022
2004,road,early,2004-06-10,1,1.261,7.684,7.449,,,6.188,,,,,,EARLY,,,6.423,,,6.188,,,
2004,road,early,2004-06-10,2,1.255,6.543,6.273,,,5.018,,,,,,EARLY,,,5.288,,,5.018,,,
2004,road,early,2004-06-10,3,1.262,6.293,6.106,,,4.844,,,,,,EARLY,,,5.031,,,4.844,,,
2004,road,early,2004-06-10,4,1.254,6.852,6.314,,,5.06,,,,,,EARLY,,,5.598,,,5.06,,,
2004,road,early,2004-06-10,5,1.267,6.776,5.973,,,4.706,,,,,,EARLY,,,5.509,,,4.706,,,
2004,cbt,early,2004-06-14,1,1.256,7.186,6.972,,,5.716,,,,,,EARLY,,,5.93,,,5.716,,,
2004,cbt,early,2004-06-14,2,1.263,8.619,8.318,,,7.055,,,,,,EARLY,,,7.356,,,7.055,,,
2004,cbt,early,2004-06-14,3,1.27,6.074,4.994,,,3.724,,,,,,EARLY,,,4.804,,,3.724,,,
2004,cbt,early,2004-06-14,4,1.279,6.695,6.196,,,4.917,,,,,,EARLY,,,5.416,,,4.917,,,
2004,cbt,early,2004-06-14,5,1.278,6.928,6.449,,,5.171,,,,,,EARLY,,,5.65,,,5.171,,,
2004,pfeiler,early,2004-06-24,1,2.231,7.95,7.392,,,5.161,,,,,,EARLY,,,5.719,,,5.161,,,
2004,pfeiler,early,2004-06-24,2,2.203,8.222,7.841,,,5.638,,,,,,EARLY,,,6.019,,,5.638,,,
2004,pfeiler,early,2004-06-24,3,2.217,7.281,6.905,,,4.688,,,,,,EARLY,,,5.064,,,4.688,,,
2004,pfeiler,early,2004-06-24,4,2.234,7.555,7.232,,,4.998,,,,,,EARLY,,,5.321,,,4.998,,,
2004,pfeiler,early,2004-06-24,5,2.219,7.669,7.393,,,5.174,,,,,,EARLY,,,5.45,,,5.174,,,
2004,pbm,early,2004-06-25,1,2.19,9.24,8.871,,,6.681,,,,,,EARLY,,,7.05,,,6.681,,,
2004,pbm,early,2004-06-25,2,2.199,9.071,8.622,,,6.423,,,,,,EARLY,,,6.872,,,6.423,,,
2004,pbm,early,2004-06-25,3,2.198,9.203,8.897,,,6.699,,,,,,EARLY,,,7.005,,,6.699,,,
2004,pbm,early,2004-06-25,4,2.188,8.013,7.787,,,5.599,,,,,,EARLY,,,5.825,,,5.599,,,
2004,pbm,early,2004-06-25,5,2.176,8.681,7.99,,,5.814,,,,,,EARLY,,,6.505,,,5.814,,,
2004,cbt,late,2004-07-06,1,2.236,8.539,7.923,,,5.687,,,,,,LATE,,,6.303,,,5.687,,,
2004,cbt,late,2004-07-06,2,2.216,8.782,8.089,,,5.873,,,,,,LATE,,,6.566,,,5.873,,,
2004,cbt,late,2004-07-06,3,2.222,8.324,6.921,,,4.699,,,,,,LATE,,,6.102,,,4.699,,,
2004,cbt,late,2004-07-06,4,2.242,9.82,8.77,,,6.528,,,,,,LATE,,,7.578,,,6.528,,,
2004,cbt,late,2004-07-06,5,2.225,8.684,7.531,,,5.306,,,,,,LATE,,,6.459,,,5.306,,,
2004,road,late,2004-07-09,1,2.216,7.884,7.662,,,5.446,,,,,,LATE,,,5.668,,,5.446,,,
2004,road,late,2004-07-09,2,2.21,9.176,8.654,,,6.444,,,,,,LATE,,,6.966,,,6.444,,,
2004,road,late,2004-07-09,3,2.226,7.544,7.207,,,4.981,,,,,,LATE,,,5.318,,,4.981,,,
2004,road,late,2004-07-09,4,2.207,8.736,7.751,,,5.544,,,,,,LATE,,,6.529,,,5.544,,,
2004,road,late,2004-07-09,5,2.193,8.515,7.523,,,5.33,,,,,,LATE,,,6.322,,,5.33,,,
2004,pfeiler,late,2004-07-14,1,1.262,7.527,6.998,,,5.736,,,,,,LATE,,,6.265,,,5.736,,,
2004,pfeiler,late,2004-07-14,2,1.264,8.185,7.871,,,6.607,,,,,,LATE,,,6.921,,,6.607,,,
2004,pfeiler,late,2004-07-14,3,1.267,6.87,6.553,,,5.286,,,,,,LATE,,,5.603,,,5.286,,,
2004,pfeiler,late,2004-07-14,4,1.275,7.027,6.826,,,5.551,,,,,,LATE,,,5.752,,,5.551,,,
2004,pfeiler,late,2004-07-14,5,1.262,8.639,8.257,,,6.995,,,,,,LATE,,,7.377,,,6.995,,,
2004,pbm,late,2004-07-15,1,1.258,7.43,7.088,,,5.83,,,,,,LATE,,,6.172,,,5.83,,,
2004,pbm,late,2004-07-15,2,1.271,7.662,7.198,,,5.927,,,,,,LATE,,,6.391,,,5.927,,,
2004,pbm,late,2004-07-15,3,1.265,7.913,7.246,,,5.981,,,,,,LATE,,,6.648,,,5.981,,,
2004,pbm,late,2004-07-15,4,1.264,9.278,8.842,,,7.578,,,,,,LATE,,,8.014,,,7.578,,,
2004,pbm,late,2004-07-15,5,1.263,7.949,7.549,,,6.286,,,,,,LATE,,,6.686,,,6.286,,,
2005,cbt,,2005-06-23,1,1.699,7.269,6.759,,,,0.075454949,,,,,,,,5.57,,,,,,
2005,cbt,,2005-06-23,2,1.701,10.779,10.117,,,,0.065434417,,,,,,,,9.078,,,,,,
2005,cbt,,2005-06-23,3,1.711,7.093,6.051,,,,0.172202942,,,,,,,,5.382,,,,,,
2005,cbt,,2005-06-23,4,1.703,8.072,7.438,,,,0.085237967,,,,,,,,6.369,,,,,,
2005,cbt,,2005-06-23,5,1.707,7.163,7.119,,,,0.006180643,,,,,,,,5.456,,,,,,
2005,road,,2005-06-29,1,1.72,7.859,7.509,,,,0.046610734,,,,,,,,6.139,,,,,,
2005,road,,2005-06-29,2,1.721,8.822,8.38,,,,0.05274463,,,,,,,,7.101,,,,,,
2005,road,,2005-06-29,3,1.724,8.713,8.013,,,,0.087358043,,,,,,,,6.989,,,,,,
2005,road,,2005-06-29,4,1.718,9.597,8.773,,,,0.093924541,,,,,,,,7.879,,,,,,
2005,road,,2005-06-29,5,1.717,7.621,6.447,,,,0.182100202,,,,,,,,5.904,,,,,,
2005,pfeiler,,2005-07-06,1,1.713,8.553,8.048,,,,0.062748509,,,,,,,,6.84,,,,,,
2005,pfeiler,,2005-07-06,2,1.715,8.455,7.951,,,,0.063388253,,,,,,,,6.74,,,,,,
2005,pfeiler,,2005-07-06,3,1.725,9.808,9.31,,,,0.05349087,,,,,,,,8.083,,,,,,
2005,pfeiler,,2005-07-06,4,1.72,10.823,10.294,,,,0.051389159,,,,,,,,9.103,,,,,,
2005,pfeiler,,2005-07-06,5,1.72,8.573,8.195,,,,0.046125686,,,,,,,,6.853,,,,,,
2005,pbm,,2005-07-12,1,1.714,8.229,7.543,,,,0.090945247,,,,,,,,6.515,,,,,,
2005,pbm,,2005-07-12,2,1.715,7.909,7.637,,,,0.03561608,,,,,,,,6.194,,,,,,
2005,pbm,,2005-07-12,3,1.721,8.599,8.235,,,,0.044201579,,,,,,,,6.878,,,,,,
2005,pbm,,2005-07-12,4,1.717,7.778,7.373,,,,0.054930151,,,,,,,,6.061,,,,,,
2005,pbm,,2005-07-12,5,1.725,7.894,7.462,,,,0.057893326,,,,,,,,6.169,,,,,,
2006,almont,,2006-05-27,1a,1.675,11.428,10.79,2.55,,,0.097182026,9.877,9.471,0.406,2.475006096,There was no measurement on 05-27 at Almont - Is this 06-09?,,8.24,9.753,0.875,,,,0.406,0.203
2006,almont,,2006-05-27,1b,1.682,12.655,11.924,2.815,,,0.098424667,10.718,10.398,0.32,1.770694998,,,9.109,10.973,1.133,,,,0.32,0.16
2006,almont,,2006-05-27,2a,1.687,12.44,11.898,3.204,,,0.07735122,10.341,10.024,0.317,1.831522995,,,8.694,10.753,1.517,,,,0.317,0.1585
2006,almont,,2006-05-27,2b,1.705,12.921,12.458,3.064,,,0.060215893,10.39,10.059,0.331,1.905584341,,,9.394,11.216,1.359,,,,0.331,0.1655
2006,almont,,2006-05-27,3a,1.706,12.023,11.525,2.155,,,0.064979123,10.829,10.488,0.341,1.868902773,,,9.37,10.317,0.449,,,,0.341,0.1705
2006,almont,,2006-05-27,3b,1.698,12.48,12.044,3.76,,,0.066201032,9.869,9.616,0.253,1.54815812,,,8.284,10.782,2.062,,,,0.253,0.1265
2006,almont,,2006-05-27,4a,1.701,12.723,12.234,2.196,,,0.058654192,8.558,8.327,0.231,1.684410092,,,10.038,11.022,0.495,,,,0.231,0.1155
2006,almont,,2006-05-27,4b,1.681,12.79,11.921,4.339,,,0.147263176,9.131,8.906,0.225,1.510067114,,,7.582,11.109,2.658,,,,0.225,0.1125
2006,almont,,2006-05-27,5a,1.706,12.495,11.925,3.356,,,0.083054058,10.298,10.078,0.22,1.280260708,,,8.569,10.789,1.65,,,,0.22,0.11
2006,almont,,2006-05-27,5b,1.704,12.752,12.098,3.604,,,0.096318115,10.166,9.901,0.265,1.565823682,,,8.494,11.048,1.9,,,,0.265,0.1325
2006,almont,,2006-06-28,1a,1.675,12.376,11.688,2.727,,,0.09442767,9.87,9.573,0.297,1.812080537,,,8.961,10.701,1.052,,,,0.297,0.1485
2006,almont,,2006-06-28,1b,1.682,12.301,11.545,2.396,,,0.10124548,9.635,9.39,0.245,1.540299258,,,9.149,10.619,0.714,,,,0.245,0.1225
2006,almont,,2006-06-28,2a,1.687,12.042,11.527,3.43,,,0.080343214,9.064,8.82,0.244,1.653788803,,,8.097,10.355,1.743,,,,0.244,0.122
2006,almont,,2006-06-28,2b,1.705,12.306,11.854,2.153,,,0.056528264,9.279,9.033,0.246,1.623976763,,,9.701,10.601,0.448,,,,0.246,0.123
2006,almont,,2006-06-28,3a,1.706,12.431,11.981,2.528,,,0.058087001,9.628,9.373,0.255,1.60944206,,,9.453,10.725,0.822,,,,0.255,0.1275
2006,almont,,2006-06-28,3b,1.698,12.243,11.917,2.568,,,0.042608809,9.729,9.484,0.245,1.52533931,,,9.349,10.545,0.87,,,,0.245,0.1225
2006,almont,,2006-06-28,4a,1.701,12.261,11.733,3.226,,,0.077578607,9.494,9.191,0.303,1.944052355,,,8.507,10.56,1.525,,,,0.303,0.1515
2006,almont,,2006-06-28,4b,1.681,12.71,12.039,3.713,,,0.100978179,9.252,9.04,0.212,1.40007925,,,8.326,11.029,2.032,,,,0.212,0.106
2006,almont,,2006-06-28,5a,1.706,12.956,12.318,3.56,,,0.090470788,8.926,8.692,0.234,1.620498615,,,8.758,11.25,1.854,,,,0.234,0.117
2006,almont,,2006-06-28,5b,1.704,12.181,11.717,3.753,,,0.074121406,9.332,9.102,0.23,1.507603566,,,7.964,10.477,2.049,,,,0.23,0.115
2006,cbt,,2006-05-27,1a,1.709,12.313,11.416,3.688,,,0.149028078,,,,,No Carbon Burn done,,7.728,10.604,1.979,,,,,
2006,cbt,,2006-05-27,1b,1.699,12.518,11.816,6.949,,,0.221590909,,,,,No Carbon Burn done,,4.867,10.819,5.25,,,,,
2006,cbt,,2006-05-27,2a,1.708,12.435,11.795,3.978,,,0.104763464,,,,,No Carbon Burn done,,7.817,10.727,2.27,,,,,
2006,cbt,,2006-05-27,2b,1.696,12.979,11.842,4.385,,,0.197361569,,,,,No Carbon Burn done,,7.457,11.283,2.689,,,,,
2006,cbt,,2006-05-27,3a,1.696,12.754,10.965,2.379,,,0.259651669,,,,,No Carbon Burn done,,8.586,11.058,0.683,,,,,
2006,cbt,,2006-05-27,3b,1.702,12.129,9.565,3.011,,,0.52844188,,,,,No Carbon Burn done,,6.554,10.427,1.309,,,,,
2006,cbt,,2006-05-27,4a,1.7,12.06,11.332,5.044,,,0.158674804,,,,,No Carbon Burn done,,6.288,10.36,3.344,,,,,
2006,cbt,,2006-05-27,4b,1.715,12.683,11.757,4.142,,,0.156949153,,,,,No Carbon Burn done,,7.615,10.968,2.427,,,,,
2006,cbt,,2006-05-27,5a,1.707,12.146,11.577,5.482,,,0.129671832,,,,,No Carbon Burn done,,6.095,10.439,3.775,,,,,
2006,cbt,,2006-05-27,5b,1.69,12.836,12.125,5.049,,,0.132008912,,,,,No Carbon Burn done,,7.076,11.146,3.359,,,,,
2006,cbt,,2006-06-01,1a,1.709,12.313,,,,,,,,,,,,7.29,10.604,,,,,,
2006,cbt,,2006-06-01,1b,1.699,12.518,,,,,,,,,,,,6.82,10.819,,,,,,
2006,cbt,,2006-06-01,2a,1.708,12.435,,,,,,,,,,,,6.47,10.727,,,,,,
2006,cbt,,2006-06-01,2b,1.696,12.979,,,,,,,,,,,,6.093,11.283,,,,,,
2006,cbt,,2006-06-01,3a,1.696,12.754,,,,,,,,,,,,5.3,11.058,,,,,,
2006,cbt,,2006-06-01,3b,1.702,12.129,,,,,,,,,,,,6.03,10.427,,,,,,
2006,cbt,,2006-06-01,4a,1.7,12.06,,,,,,,,,,,,5.441,10.36,,,,,,
2006,cbt,,2006-06-01,4b,1.715,12.683,,,,,,,,,,,,6.71,10.968,,,,,,
2006,cbt,,2006-06-01,5a,1.707,12.146,,,,,,,,,,,,6.459,10.439,,,,,,
2006,cbt,,2006-06-01,5b,1.69,12.836,,,,,,,,,,,,7.478,11.146,,,,,,
2006,cbt,,2006-06-09,1a,1.709,12.45,10.467,3.177,,,0.355312668,8.984,8.441,0.543,3.731958763,DATA LOST,,,10.741,1.468,,,,0.543,0.2715
2006,cbt,,2006-06-09,1b,1.699,12.478,10.308,3.488,,,0.423745362,8.427,7.827,0.6,4.458977408,DATA LOST,,,10.779,1.789,,,,0.6,0.3
2006,cbt,,2006-06-09,2a,1.708,12.373,10.342,3.872,,,0.42650147,8.088,7.56,0.528,4.137931034,DATA LOST,,,10.665,2.164,,,,0.528,0.264
2006,cbt,,2006-06-09,2b,1.696,12.389,10.386,4.293,,,0.455537867,7.628,7.1,0.528,4.450438301,DATA LOST,,,10.693,2.597,,,,0.528,0.264
2006,cbt,,2006-06-09,3a,1.696,12.041,9.9,4.6,,,0.594062153,6.024,5.456,0.568,6.561922366,DATA LOST,,,10.345,2.904,,,,0.568,0.284
2006,cbt,,2006-06-09,3b,1.702,12.333,9.68,3.65,,,0.612985213,7.214,6.487,0.727,6.594702467,DATA LOST,,,10.631,1.948,,,,0.727,0.3635
2006,cbt,,2006-06-09,4a,1.7,12.682,10.911,5.47,,,0.473402833,7.131,6.765,0.366,3.369545203,DATA LOST,,,10.982,3.77,,,,0.366,0.183
2006,cbt,,2006-06-09,4b,1.715,12.322,10.572,3.862,,,0.35035035,8.435,8.122,0.313,2.328869048,DATA LOST,,,10.607,2.147,,,,0.313,0.1565
2006,cbt,,2006-06-09,5a,1.707,12.779,10.585,4.126,,,0.461700337,8.118,7.562,0.556,4.33629699,DATA LOST,,,11.072,2.419,,,,0.556,0.278
2006,cbt,,2006-06-09,5b,1.69,12.922,10.169,2.691,,,0.475639254,8.569,7.857,0.712,5.17517081,DATA LOST,,,11.232,1.001,,,,0.712,0.356
2006,cbt,,2006-06-23,1a,1.675,12.709,12.357,4.544,,,0.05734767,8.85,8.358,0.492,3.428571429,,,7.813,11.034,2.869,,,,0.492,0.246
2006,cbt,,2006-06-23,1b,1.695,12.881,12.443,5.771,,,0.088004822,7.901,7.414,0.487,3.923622301,,,6.672,11.186,4.076,,,,0.487,0.2435
2006,cbt,,2006-06-23,2a,1.7,12.142,11.73,3.329,,,0.061483361,8.875,8.275,0.6,4.181184669,,,8.401,10.442,1.629,,,,0.6,0.3
2006,cbt,,2006-06-23,2b,1.708,12.264,11.537,4.559,,,0.137950664,8.415,7.878,0.537,4.003280155,,,6.978,10.556,2.851,,,,0.537,0.2685
2006,cbt,,2006-06-23,3a,1.704,12.851,11.963,4.642,,,0.158091508,7.685,7.077,0.608,5.08276208,,,7.321,11.147,2.938,,,,0.608,0.304
2006,cbt,,2006-06-23,3b,1.696,12.687,11.442,4.094,,,0.220276008,6.148,5.631,0.517,5.806379155,,,7.348,10.991,2.398,,,,0.517,0.2585
2006,cbt,,2006-06-23,4a,1.698,12.454,11.884,4.86,,,0.107022155,7.819,7.378,0.441,3.602352557,,,7.024,10.756,3.162,,,,0.441,0.2205
2006,cbt,,2006-06-23,4b,1.693,12.629,12.231,5.315,,,0.076201417,7.78,7.302,0.478,3.926400526,,,6.916,10.936,3.622,,,,0.478,0.239
2006,cbt,,2006-06-23,5a,1.705,12.601,11.462,3.792,,,0.190947192,6.535,6.076,0.459,4.751552795,,,7.67,10.896,2.087,,,,0.459,0.2295
2006,cbt,,2006-06-23,5b,1.7,12.384,11.921,4.556,,,0.081729921,8.445,7.969,0.476,3.528539659,,,7.365,10.684,2.856,,,,0.476,0.238
2006,cbt,,2006-07-07,1a,1.714,21.095,18.462,5.696,,,0.207715368,9.171,8.625,0.546,3.660989674,,,14.39,19.381,3.982,,,,0.546,0.273
2006,cbt,,2006-07-07,1b,1.694,20.439,17.319,4.621,,,0.247560105,9.476,8.901,0.575,3.694423027,ants!,,14.297,18.745,2.927,,,,0.575,0.2875
2006,cbt,,2006-07-07,2a,1.707,22.361,19.102,5.481,,,0.242467078,8.613,8,0.613,4.438169708,,,15.148,20.654,3.774,,,,0.613,0.3065
2006,cbt,,2006-07-07,2b,1.702,24.062,20.427,4.698,,,0.231720533,8.419,7.874,0.545,4.056870627,,,17.389,22.36,2.996,,,,0.545,0.2725
2006,cbt,,2006-07-07,3a,1.685,21.395,16.894,3.462,,,0.338879687,9.382,8.548,0.834,5.417695206,,,14.967,19.71,1.777,,,,0.834,0.417
2006,cbt,,2006-07-07,3b,1.701,19.995,15.027,1.917,,,0.384074217,8.985,8.105,0.88,6.040637013,,,14.636,18.294,0.216,,,,0.88,0.44
2006,cbt,,2006-07-07,4a,1.683,20.757,16.368,5.393,,,0.410225255,8.14,7.496,0.644,4.986835992,,,12.382,19.074,3.71,,,,0.644,0.322
2006,cbt,,2006-07-07,4b,1.714,21.49,18.737,7.788,,,0.253685957,7.303,6.95,0.353,3.157988907,,,12.566,19.776,6.074,,,,0.353,0.1765
2006,cbt,,2006-07-07,5a,1.709,17.918,15.124,4.253,,,0.259424327,8.898,8.414,0.484,3.366253999,,,12.479,16.209,2.544,,,,0.484,0.242
2006,cbt,,2006-07-07,5b,1.7,21.907,18.778,6.539,,,0.257615676,9.686,9.009,0.677,4.238667668,,,13.846,20.207,4.839,,,,0.677,0.3385
2006,cbt,,2006-07-20,1a,1.69,16.716,15.211,3.983,,,0.134820389,10.015,9.49,0.525,3.153153153,,,12.853,15.026,2.293,,,,0.525,0.2625
2006,cbt,,2006-07-20,1b,1.69,18.663,17.143,4.19,,,0.119038296,9.701,9.138,0.563,3.513918362,,,14.459,16.973,2.5,,,,0.563,0.2815
2006,cbt,,2006-07-20,2a,1.674,18.781,16.594,3.977,,,0.174138068,9.528,8.921,0.607,3.864272982,,,14.233,17.107,2.303,,,,0.607,0.3035
2006,cbt,,2006-07-20,2b,1.702,16.083,14.725,3.373,,,0.120368729,9.378,8.791,0.587,3.823606045,,,12.984,14.381,1.671,,,,0.587,0.2935
2006,cbt,,2006-07-20,3a,1.69,18.588,15.484,2.019,,,0.233488792,9.186,8.354,0.832,5.549626467,,,14.984,16.898,0.329,,,,0.832,0.416
2006,cbt,,2006-07-20,3b,1.702,14.382,11.59,1.818,,,0.288191577,9.295,8.432,0.863,5.682865797,,,11.39,12.68,0.116,,,,0.863,0.4315
2006,cbt,,2006-07-20,4a,1.688,17.733,15.587,6.092,,,0.234305055,10.847,9.999,0.848,4.629326346,,,10.847,16.045,4.404,,,,0.848,0.424
2006,cbt,,2006-07-20,4b,1.702,14.36,13.073,5.473,,,0.170373312,9.256,8.647,0.609,4.030976966,,,9.256,12.658,3.771,,,,0.609,0.3045
2006,cbt,,2006-07-20,5a,1.682,19.02,16.529,3.933,,,0.199184391,9.636,8.961,0.675,4.243148102,,,14.188,17.338,2.251,,,,0.675,0.3375
2006,cbt,,2006-07-20,5b,1.714,15.116,13.216,4.596,,,0.223713647,10.207,9.528,0.679,3.997409631,,,10.207,13.402,2.882,,,,0.679,0.3395
2006,pbm,,2006-06-15,1a,1.693,12.6,10.156,3.519,,,0.49433657,7.461,6.259,1.202,10.41955617,,,6.637,10.907,1.826,,,,1.202,0.601
2006,pbm,,2006-06-15,1b,1.688,12.698,11.304,4.916,,,0.296595745,8.021,7.533,0.488,3.85283436,,,6.388,11.01,3.228,,,,0.488,0.244
2006,pbm,,2006-06-15,2a,1.688,12.261,11.308,3.72,,,0.161525424,9.205,8.836,0.369,2.45443661,,,7.588,10.573,2.032,,,,0.369,0.1845
2006,pbm,,2006-06-15,2b,1.695,12.368,11.14,3.925,,,0.222463768,8.891,8.523,0.368,2.556976098,,,7.215,10.673,2.23,,,,0.368,0.184
2006,pbm,,2006-06-15,3a,1.691,12.787,12.022,11.422,,,-0.701191567,10.505,10.232,0.273,1.548672566,12 g rocks??,,0.6,11.096,9.731,,,,0.273,0.1365
2006,pbm,,2006-06-15,3b,1.698,12.087,11.422,4.304,,,0.122693727,8.977,8.709,0.268,1.840912213,,,7.118,10.389,2.606,,,,0.268,0.134
2006,pbm,,2006-06-15,4a,1.691,12.212,11.435,5.502,,,0.183168317,7.348,7.101,0.247,2.183135938,,,5.933,10.521,3.811,,,,0.247,0.1235
2006,pbm,,2006-06-15,4b,1.699,12.112,11.438,5.59,,,0.162448783,7.438,7.234,0.204,1.777313121,,,5.848,10.413,3.891,,,,0.204,0.102
2006,pbm,,2006-06-15,5a,1.682,12.469,11.939,6.738,,,0.150610969,7.281,6.985,0.296,2.643329166,,,5.201,10.787,5.056,,,,0.296,0.148
2006,pbm,,2006-06-15,5b,1.693,12.418,11.651,5.094,,,0.157689145,7.91,7.572,0.338,2.718352903,,,6.557,10.725,3.401,,,,0.338,0.169
2006,pbm,,2006-06-30,1a,1.693,12.606,11.651,4.627,,,0.179140874,8.279,7.809,0.47,3.568174916,,,7.024,10.913,2.934,,,,0.47,0.235
2006,pbm,,2006-06-30,1b,1.688,12.414,10.987,5.455,,,0.371227888,7.209,6.757,0.452,4.093461329,,,5.532,10.726,3.767,,,,0.452,0.226
2006,pbm,,2006-06-30,2a,1.688,12.442,11.438,5.281,,,0.22465876,7.369,7.097,0.272,2.393944728,,,6.157,10.754,3.593,,,,0.272,0.136
2006,pbm,,2006-06-30,2b,1.695,12.444,11.736,5.553,,,0.157754011,6.656,6.411,0.245,2.46926023,,,6.183,10.749,3.858,,,,0.245,0.1225
2006,pbm,,2006-06-30,3a,1.691,12.12,11.572,4.382,,,0.099654483,8.848,8.634,0.214,1.495039821,,,7.19,10.429,2.691,,,,0.214,0.107
2006,pbm,,2006-06-30,3b,1.698,12.4,11.737,4.414,,,0.117866667,7.334,7.079,0.255,2.262242725,,,7.323,10.702,2.716,,,,0.255,0.1275
2006,pbm,,2006-06-30,4a,1.691,12.156,11.589,5.588,,,0.131554524,7.172,6.931,0.241,2.198503923,,,6.001,10.465,3.897,,,,0.241,0.1205
2006,pbm,,2006-06-30,4b,1.699,12.312,11.719,5.18,,,0.122520661,7.883,7.636,0.247,1.997089263,,,6.539,10.613,3.481,,,,0.247,0.1235
2006,pbm,,2006-06-30,5a,1.692,12.283,11.754,5.226,,,0.109387924,7.944,7.652,0.292,2.335252719,,,6.528,10.591,3.534,,,,0.292,0.146
2006,pbm,,2006-06-30,5b,1.693,12.492,11.915,6.527,,,0.156156969,6.833,6.57,0.263,2.558365759,,,5.388,10.799,4.834,,,,0.263,0.1315
2006,pbm,,2006-07-14,1a,1.678,16.086,12.866,6.139,,,0.486993345,8.29,7.483,0.807,6.102540835,,,8.29,14.408,4.461,,,,0.807,0.4035
2006,pbm,,2006-07-14,1b,1.705,16.905,14.089,5.103,,,0.315059297,8.975,8.493,0.482,3.314993122,,,10.643,15.2,3.398,,,,0.482,0.241
2006,pbm,,2006-07-14,2a,1.723,17.934,15.154,4.923,,,0.273541277,9.642,9.283,0.359,2.266700341,,,11.886,16.211,3.2,,,,0.359,0.1795
2006,pbm,,2006-07-14,2b,1.675,24.051,21.397,5.782,,,0.170324734,9.149,8.912,0.237,1.585496387,,,17.257,22.376,4.107,,,,0.237,0.1185
2006,pbm,,2006-07-14,3a,1.703,23.238,20.865,8.421,,,0.192036902,9.978,9.662,0.316,1.909365559,,,14.06,21.535,6.718,,,,0.316,0.158
2006,pbm,,2006-07-14,3b,1.684,16.167,14.562,5.41,,,0.17668428,9.134,8.79,0.344,2.308724832,,,10.768,14.483,3.726,,,,0.344,0.172
2006,pbm,,2006-07-14,4a,1.725,18.321,16.162,6.016,,,0.21348759,9.172,8.876,0.296,1.987377467,,,11.838,16.596,4.291,,,,0.296,0.148
2006,pbm,,2006-07-14,4b,1.674,18.237,16.562,6.793,,,0.171724421,9.783,9.502,0.281,1.732642743,,,11.428,16.563,5.119,,,,0.281,0.1405
2006,pbm,,2006-07-14,5a,1.704,17.674,15.266,6.993,,,0.292801556,9.928,9.49,0.438,2.662937743,,,9.928,15.97,5.289,,,,0.438,0.219
2006,pbm,,2006-07-14,5b,1.687,14.099,12.37,5.281,,,0.246156036,8.711,8.322,0.389,2.769077449,,,8.711,12.412,3.594,,,,0.389,0.1945
2006,pbm,,2006-07-30,1a,1.69,25.171,19.977,6.485,,,0.386688505,9.534,9.005,0.529,3.37200408,,,15.122,23.481,4.795,,,,0.529,0.2645
2006,pbm,,2006-07-30,1b,1.692,24.604,20.025,7.249,,,0.358126075,10,9.53,0.47,2.828598941,,,14.478,22.912,5.557,,,,0.47,0.235
2006,pbm,,2006-07-30,2a,1.697,24.44,20.032,6.279,,,0.322104494,9.484,9.011,0.473,3.037113137,,,15.382,22.743,4.582,,,,0.473,0.2365
2006,pbm,,2006-07-30,2b,1.697,20.816,18.469,6.126,,,0.190456869,10.343,10.006,0.337,1.948878094,,,14.02,19.119,4.429,,,,0.337,0.1685
2006,pbm,,2006-07-30,3a,1.693,20.792,18.324,5.874,,,0.19828071,9.345,9.08,0.265,1.731573445,,,14.14,19.099,4.181,,,,0.265,0.1325
2006,pbm,,2006-07-30,3b,1.693,19.457,17.275,5.614,,,0.189032314,10.334,9.961,0.373,2.15831501,,,13.236,17.764,3.921,,,,0.373,0.1865
2006,pbm,,2006-07-30,4a,1.685,25.263,21.195,8.233,,,0.314690183,9.377,9.03,0.347,2.255590224,,,14.612,23.578,6.548,,,,0.347,0.1735
2006,pbm,,2006-07-30,4b,2.208,26.123,23.398,10.818,,,0.217599617,10.073,9.766,0.307,1.951684679,,,14.731,23.915,8.61,,,,0.307,0.1535
2006,pbm,,2006-07-30,5a,1.686,21.088,18.173,9.595,,,0.342176312,10.205,9.747,0.458,2.688108933,,,10.205,19.402,7.909,,,,0.458,0.229
2006,pbm,,2006-07-30,5b,1.696,22.501,19.88,8.315,,,0.225578793,10.074,9.669,0.405,2.417044641,,,13.315,20.805,6.619,,,,0.405,0.2025
2006,pfeiler,,2006-06-21,1a,1.68,12.585,11.96,5.111,,,0.120913136,8.367,7.959,0.408,3.050695379,,,6.849,10.905,3.431,,,,0.408,0.204
2006,pfeiler,,2006-06-21,1b,1.687,12.483,11.851,3.849,,,0.100079177,9.576,9.197,0.379,2.402078844,,,8.002,10.796,2.162,,,,0.379,0.1895
2006,pfeiler,,2006-06-21,2a,1.701,12.617,12.134,3.531,,,0.069979716,9.673,9.274,0.399,2.502508781,,,8.603,10.916,1.83,,,,0.399,0.1995
2006,pfeiler,,2006-06-21,2b,1.697,12.765,12.058,2.829,,,0.093866171,9.868,9.468,0.4,2.447680822,,,9.229,11.068,1.132,,,,0.4,0.2
2006,pfeiler,,2006-06-21,3a,1.692,12.944,12.255,3.039,,,0.091573631,9.752,9.282,0.47,2.915632754,,,9.216,11.252,1.347,,,,0.47,0.235
