year,site_clean,season,date,sample,tin_g,wet_g,dry_tot_g,rocks_g,bio_g,dry_soil_g,percent_moisture,pre_burn_g,post_burn_g,loc_g,percent_soc,notas,notas_1,dry_24_g,a,b,c_,d,moisture_percent_2022,loc_2022,soc_2022
2011,cbt,,2011-07-21,4a,1.196,17.661,14.84,7.482,1.249,8.482,0.332586654,8.482,8.038,0.444,0.027618811,,,,16.465,6.286,0.053,8.482,0.193822212,0.444,0.222
2011,cbt,,2011-07-21,4b,1.204,18.943,15.059,5.077,1.245,11.142,0.348590917,8.446,8.033,0.413,0.025706461,,,,17.739,3.873,0.041,11.142,0.240800574,0.413,0.2065
2011,cbt,,2011-07-21,5a,1.208,19.685,15.235,5.525,1.246,10.753,0.413837999,8.56,8.052,0.508,0.031544958,,,,18.477,4.317,0.038,10.753,0.313307914,0.508,0.254
2011,cbt,,2011-07-21,5b,1.212,16.529,13.284,2.995,1.216,11.468,0.282961284,8.609,8.207,0.402,0.024491288,,,,15.317,1.783,0.004,11.468,0.179804674,0.402,0.201
2011,road,,2011-07-24,1a,0.988,16.302,15.2,3.361,1.086,12.705,0.086737505,8.195,7.73,0.465,0.03007762,,,,15.314,2.373,0.098,12.705,0.010861865,0.465,0.2325
2011,road,,2011-07-24,1b,1.209,14.974,14.113,4.475,1.278,10.729,0.08024979,8.882,8.445,0.437,0.025873298,,,,13.765,3.266,0.069,10.729,-0.027868394,0.437,0.2185
2011,road,,2011-07-24,2a,1.209,14.854,14.087,3.649,1.232,11.54,0.066464471,8.787,8.422,0.365,0.021669437,,,,13.645,2.44,0.023,11.54,-0.03102253,0.365,0.1825
2011,road,,2011-07-24,2b,1.291,15.446,14.532,2.562,1.376,13.151,0.069500418,8.782,8.419,0.363,0.02155838,,,,14.155,1.271,0.085,13.151,-0.026766025,0.363,0.1815
2011,road,,2011-07-24,3a,0.983,14.884,13.995,4.621,1.051,10.258,0.086664067,8.939,8.475,0.464,0.027374631,,,,13.901,3.638,0.068,10.258,-0.006141548,0.464,0.232
2011,road,,2011-07-24,3b,1.271,17.549,16.106,4.658,1.386,12.583,0.114678535,8.567,8.051,0.516,0.032045709,,,,16.278,3.387,0.115,12.583,0.015338155,0.516,0.258
2011,road,,2011-07-24,4a,0.985,14.606,12.27,4.15,1.016,9.039,0.258435668,8.06,7.541,0.519,0.034411882,,,,13.621,3.165,0.031,9.039,0.153335546,0.519,0.2595
2011,road,,2011-07-24,4b,0.992,17.043,13.26,3.545,1.044,10.566,0.358035207,8.376,7.769,0.607,0.039065517,,,,16.051,2.553,0.052,10.566,0.272572402,0.607,0.3035
2011,road,,2011-07-24,5a,0.962,16.816,11.546,2.59,1.013,9.854,0.5348082,8.694,7.942,0.752,0.047343238,,,,15.854,1.628,0.051,9.854,0.438502131,0.752,0.376
2011,road,,2011-07-24,5b,0.985,14.757,9.716,3.396,1.189,7.08,0.71200565,7.08,6.417,0.663,0.051659654,,,,13.772,2.411,0.204,7.08,0.575847458,0.663,0.3315
2011,pfeiler,,2011-07-28,1a,1.275,16.59,14.518,2.94,1.316,12.782,0.162102957,8.111,7.763,0.348,0.022414015,,,,15.315,1.665,0.041,12.782,0.06470036,0.348,0.174
2011,pfeiler,,2011-07-28,1b,0.987,17.057,15.037,5.716,1.055,10.239,0.197284891,8.003,7.559,0.444,0.029368964,,,,16.07,4.729,0.068,10.239,0.100986424,0.444,0.222
2011,pfeiler,,2011-07-28,2a,0.997,16.562,14.678,2.51,1.069,13.076,0.144080759,8.824,8.422,0.402,0.023866065,,,,15.565,1.513,0.072,13.076,0.069134292,0.402,0.201
2011,pfeiler,,2011-07-28,2b,1.21,16.218,14.756,4.042,1.266,11.824,0.12364682,8.321,8.002,0.319,0.019932517,,,,15.008,2.832,0.056,11.824,0.025033829,0.319,0.1595
2011,pfeiler,,2011-07-28,3a,0.981,17.757,15.166,2.572,1.09,13.476,0.192267735,8.434,8.086,0.348,0.021518674,,,,16.776,1.591,0.109,13.476,0.118729593,0.348,0.174
2011,pfeiler,,2011-07-28,3b,1.278,16.874,15.029,2.985,1.378,13.277,0.138962115,8.021,7.687,0.334,0.02172499,,,,15.596,1.707,0.1,13.277,0.038562928,0.334,0.167
2011,pfeiler,,2011-07-28,4a,0.991,16.98,14.672,3.585,1.027,12.015,0.192093217,8.055,7.64,0.415,0.027159686,,,,15.989,2.594,0.036,12.015,0.111860175,0.415,0.2075
2011,pfeiler,,2011-07-28,4b,1.207,17.762,14.822,4.012,1.249,11.912,0.24680994,8.014,7.628,0.386,0.025301521,,,,16.555,2.805,0.042,11.912,0.15077233,0.386,0.193
2011,pfeiler,,2011-07-28,5a,1.205,16.066,13.994,6.691,1.321,8.372,0.247491639,8.372,7.954,0.418,0.026276088,,,,14.861,5.486,0.116,8.372,0.105948399,0.418,0.209
2011,pfeiler,,2011-07-28,5b,1.192,17.742,16.212,4.642,1.253,12.384,0.123546512,8.828,8.43,0.398,0.023606168,,,,16.55,3.45,0.061,12.384,0.052890827,0.398,0.199
2011,pbm,,2011-07-29,1a,1.206,15.446,13.136,3.838,1.257,10.437,0.221327968,8.086,7.603,0.483,0.031763777,,,,14.24,2.632,0.051,10.437,0.10731053,0.483,0.2415
2011,pbm,,2011-07-29,1b,1.204,15.308,13.598,3.066,1.314,11.607,0.14732489,8.602,8.1,0.502,0.030987654,,,,14.104,1.862,0.11,11.607,0.045231326,0.502,0.251
2011,pbm,,2011-07-29,2a,1.21,17.914,15.218,4.939,1.248,11.431,0.235849882,8.011,7.583,0.428,0.028221021,,,,16.704,3.729,0.038,11.431,0.131747004,0.428,0.214
2011,pbm,,2011-07-29,2b,0.979,13.259,10.9,3.507,1.074,8.28,0.284903382,8.28,7.833,0.447,0.028533129,,,,12.28,2.528,0.095,8.28,0.166304348,0.447,0.2235
2011,pbm,,2011-07-29,3a,0.979,22.607,20.255,5.046,0.989,16.166,0.145490536,8.229,8.085,0.144,0.00890538,,,,21.628,4.067,0.01,16.166,0.085673636,0.144,0.072
2011,pbm,,2011-07-29,3b,1.278,25.029,22.098,6.426,1.319,16.868,0.173760968,8.555,8.394,0.161,0.009590183,,,,23.751,5.148,0.041,16.868,0.100426844,0.161,0.0805
2011,pbm,,2011-07-29,4a,1.207,14.973,13.524,3.393,1.461,11.111,0.130411304,8.708,8.361,0.347,0.020751106,,,,13.766,2.186,0.254,11.111,0.019350194,0.347,0.1735
2011,pbm,,2011-07-29,4b,1.206,15.417,13.673,4.949,1.298,9.854,0.176983966,8.172,7.804,0.368,0.023577652,,,,14.211,3.743,0.092,9.854,0.052973412,0.368,0.184
2011,pbm,,2011-07-29,5a,0.996,19.016,17.67,5.053,1.115,13.485,0.099814609,8.986,8.734,0.252,0.01442638,,,,18.02,4.057,0.119,13.485,0.026622173,0.252,0.126
2011,pbm,,2011-07-29,5b,0.998,19.057,17.445,4.026,1.043,14.339,0.112420671,8.803,8.58,0.223,0.012995338,,,,18.059,3.028,0.045,14.339,0.045121696,0.223,0.1115
2013,almont,,2013-05-18,1a,1.208,15.671,13.435,1.813,1.341,,0.166430964,8.893,8.58,,0.035196222,Dry soil data missing,,,14.463,0.605,0.133,,,0.313,0.1565
2013,almont,,2013-05-18,1b,0.987,19.541,16.919,6.599,0.987,,0.154973698,8.665,8.457,,0.024004616,Soil probe only used for part of summer,,,18.554,5.612,0,,,0.208,0.104
2013,almont,,2013-05-18,2a,1.341,15.831,13.705,9.732,1.362,,0.155125866,5.235,5.15,,0.016236867,,,,14.49,8.391,0.021,,,0.085,0.0425
2013,almont,,2013-05-18,2b,0.993,18.237,16.099,7.247,1.064,,0.13280328,8.891,8.698,,0.021707345,,,,17.244,6.254,0.071,,,0.193,0.0965
2013,almont,,2013-05-18,3a,1,17.136,15.288,5.293,1.052,,0.120879121,7.8,7.656,,0.018461538,,,,16.136,4.293,0.052,,,0.144,0.072
2013,almont,,2013-05-18,3b,1.202,16.224,14.448,4.134,1.29,,0.122923588,8.501,8.198,,0.035642866,,,,15.022,2.932,0.088,,,0.303,0.1515
2013,almont,,2013-05-18,4a,0.978,17.942,15.86,7.222,1.029,,0.131273644,8.403,8.284,,0.014161609,,,,16.964,6.244,0.051,,,0.119,0.0595
2013,almont,,2013-05-18,4b,0.986,18.075,16.096,6.34,1.027,,0.122949801,8.735,8.608,,0.01453921,,,,17.089,5.354,0.041,,,0.127,0.0635
2013,almont,,2013-05-18,5a,1.216,19.222,17.024,9.504,1.351,,0.129111842,8.56,8.476,,0.009813084,,,,18.006,8.288,0.135,,,0.084,0.042
2013,almont,,2013-05-18,5b,0.985,19.032,16.66,4.694,1.014,,0.142376951,8.527,8.408,,0.01395567,,,,18.047,3.709,0.029,,,0.119,0.0595
2013,cbt,,2013-05-24,1a,1.338,18.747,16.917,4.091,1.413,14.103,0.129759626,7.488,7.07,,0.05582265,,,,17.409,2.753,0.075,14.103,0.033893498,0.418,0.209
2013,cbt,,2013-05-24,1b,1.34,18.659,16.721,4.766,1.419,13.141,0.147477361,7.297,6.881,,0.05700973,,,,17.319,3.426,0.079,13.141,0.051213758,0.416,0.208
2013,cbt,,2013-05-24,2a,1.353,17.415,14.316,3.05,1.414,12.512,0.247682225,8.452,7.848,,0.071462376,,,,16.062,1.697,0.061,12.512,0.143222506,0.604,0.302
2013,cbt,,2013-05-24,2b,1.345,19.32,14.32,2.43,1.412,13.13,0.380807312,8.605,7.892,,0.082858803,,,,17.975,1.085,0.067,13.13,0.28126428,0.713,0.3565
2013,cbt,,2013-05-24,3a,1.335,19.594,,6.83,1.433,9.433,2.077175872,7.387,6.732,,0.088669284,,,,18.259,5.495,0.098,9.433,0.342732959,0.655,0.3275
2013,cbt,,2013-05-24,3b,1.344,18.95,13.682,3.988,1.699,10.577,0.498061832,8.536,7.718,,0.095829428,,,,17.606,2.644,0.355,10.577,0.381015411,0.818,0.409
2013,cbt,,2013-05-24,4a,1.34,18.746,16.751,8.299,1.382,9.722,0.20520469,8.536,9.243,,-0.082825679,,,,17.406,6.959,0.042,9.722,0.070253034,-0.707,-0.3535
2013,cbt,,2013-05-24,4b,1.345,17.996,15.29,6.254,1.441,10.261,0.263716987,7.07,6.698,,0.05261669,,,,16.651,4.909,0.096,10.261,0.134977098,0.372,0.186
2013,cbt,,2013-05-24,5a,1.336,18.509,14.324,4.287,1.467,11.178,0.374396135,7.788,7.209,,0.074345146,,,,17.173,2.951,0.131,11.178,0.260601181,0.579,0.2895
2013,cbt,,2013-05-24,5b,1.35,19.347,14.746,5.45,1.497,10.453,0.440160719,8.293,7.616,,0.081635114,,,,17.997,4.1,0.147,10.453,0.315411843,0.677,0.3385
2013,road,,2013-05-28,1a,1.339,16.567,15.333,4.965,1.445,11.553,0.106812083,8.195,7.778,,0.050884686,,,,15.228,3.626,0.106,11.553,-0.004933783,0.417,0.2085
2013,road,,2013-05-28,1b,1.337,19.922,17.4,3.546,1.567,14.931,0.168910321,8.537,8.072,,0.054468783,,,,18.585,2.209,0.23,14.931,0.081374322,0.465,0.2325
2013,road,,2013-05-28,2a,1.335,19.366,17.6,3.248,1.437,15.512,0.113847344,8.733,8.369,,0.04168098,,,,18.031,1.913,0.102,15.512,0.032490975,0.364,0.182
2013,road,,2013-05-28,2b,1.215,18.056,16.422,3.555,1.227,13.984,0.116847826,8.357,8.057,,0.03589805,,,,16.841,2.34,0.012,13.984,0.0361127,0.3,0.15
2013,road,,2013-05-28,3a,1.341,16.601,15.209,4.187,1.374,12.296,0.113207547,8.881,8.445,,0.049093571,,,,15.26,2.846,0.033,12.296,0.006912817,0.436,0.218
2013,road,,2013-05-28,3b,1.342,17.019,15.091,5.144,1.435,11.19,0.172296693,7.983,7.531,,0.056620318,,,,15.677,3.802,0.093,11.19,0.052904379,0.452,0.226
2013,road,,2013-05-28,4a,1.341,19.156,15.715,3.449,1.417,13.439,0.256045837,7.757,7.255,,0.064715741,,,,17.815,2.108,0.076,13.439,0.163107374,0.502,0.251
2013,road,,2013-05-28,4b,1.326,18.767,15.429,6.53,1.343,10.151,0.328834598,7.889,7.244,,0.081759412,,,,17.441,5.204,0.017,10.151,0.203822284,0.645,0.3225
2013,road,,2013-05-28,5a,1.338,19.903,17.397,5.676,1.468,12.804,0.195720087,8.706,8.053,,0.075005743,,,,18.565,4.338,0.13,12.804,0.100984067,0.653,0.3265
2013,road,,2013-05-28,5b,1.339,18.924,14.063,4.12,1.414,11.157,0.435690598,7.27,6.652,,0.085006878,,,,17.585,2.781,0.075,11.157,0.320157748,0.618,0.309
2013,pfeiler,,2013-06-12,1a,1.343,15.799,14.825,2.751,1.485,13.171,0.073950345,7.09,6.812,,0.039210155,,,,14.456,1.408,0.142,13.171,-0.020119961,0.278,0.139
2013,pfeiler,,2013-06-12,1b,1.339,19.08,17.743,4.968,1.442,13.882,0.096311771,7.305,7.081,,0.030663929,,,,17.741,3.629,0.103,13.882,0.009148538,0.224,0.112
2013,pfeiler,,2013-06-12,2a,1.338,18.221,16.293,3.473,1.605,13.816,0.13954835,7.618,7.189,,0.056313993,,,,16.883,2.135,0.267,13.816,0.0481326,0.429,0.2145
2013,pfeiler,,2013-06-12,2b,1.335,17.178,15.065,4.044,1.469,12.153,0.173866535,6.64,6.374,,0.040060241,,,,15.843,2.709,0.134,12.153,0.069694726,0.266,0.133
2013,pfeiler,,2013-06-12,3a,1.341,18.569,16.977,4.959,1.386,13.146,0.121101476,6.835,6.583,,0.036869056,,,,17.228,3.618,0.045,13.146,0.031872813,0.252,0.126
2013,pfeiler,,2013-06-12,3b,1.335,16.772,15.233,3.553,1.362,12.87,0.11958042,7.691,7.335,,0.046287869,,,,15.437,2.218,0.027,12.87,0.025019425,0.356,0.178
2013,pfeiler,,2013-06-12,4a,1.338,15.486,14.052,3.635,1.442,11.509,0.124598141,6.123,5.881,,0.03952311,,,,14.148,2.297,0.104,11.509,0.020679468,0.242,0.121
2013,pfeiler,,2013-06-12,4b,1.347,16.741,15.67,4.751,1.527,11.928,0.089788732,7.821,7.555,,0.034010996,,,,15.394,3.404,0.18,11.928,-0.009892689,0.266,0.133
2013,pfeiler,,2013-06-12,5a,1.341,16.837,15.632,5.614,1.409,11.218,0.107416652,6.788,6.53,,0.03800825,,,,15.496,4.273,0.068,11.218,-0.005615974,0.258,0.129
2013,pfeiler,,2013-06-12,5b,1.273,17.654,16.756,7.569,1.344,10.308,0.087116802,7.508,7.277,,0.030767182,,,,16.381,6.296,0.071,10.308,-0.028521537,0.231,0.1155
2013,pbm,,2013-06-24,1a,1.339,15.267,14.138,5.843,1.393,9.559,0.118108589,6.788,6.514,,0.040365351,,,,13.928,4.504,0.054,9.559,-0.019771943,0.274,0.137
2013,pbm,,2013-06-24,1b,1.334,15.791,14.32,4.74,1.416,10.824,0.1359017,6.183,5.883,,0.048520136,,,,14.457,3.406,0.082,10.824,0.013396157,0.3,0.15
2013,pbm,,2013-06-24,2a,1.331,16.168,13.908,3.422,1.456,11.68,0.193493151,7.215,6.707,,0.07040887,,,,14.837,2.091,0.125,11.68,0.080565068,0.508,0.254
2013,pbm,,2013-06-24,2b,1.342,17.199,13.516,4.784,2.353,9.078,0.405706103,6.611,6.229,,0.057782484,,,,15.857,3.442,1.011,9.078,0.256223838,0.382,0.191
2013,pbm,,2013-06-24,3a,1.27,18.473,17.276,5.513,1.3,12.939,0.092511013,7.163,7.044,,0.016613151,,,,17.203,4.243,0.03,12.939,-0.000695572,0.119,0.0595
2013,pbm,,2013-06-24,3b,1.336,15.822,14.528,5.941,1.474,9.753,0.132677125,8.07,7.834,,0.029244114,,,,14.486,4.605,0.138,9.753,-0.001025326,0.236,0.118
2013,pbm,,2013-06-24,4a,1.294,16.728,15.605,4.692,1.557,11.923,0.094187704,6.103,5.849,,0.041618876,,,,15.434,3.398,0.263,11.923,-0.012580726,0.254,0.127
2013,pbm,,2013-06-24,4b,1.337,15.091,14.214,5.945,1.417,9.42,0.093099788,6.981,6.813,,0.02406532,,,,13.754,4.608,0.08,9.42,-0.037579618,0.168,0.084
2013,pbm,,2013-06-24,5a,1.325,16.486,15.362,3.861,1.484,12.61,0.089135607,6.074,5.916,,0.026012512,,,,15.161,2.536,0.159,12.61,-0.011419508,0.158,0.079
2013,pbm,,2013-06-24,5b,1.284,15.689,15.255,5.715,1.338,10.743,0.040398399,6.801,6.568,,0.034259668,,,,14.405,4.431,0.054,10.743,-0.076608024,0.233,0.1165
2013,almont,,2013-06-21,1a,0.986,14.519,14.189,6.489,1.094,8.573,0.038492943,8.573,8.312,,0.030444419,,,,13.533,5.503,0.108,8.573,-0.075936078,0.261,0.1305
2013,almont,,2013-06-21,1b,1,17.674,16.495,3.177,1.059,14.398,0.081886373,7.685,7.441,,0.031750163,,,,16.674,2.177,0.059,14.398,0.002778164,0.244,0.122
2013,almont,,2013-06-21,2a,1.334,15.589,14.756,2.311,1.499,13.578,0.061349241,6.827,6.694,,0.019481471,,,,14.255,0.977,0.165,13.578,-0.034246575,0.133,0.0665
2013,almont,,2013-06-21,2b,0.981,17.53,16.489,1.94,1.05,15.405,0.067575463,9.748,9.567,,0.018567911,,,,16.549,0.959,0.069,15.405,0.007530023,0.181,0.0905
2013,almont,,2013-06-21,3a,0.989,10.28,9.978,1.452,1.013,9.411,0.032090107,8.379,8.226,,0.018259936,,,,9.291,0.463,0.024,9.411,-0.064498991,0.153,0.0765
2013,almont,,2013-06-21,3b,0.987,16.901,15.959,1.092,1.081,15.759,0.059775366,7.005,6.842,,0.023269094,,,,15.914,0.105,0.094,15.759,-0.002792055,0.163,0.0815
2013,almont,,2013-06-21,4a,0.982,18.138,17.088,1.382,1.074,16.603,0.063241583,7.057,6.972,,0.012044778,,,,17.156,0.4,0.092,16.603,0.003674035,0.085,0.0425
2013,almont,,2013-06-21,4b,0.974,17.256,15.878,1.156,1.034,15.613,0.088259784,7.445,7.33,,0.015446608,,,,16.282,0.182,0.06,15.613,0.027349004,0.115,0.0575
2013,almont,,2013-06-21,5a,0.986,17.451,16.397,1.015,2.551,14.787,0.071278826,8.241,8.147,,0.011406383,,,,16.465,0.029,1.565,14.787,0.005680665,0.094,0.047
2013,almont,,2013-06-21,5b,0.983,17.09,16.643,1.276,1.025,16.287,0.027445202,8.172,8.06,,0.013705335,,,,16.107,0.293,0.042,16.287,-0.031620311,0.112,0.056
2013,cbt,,2013-07-01,1a,1.341,17.557,17.049,4.556,1.425,13.676,0.037145364,7.157,6.779,,0.052815425,,,,16.216,3.215,0.084,13.676,-0.055498684,0.378,0.189
2013,cbt,,2013-07-01,1b,1.337,17.582,16.908,3.616,1.474,14.384,0.04685762,7.956,7.51,,0.056058321,,,,16.245,2.279,0.137,14.384,-0.038584538,0.446,0.223
2013,cbt,,2013-07-01,2a,1.346,15.228,13.697,2.574,1.434,12.288,0.124593099,7.014,6.527,,0.069432563,,,,13.882,1.228,0.088,12.288,0.022623698,0.487,0.2435
2013,cbt,,2013-07-01,2b,1.346,15.373,14.271,4.455,1.401,11.039,0.099827883,6.509,6.075,,0.066676909,,,,14.027,3.109,0.055,11.039,-0.015943473,0.434,0.217
2013,cbt,,2013-07-01,3a,1.339,15.136,12.637,3.288,1.428,10.54,0.237096774,6.081,5.549,,0.087485611,,,,13.797,1.949,0.089,10.54,0.115654649,0.532,0.266
2013,cbt,,2013-07-01,3b,1.346,16.956,15.078,5.713,1.603,10.375,0.181012048,6.804,6.246,,0.082010582,,,,15.61,4.367,0.257,10.375,0.058891566,0.558,0.279
2013,cbt,,2013-07-01,4a,1.338,16.091,15.145,6.674,1.387,9.696,0.097566007,6.908,6.561,,0.050231616,,,,14.753,5.336,0.049,9.696,-0.033828383,0.347,0.1735
2013,cbt,,2013-07-01,4b,1.347,15.535,14.697,6.396,1.484,9.434,0.088827645,7.195,6.743,,0.062821404,,,,14.188,5.049,0.137,9.434,-0.045791817,0.452,0.226
2013,cbt,,2013-07-01,5a,1.337,15.511,13.618,5.023,1.414,9.792,0.193321078,6.991,6.563,,0.061221571,,,,14.174,3.686,0.077,9.792,0.063214869,0.428,0.214
2013,cbt,,2013-07-01,5b,1.345,18.405,16.342,3.982,1.591,13.343,0.154612906,6.415,5.968,,0.069680436,,,,17.06,2.637,0.246,13.343,0.062504684,0.447,0.2235
2013,road,,2013-07-09,1a,1.338,15.928,15.062,2.573,1.433,13.609,0.06363436,8.273,7.802,,0.056932189,,,,14.59,1.235,0.095,13.609,-0.025644794,0.471,0.2355
2013,road,,2013-07-09,1b,1.337,17.55,16.847,3.177,1.685,14.558,0.0482896,8.793,8.342,,0.051290799,,,,16.213,1.84,0.348,14.558,-0.036612172,0.451,0.2255
2013,road,,2013-07-09,2a,1.335,16.123,15.414,2.336,1.497,14.084,0.050340812,8.145,7.847,,0.036586863,,,,14.788,1.001,0.162,14.084,-0.032590173,0.298,0.149
2013,road,,2013-07-09,2b,1.213,18.312,17.32,3.896,1.281,14.435,0.068721857,8.822,8.503,,0.036159601,,,,17.099,2.683,0.068,14.435,-0.006027018,0.319,0.1595
2013,road,,2013-07-09,3a,1.336,16.927,15.685,3.399,1.145,13.467,0.09222544,8.405,7.932,,0.056276026,,,,15.591,2.063,-0.191,13.467,0.018712408,0.473,0.2365
2013,road,,2013-07-09,3b,1.341,17.785,16.699,5.124,1.46,12.803,0.084823869,7.939,7.455,,0.060964857,,,,16.444,3.783,0.119,12.803,-0.020385847,0.484,0.242
2013,road,,2013-07-09,4a,1.342,17.776,16.473,4.313,1.395,13.038,0.099938641,7.539,7.112,,0.056638812,,,,16.434,2.971,0.053,13.038,0.028531983,0.427,0.2135
2013,road,,2013-07-09,4b,1.327,15.956,14.386,2.384,1.432,12.987,0.120890121,8.401,7.757,,0.076657541,,,,14.629,1.057,0.105,12.987,0.036960037,0.644,0.322
2013,road,,2013-07-09,5a,1.341,19.296,17.706,5.855,1.539,12.799,0.124228455,7.09,7.369,,-0.039351199,,,,17.955,4.514,0.198,12.799,0.03469021,-0.279,-0.1395
2013,road,,2013-07-09,5b,1.339,17.875,15.893,5.614,1.513,11.229,0.176507258,7.086,6.53,,0.078464578,,,,16.536,4.275,0.174,11.229,0.076409297,0.556,0.278
2013,pfeiler,,2013-07-22,1a,1.339,16.505,14.58,3.544,1.399,12.223,0.157489978,6.115,5.907,,0.034014718,,,,15.166,2.205,0.06,12.223,0.055469197,0.208,0.104
2013,pfeiler,,2013-07-22,1b,1.34,19.404,17.416,3.14,1.374,15.537,0.127952629,7.341,7.11,,0.031467103,,,,18.064,1.8,0.034,15.537,0.044603205,0.231,0.1155
2013,pfeiler,,2013-07-22,2a,1.338,18.108,15.832,3.898,1.377,13.2,0.172424242,6.711,6.409,,0.045000745,,,,16.77,2.56,0.039,13.2,0.073560606,0.302,0.151
2013,pfeiler,,2013-07-22,2b,1.332,16.787,14.397,2.907,1.374,12.729,0.187760233,6.112,5.896,,0.035340314,,,,15.455,1.575,0.042,12.729,0.08712389,0.216,0.108
2013,pfeiler,,2013-07-22,3a,1.337,16.12,13.701,4.603,1.018,10.02,0.241417166,6.154,5.806,,0.056548586,,,,14.783,3.266,-0.319,10.02,0.181237525,0.348,0.174
2013,pfeiler,,2013-07-22,3b,1.334,15.94,13.52,3.68,1.353,11.069,0.218628602,6.014,5.794,,0.03658131,,,,14.606,2.346,0.019,11.069,0.10588129,0.22,0.11
2013,pfeiler,,2013-07-22,4a,1.342,18.324,16.693,6.736,1.403,11.21,0.145495094,6.379,6.136,,0.038093745,,,,16.982,5.394,0.061,11.21,0.028278323,0.243,0.1215
2013,pfeiler,,2013-07-22,4b,1.347,16.619,14.445,4.136,1.372,11.582,0.18770506,6.502,6.293,,0.032143956,,,,15.272,2.789,0.025,11.582,0.075634605,0.209,0.1045
2013,pfeiler,,2013-07-22,5a,1.341,17.408,14.991,3.469,1.627,12.529,0.192912443,6.567,6.26,,0.046748896,,,,16.067,2.128,0.286,12.529,0.089711868,0.307,0.1535
2013,pfeiler,,2013-07-22,5b,1.272,15.543,13.998,6.073,1.313,9.184,0.168227352,6.056,5.822,,0.038639366,,,,14.271,4.801,0.041,9.184,0.026676829,0.234,0.117
2013,pbm,,2013-07-23,1a,1.34,18.362,15.267,4.813,1.375,11.655,0.265551266,6.339,6.004,,0.052847452,,,,17.022,3.473,0.035,11.655,0.15950236,0.335,0.1675
2013,pbm,,2013-07-23,1b,1.331,17.162,14.944,4.252,1.397,11.856,0.187078273,6.35,6.039,,0.048976378,,,,15.831,2.921,0.066,11.856,0.083333333,0.311,0.1555
2013,pbm,,2013-07-23,2a,1.331,18.18,14.769,3.613,1.491,12.215,0.279246828,6.69,6.406,,0.04245142,,,,16.849,2.282,0.16,12.215,0.179451494,0.284,0.142
2013,pbm,,2013-07-23,2b,1.341,17.962,15.075,5.271,1.367,10.969,0.26319628,7.119,6.736,,0.053799691,,,,16.621,3.93,0.026,10.969,0.154617559,0.383,0.1915
2013,pbm,,2013-07-23,3a,1.267,17.556,15.526,5.49,1.308,10.905,0.186153141,6.525,6.391,,0.020536398,,,,16.289,4.223,0.041,10.905,0.102705181,0.134,0.067
2013,pbm,,2013-07-23,3b,1.334,14.613,13.109,3.706,1.448,10.583,0.142114712,7.432,7.315,,0.015742734,,,,13.279,2.372,0.114,10.583,0.019843145,0.117,0.0585
2013,pbm,,2013-07-23,4a,1.291,18.846,16.616,4.401,1.375,13.411,0.166281411,6.555,6.374,,0.02761251,,,,17.555,3.11,0.084,13.411,0.070837372,0.181,0.0905
2013,pbm,,2013-07-23,4b,1.336,19.439,17.591,6.001,1.356,12.826,0.144082333,6.818,6.606,,0.031094163,,,,18.103,4.665,0.02,12.826,0.046156245,0.212,0.106
2013,pbm,,2013-07-23,5a,1.332,15.553,14.179,8.683,1.408,6.715,0.20461653,6.715,6.55,,0.024571854,,,,14.221,7.351,0.076,6.715,0.011764706,0.165,0.0825
2013,pbm,,2013-07-23,5b,1.284,16.953,15.55,9.536,1.313,7.265,0.193117688,7.265,7.077,,0.025877495,,,,15.669,8.252,0.029,7.265,0.016930489,0.188,0.094
2013,cinnamon,,2013-07-31,1a,1.325,17.569,13.634,4.746,1.376,10.076,0.390531957,7.573,7.189,,0.050706457,,,,16.244,3.421,0.051,10.076,0.267566495,0.384,0.192
2013,cinnamon,,2013-07-31,1b,1.338,16.202,12.523,4.188,1.417,9.433,0.390013781,7.31,7.002,,0.042134063,,,,14.864,2.85,0.079,9.433,0.265239054,0.308,0.154
2013,cinnamon,,2013-07-31,2a,1.346,15.279,11.011,2.491,1.676,9.418,0.453174772,7.69,7.204,,0.06319896,,,,13.933,1.145,0.33,9.418,0.322786154,0.486,0.243
2013,cinnamon,,2013-07-31,2b,1.343,15.876,12.182,3.963,1.398,9.429,0.391770071,7.939,7.058,,0.110971155,,,,14.533,2.62,0.055,9.429,0.257609503,0.881,0.4405
2013,cinnamon,,2013-07-31,3a,1.344,16.119,12.201,3.992,1.388,9.516,0.411727617,7.509,7.02,,0.065121854,,,,14.775,2.648,0.044,9.516,0.2697562,0.489,0.2445
2013,cinnamon,,2013-07-31,3b,1.345,17.359,13.413,4.128,1.372,10.488,0.376239512,7.209,6.918,,0.040366209,,,,16.014,2.783,0.027,10.488,0.258962624,0.291,0.1455
2013,cinnamon,,2013-07-31,4a,1.341,16.296,12.655,5.064,1.401,8.762,0.415544396,6.913,6.519,,0.056994069,,,,14.955,3.723,0.06,8.762,0.275051358,0.394,0.197
2013,cinnamon,,2013-07-31,4b,1.344,16.931,13.215,3.972,1.369,10.339,0.359415804,7.13,6.915,,0.030154278,,,,15.587,2.628,0.025,10.339,0.250991392,0.215,0.1075
2013,cinnamon,,2013-07-31,5a,1.336,16.265,12.188,3.055,1.453,10.21,0.399314398,7.434,7.08,,0.047619048,,,,14.929,1.719,0.117,10.21,0.282370225,0.354,0.177
