Year,Site,Date,DOY,Plot,Elev,Season,Amb_TempC_Day,IR_LeafTemp_Day,AmbTempC_Night,IR_leaf_temp_Night,Temp_Amb_DayR,Temp_Leaf_DayR,Soil_Efflux_Day,SoilTDay,Soil_Efflux_Nght,SoilTNgt,% Bare,% Cover,%Gram,%Herb,%Shrub,%dead,%Litter,%BareSoil,%Cactus,%Rock,Height,Biomass,Biomass calculated? (1=yes),SOC,SWC,day_tstart,day_tfinish,day_camb,day_tav,day_pav,day_wav,day_nee_lm,day_nee_exp,day_lm_rsqd,day_exp_sigma,day_aic_lm,day_aic_nlm,day_lm_code,day_exp_good,nigh_.tstart,night_tfinish,night_camb,night_tav,night_pav,night_wav,night_nee_lm,night_nee_exp,night_lm_rsqd,night_exp_sigma,night_aic_lm,night_aic_nlm,night_lm_code,night_exp_good,dayresp_tstart,dayresp_tfinish,dayresp_camb,dayresp_tav,dayresp_pav,dayresp_wav,dayresp_nee_lm,dayresp_nee_exp,dayresp_lm_rsqd,dayresp_exp_sigma,dayresp_aic_lm,dayresp_aic_nlm,dayresp_lm_code,dayresp_exp_good
2016,Pfeiler,14-Jul,196,2,3155,Peak,16.67,17.76,11.67,9.44,16.67,20.20,1.660919316,10.21433856,1.668534299,16.44816182,0.071005917,0.928994083,0.029585799,0.899408284,0,0,0,0.071005917,0,0,87.2,,,2.471240172,11.65963865,10,80,315.3602832,22.36703297,70.37791209,13.44472527,11.78072908,10.27241776,0.996255798,0.989544313,78.4166612,201.1507647,1,1,10,80,339.1467616,19.77380435,70.26978261,2.428695652,-4.658766225,-3.729509182,0.993403596,0.600610709,-15.50121036,131.2491059,1,1,10,80,315.5147891,22.54043956,70.38472527,13.12362637,-8.183256648,-7.249407118,0.990378323,0.713861283,94.11686414,155.4329408,1,1
2016,Pfeiler,14-Jul,196,3,3155,Peak,17.22,20.40,11.11,8.52,17.22,16.94,2.169399391,9.710075887,2.482643268,15.85904846,0.106508876,0.893491124,0,0.893491124,0,0,0.088757396,0.106508876,0,0,86.8,,,2.707386934,12.27202415,10,80,315.757567,22.86956044,70.36637363,10.02879121,9.844416728,8.395241007,0.996345823,0.940516701,50.97459284,194.0366448,1,1,10,80,341.4224849,19.61097826,70.25336957,2.517826087,-5.078798642,-4.325973771,0.997355951,0.468044488,-68.4589154,96.33539714,1,1,10,80,315.858525,22.99022222,70.37255556,13.77355556,-7.868135427,-6.641085209,0.997745337,0.775663425,-14.65453928,167.0571453,1,1
2016,Pfeiler,14-Jul,196,4,3155,Peak,18.33,16.24,11.67,9.52,18.33,19.20,1.764110843,11.65676956,1.847666932,16.31423086,0.071005917,0.928994083,0.343195266,0.585798817,0,0,0.017751479,0.071005917,0,0,61.6,,,2.854791066,9.380868124,10,80,318.2039636,23.40108696,70.34673913,10.91108696,11.95262736,8.78731386,0.986050396,2.135638626,174.7584367,308.8494685,1,1,10,80,333.398644,19.32141304,70.24152174,1.95423913,-4.502935787,-3.903119104,0.98960766,0.433148368,11.96013472,85.48777293,1,1,10,80,318.6162189,23.77725275,70.34483516,13.3610989,-7.663167282,-6.203705696,0.991255879,0.995569404,78.62116279,202.0006054,1,1
2016,Pfeiler,14-Jul,196,5,3155,Peak,17.78,17.32,11.67,10.08,17.78,14.48,2.148728207,10.91163025,2.525206175,16.58065211,0.023668639,0.976331361,0.035502959,0.881656805,0.059171598,0,0.017751479,0.023668639,0,0,65.4,,,2.325393824,9.95468083,10,80,326.2091602,24.97835165,70.32395604,11.57648352,17.39771532,14.59729279,0.966870787,2.523180254,291.8083881,332.1950827,1,1,10,80,332.156508,18.46336957,70.22717391,1.86826087,-5.543286097,-4.669981029,0.995413766,0.558820353,-17.41585591,121.152455,1,1,10,80,326.8788934,25.57549451,70.32043956,15.1032967,-8.958832304,-7.690225449,0.994309847,0.866777681,71.2739577,182.606081,1,1
2016,Road,7-Jun,159,1,2815,Early,16.11,16.68,11.11,8.84,16.11,15.48,1.916103735,12.54301554,2.339209033,17.75007985,0.284023669,0.715976331,0.065088757,0.591715976,0.047337278,0,0,0.284023669,0,0.01183432,20.6,,,3.618497935,17.60098115,10,80,291.6200011,10.57964286,73.00955357,13.27133929,6.66978753,4.871897913,0.990044489,1.094830633,56.50770945,215.306222,1,1,10,80,330.3119135,14.94836957,72.96076087,9.27576087,-3.916998224,-3.525713157,0.991637075,0.281491572,-29.89788743,25.15087916,1,1,10,80,292.7251205,11.61802198,73.00010989,14.76483516,-6.2214248,-5.48136822,0.974580878,0.661445616,115.0284637,144.7564153,1,1
2016,Road,7-Jun,159,2,2815,Early,18.89,18.68,11.11,8.40,18.89,14.92,3.180647278,11.5360199,4.367430512,17.51846135,0.278106509,0.721893491,0.25443787,0.420118343,0.047337278,0,0,0.278106509,0,0,26.4,,,3.331688421,12.38217562,10,80,294.5875922,13.40530612,73.00632653,13.38887755,7.364533211,6.028620328,0.990371553,0.85510508,69.56546095,180.7079387,1,1,10,80,334.0289353,15.24941176,72.98058824,9.253823529,-5.946689418,-5.319806612,0.992350471,0.434564691,23.14290143,85.94480267,1,1,10,80,295.4967599,14.26592233,73.00029126,14.74805825,-7.443271134,-6.837686292,0.986295109,0.55227275,97.09952862,119.5024132,1,1
2016,Road,7-Jun,159,3,2815,Early,17.78,14.56,11.11,9.36,17.78,14.68,1.933705864,10.18090833,2.274957147,18.26465352,0.278106509,0.721893491,0.112426036,0.384615385,0.224852071,0,0,0.278106509,0,0,32.2,,,3.122059756,9.617063964,10,80,299.7373071,15.82842105,73.00368421,15.60368421,8.308801894,-2.427559572,0.96691051,0.75259893,177.597106,162.8310719,1,0,10,80,334.6325369,15.26717391,72.98673913,9.331195652,-8.353436298,-6.88884722,0.99217458,0.936747915,72.40479269,196.1821308,1,1,10,80,300.5406803,16.58,72.9979,16.3548,-6.064684742,-5.402433941,0.978614739,0.60576362,101.5137366,132.4451062,1,1
2016,Road,7-Jun,159,4,2815,Early,17.78,16.20,10.00,8.56,17.78,17.48,5.022922277,9.395307032,3.959081076,14.46937332,0.159763314,0.840236686,0.165680473,0.349112426,0.325443787,0,0,0.159763314,0,0,44.2,,,4.935860914,32.7025988,10,80,300.200224,18.5496875,72.99854167,16.00208333,5.309189126,1.397946116,0.943871616,0.715163918,154.6040873,155.6881761,1,1,10,80,349.2047064,15.2843617,72.9937234,9.497765957,-16.68130097,-13.99393563,0.987761797,1.823532074,203.2971954,286.7308119,1,1,10,80,301.1499475,19.45008929,72.99294643,17.42848214,-7.016373622,-5.893590504,0.990618071,0.749863351,64.43382779,162.3212668,1,1
2016,Road,7-Jun,159,5,2815,Early,20.00,17.00,10.00,8.40,20.00,15.24,3.598762217,8.017014058,3.40503168,13.92138418,0.230769231,0.769230769,0.106508876,0.662721893,0,0,0,0.230769231,0,0,29.6,,,5.132053709,56.76114371,10,80,306.1488845,20.51135417,72.98697917,15.35802083,9.255964405,7.518070713,0.987671582,1.172790968,123.6128534,224.9363562,1,1,10,80,337.9573438,15.33181818,73.00737374,9.926767677,-11.81076173,-9.906153628,0.995460493,1.164350718,83.37204567,223.9251722,1,1,10,80,306.6422429,20.98845361,72.98793814,16.97938144,-7.431451249,-6.446526284,0.985041738,0.756757982,106.812192,163.6026174,1,1
2016,Road,7-Jul,189,1,2815,Peak,16.67,17.00,9.44,10.80,16.67,17.44,3.237829133,13.76058477,3.184269932,19.33631795,0.360946746,0.639053254,0.047337278,0.420118343,0.159763314,0,0.071005917,0.360946746,0,0.01183432,35.4,,,3.04523219,15.49553466,10,80,292.4736942,8.26423913,73.14163043,11.30869565,9.370132226,7.870762759,0.988500482,0.983917766,113.4142587,200.3524531,1,1,10,80,379.9339962,22.19258065,73.08451613,7.373548387,-7.281117967,-5.648934502,0.981949985,1.107247787,116.4746379,216.8851122,1,1,10,80,293.6394773,9.372580645,73.13817204,13.40344086,-6.233783355,-5.142615377,0.946680112,0.98772184,168.3721378,200.8926848,1,1
2016,Road,7-Jul,189,2,2815,Peak,17.22,16.52,8.89,7.12,17.22,17.20,4.496499538,12.52650731,9.283910215,18.22047551,0.224852071,0.775147929,0.029585799,0.443786982,0.301775148,0,0.136094675,0.224852071,0,0,46.8,,,3.067461656,18.40693852,10,80,300.410587,12.36232323,73.13989899,13.07010101,10.04147703,8.781672219,0.992695404,0.827083827,93.00237026,176.0433755,1,1,10,80,376.3831788,20.98214286,73.11346939,7.291428571,-8.104117731,-7.64706562,0.979584493,0.655779259,140.0976419,143.5519211,1,1,10,80,301.6338957,13.4983871,73.13311828,14.38763441,-10.620773,-9.288391968,0.992340544,0.883096841,105.1423343,185.2174094,1,1
2016,Road,7-Jul,189,3,2815,Peak,17.78,19.56,8.89,6.76,17.78,20.80,2.403412297,10.54660581,3.220480345,21.44695206,0.355029586,0.644970414,0.023668639,0.337278107,0.284023669,0,0.112426036,0.355029586,0,0,54.8,,,3.282904645,18.34374017,10,80,305.2624231,15.60182796,73.13655914,10.84397849,9.49871041,7.990014402,0.914194606,1.778524027,267.1861688,283.2320022,1,1,10,80,387.2445039,20.2804902,73.12843137,7.035588235,-4.550294662,-4.13884529,0.977292688,0.420144218,65.31475306,81.22025196,1,1,10,80,306.2245098,16.51086957,73.13630435,14.17902174,-7.801085994,-6.307679963,0.986367133,0.998182613,104.1512786,202.3676014,1,1
2016,Road,7-Jul,189,4,2815,Peak,17.22,17.52,8.33,6.32,17.22,17.20,3.74749694,9.365341059,4.009797853,14.98852997,0.153846154,0.846153846,0.124260355,0.25443787,0.467455621,0,0.118343195,0.153846154,0,0,50.2,,,4.307446597,25.72601573,10,80,304.1554894,18.26428571,73.14340659,14.09648352,8.97577948,7.869134205,0.905108669,1.688052342,268.7442339,275.9228237,1,1,10,80,374.230327,19.8284466,73.14776699,6.975048544,-8.58775697,-7.50104779,0.988103705,0.793519947,108.5597807,170.2435428,1,1,10,80,304.9572153,19.02967391,73.14271739,15.07641304,-12.4750119,-10.38955814,0.993632291,1.380678464,117.5834015,247.7827697,1,1
2016,Road,7-Jul,189,5,2815,Peak,18.33,16.92,6.67,5.52,18.33,18.28,3.652944122,9.164498393,4.150509592,15.89232229,0.100591716,0.899408284,0.207100592,0.680473373,0.01183432,0,0,0.100591716,0,0,71.8,,,5.561453574,32.69547511,10,80,313.0893196,20.5801087,73.14315217,14.25326087,14.10801944,12.26379529,0.987493009,1.358678754,184.0277515,245.5340483,1,1,10,80,377.2966152,18.90296703,73.16956044,7.175824176,-9.434245888,-7.32202609,0.982005343,1.418683306,151.2730249,251.5843539,1,1,10,80,313.7791318,21.21195652,73.13934783,17.70521739,-11.23286681,-8.558341222,0.995699279,1.648863877,76.13322287,272.6343758,1,1
2018,Almont,25-May,,1,,Early,21.11,26.80,17.22,17.50,,,0.51967725,19.6558,0.45453677,24.308015,0.366863905,0.633136095,0.059171598,0.00591716,0.337278107,0,0.065088757,0.301775148,0,0.230769231,20.4,,,,,10,80,,,,,2.221972142,1.973736986,0.939399628,,35.23172853,48.42079251,,,60,90,,,,,-2.658043013,-0.493246488,0.868638316,,3.089568547,53.39817537,,,,,,,,,,,,,,,,
2018,Almont,25-May,,2,,Early,20.55,24.64,16.66,16.12,,,0.2492409,22.594655,0.378632005,23.36743,0.437869822,0.562130178,0.053254438,0,0.473372781,0,0.059171598,0.378698225,0.01183432,0.023668639,30,,,,,10,50,,,,,2.569176392,2.19826092,0.908956538,,7.33874126,13.40896539,,,10,40,,,,,-2.904884429,-1.698212115,0.931851113,,-13.91812899,25.41878857,,,,,,,,,,,,,,,,
2018,Almont,25-May,,3,,Early,21.11,28.04,16.66,15.68,,,0.036288075,22.482755,0.087728155,22.668035,0.544378698,0.455621302,0.041420118,0.00591716,0.390532544,0,0.124260355,0.420118343,0,0.017751479,14.6,,,,,5,45,,,,,3.606398826,-35.67885195,0.874729096,,49.28554027,46.28058756,,,5,45,,,,,-1.639936452,-78.64204347,0.842597667,,-6.018426194,-13.70224601,,,,,,,,,,,,,,,,
2018,Almont,25-May,,4,,Early,20.55,28.72,16.11,14.88,,,0.34822405,24.629515,0.37820552,21.261215,0.437869822,0.562130178,0.183431953,0,0.378698225,0,0.047337278,0.390532544,0,0,15.8,,,,,10,80,,,,,1.339700136,-59.11530566,0.833614705,,41.11337303,22.6467814,,,10,80,,,,,-0.445927427,-281.2991371,0.426075005,,18.68040124,-5.160911377,,,,,,,,,,,,,,,,
2018,Almont,25-May,,5,,Early,20.55,22.24,16.11,14.76,,,0.176192945,19.687005,0.27266456,22.74793,0.50295858,0.49704142,0.153846154,0.00591716,0.337278107,0,0.112426036,0.390532544,0,0,17.2,,,,,10,80,,,,,2.031610438,1.908212879,0.920556001,,40.07957368,41.88895938,,,10,70,,,,,-1.399125734,-1.004031416,0.778955662,,42.76487973,60.31187048,,,,,,,,,,,,,,,,
2018,CBT,26-May,,1,,Early,18.33,17.4,15.00,10.76,18.33,16.04,0.836942195,12.661105,0.818805025,17.58369,0.153846154,0.846153846,0.781065089,0.065088757,0,0,0.071005917,0.082840237,0,0,10.8,,,,,10,50,,,,,3.809072,2.750895,0.954095,,8.72454,49.2728,,,10,80,,,,,-2.631699955,-2.173668423,0.979299397,,-22.82470375,47.00408046,,,10,80,,,,,-3.48247,-2.64896,0.989478,,-30.1425,111.1128,,
2018,CBT,26-May,,2,,Early,18.33,18.36,14.44,9.20,18.33,18.76,1.546987355,10.464765,1.58186979,12.888555,0.213017751,0.786982249,0.526627219,0.00591716,0.25443787,0,0.207100592,0.00591716,0,0,14,,,,,10,80,,,,,2.217274,-15.5589,0.942537,,30.66886,19.0791,,,10,80,,,,,-1.734234963,-10.05356943,0.93366395,,4.272405671,3.05275197,,,10,80,,,,,-0.90093,-0.60066,0.794533,,5.748939,35.88571,,
2018,CBT,26-May,,3,,Early,18.88,20.8,15.00,5.76,18.88,21.16,1.430875795,13.912355,1.48986635,13.545525,0.171597633,0.828402367,0.792899408,0.035502959,0,0,0.159763314,0.01183432,0,0,11.4,,,,,10,80,,,,,2.240075,2.095591,0.9706,,-16.3478,-9.56576,,,10,80,,,,,-3.845165735,-3.194578703,0.986206246,,1.942639508,87.04921197,,,10,80,,,,,-1.20879,-0.9938,0.911621,,-21.0552,2.681101,,
2018,CBT,26-May,,4,,Early,18.88,23.12,14.44,6.52,18.88,22.84,1.107091985,13.01678,1.629823575,13.945725,0.236686391,0.76331361,0.692307692,0.071005917,0,0,0.224852071,0.01183432,0,0,15.4,,,,,10,70,,,,,3.005182,1.997851,0.975392,,-6.42096,104.7469,,,10,80,,,,,-4.522159185,-3.925846727,0.968700793,,84.34186529,116.4269205,,,10,80,,,,,-1.58911,-1.09719,0.851579,,60.3106,95.88126,,
2018,CBT,26-May,,5,,Early,18.88,22.12,14.44,6.44,18.88,17.72,2.30357827,11.73143,2.481669315,13.06078,0.082840237,0.917159763,0.786982249,0.130177515,0,0,0.041420118,0.041420118,0,0,13.8,,,,,10,80,,,,,2.086653,1.823299,0.962143,,-6.51206,20.07017,,,10,80,,,,,-4.783511784,-4.099066834,0.993039337,,-16.1148997,85.75625382,,,10,80,,,,,-1.24133,-10.8843,0.789209,,56.03772,54.95987,,
2018,CBT,18-Jun,,1,,Peak,15.55,11.93,11.11,14.80,15.55,13.36,2.0273135,11.99728,3.193663,24.86359,0.289940828,0.710059172,0.609467456,0.100591716,0,0.029585799,0.26035503,0,0,0,36.4,,,,,10,80,,,,,3.094177,2.69673,0.978229,,3.730376,46.42405,,,10,80,,,,,-7.12478,-6.42559,0.992593,,45.70744,103.9921,,,20,80,,,,,-2.33624,-1.51697,0.931106,,24.90494,86.68623,,
2018,CBT,18-Jun,,2,,Peak,20.00,15.40,10.55,8.92,20,22.533333,2.1792855,12.965645,3.932596,17.738485,0.408284024,0.591715976,0.313609467,0.01183432,0.266272189,0.159763314,0.24852071,0,0,0,33.2,,,,,10,80,,,,,1.457624,-9.99525,0.889329,,21.46327,20.52679,,,10,80,,,,,-9.76623,-8.31465,0.985096,,140.6269,207.7569,,,20,80,,,,,-4.01422,-2.32729,0.968563,,42.47084,159.6701,,
2018,CBT,18-Jun,,3,,Peak,21.11,21.44,10.00,10.00,21.11,18,3.4633185,15.29716,4.086334,17.14864,0.124260355,0.875739645,0.840236686,0.035502959,0,0,0.124260355,0,0,0,14.8,,,,,10,80,,,,,3.351349,2.773574,0.975976,,26.06802,87.6631,,,10,80,,,,,-8.49375,-7.04408,0.988151,,104.4618,196.7311,,,20,80,,,,,-5.63032,-3.49462,0.946826,,118.6225,197.8438,,
2018,CBT,18-Jun,,4,,Peak,20.55,20.05,10.00,8.80,20.55,20.24,2.874618,16.18088,4.160811,18.43537,0.289940828,0.710059172,0.597633136,0.112426036,0,0,0.278106509,0.01183432,0,0,20.2,,,,,10,80,,,,,3.323569,2.607164,0.977174,,22.75584,109.1106,,,10,80,,,,,-9.9049,-9.04526,0.991526,,102.121,142.3211,,,20,80,,,,,-3.92438,-2.34218,0.967975,,43.20352,154.7367,,
2018,CBT,18-Jun,,5,,Peak,21.11,19.36,11.11,7.16,21.11,15.12,2.849085,16.47341,5.263482,18.205945,0.195266272,0.804733728,0.615384615,0.189349112,0,0,0.082840237,0.112426036,0,0,23.8,,,,,10,80,,,,,5.287773,4.238613,0.972182,,103.6157,170.2158,,,10,80,,,,,-10.4411,-8.94815,0.992338,,102.3429,197.8984,,,20,80,,,,,-4.49026,-2.8455,0.976445,,41.15299,158.2589,,
2018,Cinnamon,19-Jun,,1,,Peak,15.00,14.10,13.33,7.72,15,13.66,1.853013,11.8908,2.431573,16.69217,0.183431953,0.816568047,0.420118343,0.396449704,0,0,0.041420118,0.142011834,0,0,44.6,,,,,10,80,,,,,5.073222,4.407525,0.973429,,105.4424,144.7837,,,10,80,,,,,-5.67207,-5.21095,0.974968,,115.7144,128.6449,,,10,80,,,,,-3.37164,-3.15549,0.936604,,112.2367,114.3919,,
2018,Cinnamon,19-Jun,,2,,Peak,17.22,14.06,14.44,9.10,17.22,15.12,0.8894655,11.191915,1.5749475,17.90171,0.384615385,0.615384615,0.307692308,0.301775148,0,0,0.059171598,0.325443787,0,0.00591716,32.6,,,,,10,80,,,,,3.788821,1.666359,0.979754,,43.59432,39.28376,,,10,80,,,,,-1.38698,-1.01173,0.56245,,157.3435,163.6591,,,10,80,,,,,-1.5998,-7.16653,0.907261,,34.96466,33.15052,,
2018,Cinnamon,19-Jun,,3,,Peak,16.11,16.84,13.33,5.64,16.11,12.58,1.523805,11.66222,2.1806365,16.031185,0.183431953,0.816568047,0.295857988,0.301775148,0.218934911,0,0.00591716,0.177514793,0,0,29,,,,,10,80,,,,,9.249659,7.688671,0.995327,,64.65959,209.9733,,,10,80,,,,,-5.69669,-5.08826,0.978724,,103.7192,133.08,,,10,80,,,,,-3.90986,-3.25237,0.979343,,49.41627,114.6461,,
2018,Cinnamon,19-Jun,,4,,Peak,17.22,13.32,12.22,6.28,17.22,14,2.0119915,12.2965,2.613323,16.25125,0.112426036,0.887573965,0.213017751,0.295857988,0.378698225,0,0.017751479,0.094674556,0,0,31.4,,,,,10,80,,,,,5.66125,4.124439,0.983386,,84.96439,204.5074,,,10,80,,,,,0.597273,-67.9726,0.355183,,97.63978,94.75601,,,10,80,,,,,-4.27249,-3.03791,0.952551,,122.3735,197.9039,,
2018,Cinnamon,19-Jun,,5,,Peak,15.55,14.58,13.33,8.54,15.55,12.8,1.889938,11.507,2.7115265,17.117085,0.171597633,0.828402367,0.289940828,0.473372781,0,0,0.017751479,0.153846154,0,0.065088757,29,,,,,10,80,,,,,3.400485,2.967758,0.976664,,35.73473,75.1231,,,10,80,,,,,-4.7601,-59.6804,0.920353,,176.1745,109.8107,,,10,80,,,,,-4.10084,-3.59569,0.983821,,36.64997,84.80707,,
2018,PBM,12-Jun,,1,,Early,17.22,13.28,8.33,7.08,17.22,11.96,8.218135,10.610275,8.722129,14.596525,0.25443787,0.74556213,0.153846154,0.591715976,0,0,0.088757396,0.165680473,0,0,37.6,,,,,10,80,,,,,3.698176,3.227901,0.981059,,31.84383,77.11177,,,10,80,,,,,-6.30319,-5.00833,0.980967,,108.3209,196.0334,,,10,80,,,,,-9.85725,-8.52006,0.994462,,83.37201,190.5497,,
2018,PBM,12-Jun,,2,,Early,16.66,18.80,7.77,6.08,16.66,20.22,2.186149,12.5661965,3.2776915,12.64326,0.230769231,0.769230769,0.266272189,0.50295858,0,0,0.177514793,0.053254438,0,0,41.6,,,,,10,80,,,,,7.272729,5.790826,0.972039,,158.3293,226.3945,,,10,80,,,,,-5.72145,-4.47357,0.990144,,46.61098,232.7892,,,10,80,,,,,-10.3063,-8.31017,0.986099,,157.7468,255.3028,,
2018,PBM,12-Jun,,3,,Early,17.77,22.88,7.77,6.08,17.77,23.36,1.9079925,13.67123,1.2663825,14.065485,0.479289941,0.520710059,0.065088757,0.455621302,0,0,0.467455621,0.01183432,0,0,41.8,,,,,10,80,,,,,11.23499,8.629931,0.988526,,156.9084,286.4596,,,10,80,,,,,-4.78929,-4.26137,0.9622,,118.94,136.0071,,,10,80,,,,,-7.18602,-5.43724,0.955748,,192.362,255.1214,,
2018,PBM,12-Jun,,4,,Early,17.77,24.52,8.33,9.12,17.77,25.2,1.5712795,15.20231,3.1003235,15.51545,0.230769231,0.769230769,0.366863905,0.402366864,0,0,0.082840237,0.147928994,0,0,21.8,,,,,10,80,,,,,4.716325,0.233097,0.972079,,98.43303,93.42994,,,10,80,,,,,-2.32239,-2.20469,0.978703,,-26.6133,70.74815,,,10,80,,,,,-4.65798,-3.94672,0.991348,,12.75345,111.1751,,
2018,PBM,12-Jun,,5,,Early,17.77,28.32,8.33,8.00,17.77,8.48,1.6016005,12.541145,1.2436685,17.23925,0.550295858,0.449704142,0.124260355,0.325443787,0,0,0.053254438,0.49704142,0,0,14,,,,,20,80,,,,,2.034632,1.40828,0.970022,,-30.5929,56.87237,,,10,80,,,,,-4.50247,-3.86541,0.984521,,44.26021,105.9933,,,10,80,,,,,-1.37698,-0.95884,0.955176,,-40.4232,46.1382,,
2018,PBM,2-Jul,,1,,Peak,21.11,21.88,12.77,3.50,21.11,22.5,4.51568,11.22237,5.370445,14.277115,,,,,,,,,,,,,,,,10,80,,,,,11.52012,9.682759,0.992234,,131.3072,238.3484,,,10,80,,,,,-1.76389,-10.7568,0.297068,,269.1865,267.2114,,,10,80,,,,,-6.9612,-6.01144,0.994278,,38.43825,147.4655,,
2018,PBM,2-Jul,,2,,Peak,22.22,16.26,10.00,2.58,22.22,16.08,2.465446,11.447895,2.976709,12.33942,,,,,,,,,,,,,,,,10,80,,,,,20.97528,17.77058,0.999027,,69.69248,302.9954,,,10,80,,,,,-4.54776,-2.64012,0.935664,,152.0534,249.5284,,,10,80,,,,,-7.52588,-6.45,0.993137,,63.85231,166.5576,,
2018,PBM,2-Jul,,3,,Peak,22.22,17.04,8.88,4.14,22.22,12.4,1.254869,12.69528,2.018216,13.237715,,,,,,,,,,,,,,,,10,80,,,,,24.68221,19.79193,0.985928,,284.2615,382.2355,,,10,80,,,,,-2.47591,-2.11456,0.950538,,45.52352,95.3546,,,10,80,,,,,-5.47174,-4.7166,0.996593,,-30.4852,108.3244,,
2018,PBM,2-Jul,,4,,Peak,22.22,31.96,8.88,6.66,22.22,31.1,1.308497,17.217475,3.1520765,17.861435,,,,,,,,,,,,,,,,10,80,,,,,4.151204,-17.0484,0.89178,,183.418,160.6923,,,10,80,,,,,-3.96512,-3.07679,0.975836,,59.34808,145.4108,,,10,80,,,,,-3.58324,-2.49857,0.96534,,76.28043,174.4699,,
2018,PBM,2-Jul,,5,,Peak,23.22,31.04,8.88,8.4,23.33,35.82,1.099299,17.357275,1.6873635,20.87842,,,,,,,,,,,,,,,,10,80,,,,,3.506069,-17.4914,0.874681,,170.103,158.4615,,,10,80,,,,,-0.2855,-0.5404,0.27755,,15.92833,33.90878,,,40,80,,,,,-1.58922,-0.46465,0.754089,,24.71854,62.57459,,
2018,Pfeiler,7-Jun,,1,,Early,21.11,21.72,9.44,13.08,21.11,24.56,2.299215,12.171225,3.3218155,20.068115,0.360946746,0.639053254,0.047337278,0.591715976,0,0,0.307692308,0.053254438,0,0,14.2,,,,,10,80,,,,,4.757267,3.807883,0.988591,,33.21554,146.9801,,,10,80,,,,,-5.26936,-4.05321,0.990563,,30.33076,172.8816,,,10,80,,,,,-4.48376,-3.8357,0.985832,,40.86367,102.3898,,
2018,Pfeiler,7-Jun,,2,,Early,21.66,20.92,9.44,7.52,21.66,21.8,2.5842075,9.754733,3.259002,15.840255,0.236686391,0.76331361,0.053254438,0.710059172,0,0,0.189349112,0.047337278,0,0,42,,,,,10,80,,,,,9.945182,7.71555,0.986168,,152.8345,267.8865,,,10,80,,,,,-6.61876,-5.65095,0.987869,,80.3175,156.178,,,10,80,,,,,-7.08648,-8.65072,0.969152,,162.876,161.1092,,
2018,Pfeiler,7-Jun,,3,,Early,21.66,22.04,9.44,9.8,21.66,21.16,2.7500955,10.883455,3.341519,13.80734,0.213017751,0.786982249,0.076923077,0.710059172,0,0,0.195266272,0.017751479,0,0,40.8,,,,,10,40,,,,,7.800166,6.729665,0.850449,,82.09072,79.63377,,,10,80,,,,,-3.84995,-3.06304,0.966392,,76.91132,138.3615,,,10,80,,,,,-8.07783,-7.02528,0.9894,,104.5597,174.5724,,
2018,Pfeiler,7-Jun,,4,,Early,22.22,30.46666667,9.44,9.84,22.22,23.32,3.6710165,12.952635,4.3646455,16.24105,0.319526627,0.680473373,0.159763314,0.520710059,0,0,0.24852071,0.071005917,0,0,27.2,,,,,10,45,,,,,5.769888,2.838376,0.934211,,50.38665,107.5539,,,10,80,,,,,-7.41879,-6.68051,0.989246,,87.25342,131.641,,,10,80,,,,,-5.58289,-4.39033,0.973433,,118.1541,193.3455,,
2018,Pfeiler,7-Jun,,5,,Early,21.11,23.84,10,9.76,21.11,21.12,3.046905,11.549615,3.1942755,17.54749,0.343195266,0.656804734,0.035502959,0.621301775,0,0,0.307692308,0.035502959,0,0,21,,,,,10,80,,,,,3.807937,3.404666,0.96694,,79.74233,99.74292,,,10,80,,,,,-7.20244,-6.17605,0.997957,,-35.7938,140.2667,,,10,80,,,,,-6.78621,-6.04942,0.954005,,186.6011,200.4579,,
2018,Pfeiler,2-Jul,,1,,Peak,17.77,12.32,11.11,9.56,17.77,13.24,1.6230675,13.84394,2.1238755,18.370525,0.180555556,0.819444444,0.083333333,0.736111111,0,0,0.0625,0.118055556,0,0,39.6,,,,,10,80,,,,,7.182205,5.640969,0.990516,,72.06453,204.2937,,,10,80,,,,,-3.46102,-2.82917,0.99009,,-30.0999,81.9766,,,10,80,,,,,-3.40753,-2.84881,0.979728,,21.35023,85.40382,,
2018,Pfeiler,2-Jul,,2,,Peak,21.11,12.9,10,8.82,21.11,14.36,2.183936,11.83776,2.3940895,16.567395,0.0625,0.9375,0.0625,0.875,0,0,0.020833333,0.041666667,0,0,69.2,,,,,10,80,,,,,8.52279,7.047049,0.996785,,19.97384,192.681,,,10,80,,,,,-3.79882,-3.42508,0.989553,,-13.0261,33.27243,,,10,80,,,,,-3.55642,-2.73108,0.986809,,-3.13056,120.7683,,
2018,Pfeiler,2-Jul,,3,,Peak,20,12.88,10,7.94,20,16.68,1.534438,10.709065,1.9096,14.733675,0.034722222,0.965277778,0.041666667,0.923611111,0,0,0.013888889,0.020833333,0,0,57.6,,,,,10,80,,,,,12.67158,10.63383,0.996505,,83.03626,239.4081,,,10,80,,,,,-4.50503,-4.00271,0.992989,,-17.218,57.50036,,,10,80,,,,,-7.17607,-5.99272,0.998098,,-40.5629,171.631,,
